country,fiw_region,year,fiw_status,fiw_pr_rating,fiw_cl_rating,fiw_a,fiw_b,fiw_c,fiw_pr,fiw_d,fiw_e,fiw_f,fiw_g,fiw_cl,fiw_total
Congo (Brazzaville),SSA,2006,PF,5,5,3,5,4,12,9,8,2,6,25,37
Congo (Kinshasa),SSA,2006,NF,6,6,1,5,2,8,6,5,0,1,12,20
Costa Rica,Americas,2006,F,1,1,12,15,11,38,16,11,14,13,54,92
Cote d'Ivoire,SSA,2006,NF,6,6,2,2,2,6,5,3,3,4,15,21
Croatia,Europe,2006,F,2,2,12,14,9,35,14,12,10,13,49,84
Cuba,Americas,2006,NF,7,7,0,0,1,1,2,2,1,2,7,8
Cyprus,Europe,2006,F,1,1,11,16,11,38,15,12,15,15,57,95
Czech Republic,Europe,2006,F,1,1,12,15,10,37,16,12,13,14,55,92
Denmark,Europe,2006,F,1,1,12,16,12,40,16,12,15,15,58,98
Djibouti,SSA,2006,PF,5,5,4,5,3,12,7,5,5,6,23,35
Dominica,Americas,2006,F,1,1,12,16,10,38,16,12,13,13,54,92
Dominican Republic,Americas,2006,F,2,2,11,13,8,32,15,11,9,11,46,78
Ecuador,Americas,2006,PF,3,3,8,15,4,27,15,11,5,10,41,68
Egypt,MENA,2006,NF,6,5,2,4,2,8,7,3,5,7,22,30
El Salvador,Americas,2006,F,2,3,12,13,7,32,15,10,8,10,43,75
Equatorial Guinea,SSA,2006,NF,7,6,0,1,0,1,5,0,1,3,9,10
Eritrea,SSA,2006,NF,7,6,0,1,2,3,2,0,3,6,11,14
Estonia,Europe,2006,F,1,1,12,15,12,39,16,12,14,14,56,95
Ethiopia,SSA,2006,PF,5,5,5,6,4,15,7,3,5,6,21,36
Fiji,Asia,2006,PF,4,3,6,8,6,20,12,9,11,10,42,62
Finland,Europe,2006,F,1,1,12,16,12,40,16,12,16,16,60,100
France,Europe,2006,F,1,1,12,15,11,38,15,12,13,15,55,93
Gabon,SSA,2006,PF,6,4,2,5,3,10,11,6,7,6,30,40
Georgia,Eurasia,2006,PF,3,3,9,9,6,24,11,8,8,10,37,61
Germany,Europe,2006,F,1,1,12,15,12,39,16,12,15,15,58,97
Ghana,SSA,2006,F,1,2,12,15,10,37,14,11,12,10,47,84
Greece,Europe,2006,F,1,2,12,15,10,37,15,10,13,13,51,88
Grenada,Americas,2006,F,1,2,12,16,9,37,15,9,12,14,50,87
Guatemala,Americas,2006,PF,4,4,9,8,5,22,12,8,5,8,33,55
Guinea,SSA,2006,NF,6,5,2,5,2,9,8,5,4,6,23,32
Guinea-Bissau,SSA,2006,PF,3,4,9,10,6,25,12,8,8,6,34,59
Guyana,Americas,2006,PF,3,3,10,12,7,29,15,10,7,9,41,70
Haiti,Americas,2006,NF,7,6,0,5,0,5,8,3,0,5,16,21
Honduras,Americas,2006,PF,3,3,9,11,6,26,14,9,8,9,40,66
Hong Kong,Asia,2006,PF,5,2,3,7,6,16,14,10,14,13,51,67
Hungary,Europe,2006,F,1,1,12,15,10,37,16,12,14,14,56,93
Iceland,Europe,2006,F,1,1,12,16,12,40,16,12,16,16,60,100
India,Asia,2006,F,2,3,11,14,9,34,13,10,9,10,42,76
Indian Kashmir,Asia,2006,PF,5,5,6,6,3,15,8,6,3,8,25,40
Indonesia,Asia,2006,F,2,3,11,13,6,30,11,9,7,8,35,65
Iran,MENA,2006,NF,6,6,3,3,3,9,5,3,3,4,15,24
Iraq,MENA,2006,NF,6,5,3,4,2,9,6,5,2,6,19,28
Ireland,Europe,2006,F,1,1,12,16,12,40,16,12,15,15,58,98
Israel,MENA,2006,F,1,2,12,15,10,37,14,11,10,11,46,83
Israeli Occupied Territories,MENA,2006,NF,6,5,2,2,3,6,6,5,2,5,18,24
Italy,Europe,2006,F,1,1,12,16,11,39,14,12,12,15,53,92
Jamaica,Americas,2006,F,2,3,10,13,8,31,15,9,8,11,43,74
Japan,Asia,2006,F,1,2,12,15,10,37,13,10,15,13,51,88
Jordan,MENA,2006,PF,5,4,4,7,4,15,8,5,7,7,27,42
Kazakhstan,Eurasia,2006,NF,6,5,3,4,3,10,7,4,4,7,22,32
Kenya,SSA,2006,PF,3,3,9,11,6,26,14,9,8,9,40,66
Kiribati,Asia,2006,F,1,1,12,16,10,38,15,12,15,13,55,93
Kosovo,Eurasia,2006,PF,6,5,5,5,3,10,6,6,2,5,19,29
Kuwait,MENA,2006,PF,4,5,4,8,6,18,9,5,7,4,25,43
Kyrgyzstan,Eurasia,2006,PF,5,4,5,7,4,16,11,8,5,7,31,47
Laos,Asia,2006,NF,7,6,0,1,0,1,4,1,2,5,12,13
Latvia,Europe,2006,F,1,1,12,15,9,36,16,12,12,13,53,89
Lebanon,MENA,2006,PF,5,4,4,8,4,16,11,7,5,7,30,46
Lesotho,SSA,2006,F,2,3,10,12,9,31,15,8,11,9,43,74
Liberia,SSA,2006,PF,4,4,9,10,4,23,11,7,7,8,33,56
Libya,MENA,2006,NF,7,7,0,1,0,1,1,0,0,5,6,7
Liechtenstein,Europe,2006,F,1,1,12,16,12,40,16,12,16,15,59,99
Lithuania,Europe,2006,F,1,1,12,15,9,36,16,11,14,13,54,90
Luxembourg,Europe,2006,F,1,1,12,16,12,40,16,12,16,16,60,100
Macedonia,Europe,2006,PF,3,3,8,10,7,25,11,7,8,10,36,61
Madagascar,SSA,2006,PF,3,3,8,9,7,24,10,8,9,9,36,60
Malawi,SSA,2006,PF,4,4,7,10,6,23,11,8,8,7,34,57
Malaysia,Asia,2006,PF,4,4,6,7,6,19,10,6,6,9,31,50
Maldives,Asia,2006,NF,6,5,3,2,4,9,6,3,6,7,22,31
Mali,SSA,2006,F,2,2,9,12,9,30,15,9,11,9,44,74
Malta,Europe,2006,F,1,1,12,16,11,39,16,12,16,15,59,98
Marshall Islands,Asia,2006,F,1,1,12,15,10,37,16,11,15,13,55,92
Mauritania,SSA,2006,PF,6,4,2,6,3,11,10,6,6,5,27,38
Mauritius,SSA,2006,F,1,1,12,15,11,38,15,12,14,12,53,91
Mexico,Americas,2006,F,2,2,12,14,9,35,15,10,8,12,45,80
Micronesia,Asia,2006,F,1,1,12,15,10,37,16,11,15,14,56,93
Moldova,Eurasia,2006,PF,3,4,9,8,7,24,10,6,8,9,33,57
Monaco,Europe,2006,F,2,1,10,11,10,31,15,12,15,14,56,87
Mongolia,Asia,2006,F,2,2,9,15,10,34,15,10,12,12,49,83
Morocco,MENA,2006,PF,5,4,4,7,6,17,8,6,4,8,26,43
Mozambique,SSA,2006,PF,3,4,7,11,7,25,10,7,6,8,31,56
Myanmar,Asia,2006,NF,7,7,0,1,0,-1,2,0,0,4,6,5
Nagorno-Karabakh,Eurasia,2006,PF,5,5,6,5,3,14,8,4,4,5,21,35
Namibia,SSA,2006,F,2,2,10,12,9,31,15,12,10,9,46,77
Nauru,Asia,2006,F,1,1,12,16,10,38,15,11,15,14,55,93
Nepal,Asia,2006,NF,6,5,1,6,2,9,6,3,4,6,19,28
Netherlands,Europe,2006,F,1,1,12,16,12,40,16,12,15,16,59,99
New Zealand,Asia,2006,F,1,1,12,15,12,39,16,11,15,15,57,96
Nicaragua,Americas,2006,PF,3,3,9,11,5,25,13,8,7,10,38,63
Niger,SSA,2006,PF,3,3,10,10,7,27,11,7,10,7,35,62
Nigeria,SSA,2006,PF,4,4,6,8,6,20,11,7,4,6,28,48
North Korea,Asia,2006,NF,7,7,0,0,0,0,0,0,0,0,0,0
Northern Cyprus,Europe,2006,F,2,2,11,14,9,34,13,9,12,12,46,80
Norway,Europe,2006,F,1,1,12,16,12,40,16,12,16,16,60,100
Oman,MENA,2006,NF,6,5,2,2,2,10,6,4,3,5,18,28
Pakistan,Asia,2006,NF,6,5,2,6,3,11,8,6,4,6,24,35
Pakistani Kashmir,Asia,2006,NF,7,5,2,3,2,5,6,4,4,6,20,25
Palau,Asia,2006,F,1,1,12,15,10,37,16,11,15,13,55,92
Palestinian Authority Administered Territories,MENA,2006,PF,5,5,5,7,4,16,5,5,2,5,17,33
Panama,Americas,2006,F,1,2,12,15,9,36,15,11,9,12,47,83
Papua New Guinea,Asia,2006,PF,3,3,9,11,6,26,12,9,9,8,38,64
Paraguay,Americas,2006,PF,3,3,11,11,3,25,13,8,7,10,38,63
Peru,Americas,2006,F,2,3,11,14,7,32,15,10,8,9,42,74
Philippines,Asia,2006,PF,3,3,7,14,8,29,15,9,9,10,43,72
Poland,Europe,2006,F,1,1,12,16,10,38,16,12,13,13,54,92
Portugal,Europe,2006,F,1,1,12,16,12,40,16,12,15,14,57,97
Puerto Rico,Americas,2006,F,1,1,12,15,10,37,16,11,14,14,55,92
Qatar,MENA,2006,NF,6,5,2,1,3,9,8,2,4,4,18,27
Romania,Europe,2006,F,2,2,10,13,7,30,13,10,11,11,45,75
Russia,Eurasia,2006,NF,6,5,3,5,3,11,8,6,4,6,24,35
Rwanda,SSA,2006,NF,6,5,3,3,5,11,7,3,6,5,21,32
Samoa,Asia,2006,F,2,2,9,13,10,32,14,10,13,12,49,81
San Marino,Europe,2006,F,1,1,12,16,12,40,16,12,16,16,60,100
Sao Tome and Principe,SSA,2006,F,2,2,11,14,8,33,15,10,12,10,47,80
Saudi Arabia,MENA,2006,NF,7,6,0,0,1,4,4,0,2,2,8,12
Senegal,SSA,2006,F,2,3,12,12,9,33,15,9,10,9,43,76
Serbia and Montenegro,Europe,2006,F,3,2,9,13,7,29,14,11,9,13,47,76
Seychelles,SSA,2006,PF,3,3,8,11,7,26,11,9,11,11,42,68
Sierra Leone,SSA,2006,PF,4,3,9,10,4,23,12,8,8,9,37,60
Singapore,Asia,2006,PF,5,4,4,6,7,17,9,4,8,12,33,50
Slovenia,Europe,2006,F,1,1,12,15,11,38,16,12,14,12,54,92
Solomon Islands,Asia,2006,PF,3,3,7,10,7,24,13,9,8,12,42,66
Somalia,SSA,2006,NF,6,7,0,4,4,8,3,1,3,0,7,15
South Africa,SSA,2006,F,1,2,12,14,10,36,15,12,13,12,52,88
South Korea,Asia,2006,F,1,2,11,15,10,36,14,12,12,11,49,85
Spain,Europe,2006,F,1,1,12,14,12,38,16,12,14,15,57,95
Sri Lanka,Asia,2006,PF,3,3,8,9,7,24,9,9,7,10,35,59
St. Kitts and Nevis,Americas,2006,F,1,1,12,16,10,38,15,12,12,14,53,91
St. Lucia,Americas,2006,F,1,1,12,16,10,38,15,12,12,14,53,91
St. Vincent and the Grenadines,Americas,2006,F,2,1,9,15,8,32,15,11,13,14,53,85
Sudan,SSA,2006,NF,7,7,0,4,1,1,4,1,0,1,6,7
Suriname,Americas,2006,F,2,2,12,13,8,33,15,11,9,10,45,78
Swaziland,SSA,2006,NF,7,5,0,1,0,1,8,3,4,5,20,21
Sweden,Europe,2006,F,1,1,12,16,12,40,16,12,16,16,60,100
Switzerland,Europe,2006,F,1,1,12,16,12,40,16,12,15,16,59,99
Syria,MENA,2006,NF,7,7,0,0,1,1,2,0,1,4,7,8
Taiwan,Asia,2006,F,1,1,11,15,10,36,16,11,15,13,55,91
Tajikistan,Eurasia,2006,NF,6,5,2,4,3,9,7,4,4,6,21,30
Tanzania,SSA,2006,PF,4,3,6,10,6,22,11,7,10,8,36,58
Thailand,Asia,2006,PF,3,3,9,12,8,29,11,8,8,11,38,67
The Gambia,SSA,2006,PF,5,4,6,7,4,17,10,6,8,8,32,49
Tibet,Asia,2006,NF,7,7,0,0,1,-2,0,0,0,5,5,3
Timor-Leste,Asia,2006,PF,3,3,11,10,8,29,13,8,8,9,38,67
Togo,SSA,2006,NF,6,5,2,3,2,7,7,3,1,7,18,25
Tonga,Asia,2006,PF,5,3,3,9,3,15,12,7,12,11,42,57
Transnistria,Eurasia,2006,NF,6,6,2,3,1,6,6,2,2,5,15,21
Trinidad and Tobago,Americas,2006,F,3,2,9,11,8,28,14,11,10,11,46,74
Tunisia,MENA,2006,NF,6,5,1,3,2,6,4,2,4,8,18,24
Turkey,Europe,2006,PF,3,3,9,12,7,28,12,7,8,10,37,65
Turkmenistan,Eurasia,2006,NF,7,7,0,0,0,0,1,0,0,0,1,1
Tuvalu,Asia,2006,F,1,1,12,15,10,37,16,12,15,14,57,94
Uganda,SSA,2006,PF,5,4,3,6,5,14,11,6,7,7,31,45
Ukraine,Eurasia,2006,F,3,2,8,12,7,27,13,10,11,11,45,72
United Arab Emirates,MENA,2006,NF,6,6,0,1,2,7,6,1,4,4,15,22
United Kingdom,Europe,2006,F,1,1,12,15,12,39,16,12,14,15,57,96
United States,Americas,2006,F,1,1,10,16,11,37,16,11,14,15,56,93
Uruguay,Americas,2006,F,1,1,12,16,11,39,16,12,15,15,58,97
Uzbekistan,Eurasia,2006,NF,7,7,0,0,0,0,1,0,0,2,3,3
Vanuatu,Asia,2006,F,2,2,9,15,8,32,16,11,10,11,48,80
Venezuela,Americas,2006,PF,4,4,10,8,5,23,11,7,5,8,31,54
Vietnam,Asia,2006,NF,7,5,0,1,1,2,3,2,4,8,17,19
Western Sahara,MENA,2006,NF,7,6,0,0,0,-2,3,2,0,5,10,8
Yemen,MENA,2006,PF,5,5,4,6,3,13,7,3,3,5,18,31
Zambia,SSA,2006,PF,4,4,5,11,6,22,11,8,8,7,34,56
Zimbabwe,SSA,2006,NF,7,6,1,4,0,5,5,3,1,1,10,15
