country,fiw_region,year,fiw_status,fiw_pr_rating,fiw_cl_rating,fiw_a,fiw_b,fiw_c,fiw_pr,fiw_d,fiw_e,fiw_f,fiw_g,fiw_cl,fiw_total
Kyrgyzstan,Eurasia,2018,PF,5,5,4,5,4,12,10,4,4,7,25,37
Laos,Asia,2018,NF,7,6,0,0,1,1,4,0,2,5,11,12
Latvia,Europe,2018,F,2,2,12,14,9,35,15,12,12,13,52,87
Lebanon,MENA,2018,PF,6,4,3,7,1,11,12,8,5,7,32,43
Lesotho,SSA,2018,PF,3,3,10,11,6,27,12,7,9,9,37,64
Liberia,SSA,2018,PF,3,3,8,12,7,27,11,8,7,9,35,62
Libya,MENA,2018,NF,7,6,0,1,0,1,4,2,0,2,8,9
Liechtenstein,Europe,2018,F,2,1,10,13,10,33,16,12,14,15,57,90
Lithuania,Europe,2018,F,1,1,12,16,10,38,16,11,12,14,53,91
Luxembourg,Europe,2018,F,1,1,12,16,10,38,16,12,16,16,60,98
Macedonia,Europe,2018,PF,4,3,6,9,6,21,11,8,8,10,37,58
Madagascar,SSA,2018,PF,3,4,9,10,5,24,10,8,6,8,32,56
Malawi,SSA,2018,PF,3,3,8,12,6,26,13,8,9,7,37,63
Malaysia,Asia,2018,PF,4,4,6,7,5,18,7,6,5,9,27,45
Maldives,Asia,2018,PF,5,5,5,5,4,14,3,5,6,7,21,35
Mali,SSA,2018,PF,5,4,6,7,4,17,11,6,6,4,27,44
Malta,Europe,2018,F,1,1,12,14,10,36,15,12,15,14,56,92
Marshall Islands,Asia,2018,F,1,1,12,15,10,37,16,11,15,13,55,92
Mauritania,SSA,2018,NF,6,5,3,2,4,9,9,4,4,4,21,30
Mauritius,SSA,2018,F,1,2,12,15,10,37,15,12,13,12,52,89
Mexico,Americas,2018,PF,3,3,9,12,5,26,13,7,6,10,36,62
Micronesia,Asia,2018,F,1,1,12,15,10,37,16,11,15,14,56,93
Moldova,Eurasia,2018,PF,3,3,10,11,5,26,12,8,6,9,35,61
Monaco,Europe,2018,F,3,1,7,10,8,25,16,12,15,14,57,82
Mongolia,Asia,2018,F,1,2,11,16,9,36,14,11,12,12,49,85
Montenegro,Europe,2018,PF,3,3,8,10,7,25,11,9,10,12,42,67
Morocco,MENA,2018,PF,5,5,5,6,3,14,7,5,6,7,25,39
Mozambique,SSA,2018,PF,4,4,6,9,5,20,9,7,7,9,32,52
Myanmar,Asia,2018,PF,5,5,5,8,4,13,6,6,1,5,18,31
Nagorno-Karabakh,Eurasia,2018,PF,5,5,4,5,3,12,6,3,4,5,18,30
Namibia,SSA,2018,F,2,2,10,11,9,30,14,12,11,10,47,77
Nauru,Asia,2018,F,2,2,12,15,8,35,13,9,10,14,46,81
Nepal,Asia,2018,PF,3,4,10,10,5,25,10,6,6,8,30,55
Netherlands,Europe,2018,F,1,1,12,16,12,40,16,12,15,16,59,99
New Zealand,Asia,2018,F,1,1,12,16,12,40,16,12,15,15,58,98
Nicaragua,Americas,2018,PF,5,4,3,6,3,12,11,5,6,10,32,44
Niger,SSA,2018,PF,4,4,6,8,6,20,11,6,6,6,29,49
Nigeria,SSA,2018,PF,3,5,9,10,6,25,9,7,4,5,25,50
North Korea,Asia,2018,NF,7,7,0,0,0,0,0,0,0,3,3,3
Northern Cyprus,Europe,2018,F,2,2,11,13,7,31,15,11,13,11,50,81
Norway,Europe,2018,F,1,1,12,16,12,40,16,12,16,16,60,100
Oman,MENA,2018,NF,6,5,2,2,2,6,5,3,4,5,17,23
Pakistan,Asia,2018,PF,4,5,6,8,5,19,7,6,5,6,24,43
Pakistani Kashmir,Asia,2018,NF,6,5,4,4,3,9,6,4,3,6,19,28
Palau,Asia,2018,F,1,1,12,15,10,37,16,11,15,13,55,92
Panama,Americas,2018,F,2,2,12,15,8,35,15,11,10,12,48,83
Papua New Guinea,Asia,2018,PF,3,3,8,13,4,25,13,9,7,9,38,63
Paraguay,Americas,2018,PF,3,3,10,12,5,27,12,8,7,10,37,64
Peru,Americas,2018,F,2,3,11,13,7,31,15,8,8,11,42,73
Philippines,Asia,2018,PF,3,3,9,11,7,27,14,8,3,10,35,62
Poland,Europe,2018,F,1,2,12,16,8,36,14,10,11,14,49,85
Portugal,Europe,2018,F,1,1,12,16,11,39,16,12,15,15,58,97
Qatar,MENA,2018,NF,6,5,2,2,3,7,7,2,4,4,17,24
Romania,Europe,2018,F,2,2,11,14,10,35,14,11,12,12,49,84
Russia,Eurasia,2018,NF,7,6,0,3,2,5,3,3,2,7,15,20
Rwanda,SSA,2018,NF,6,6,2,1,5,8,4,2,2,7,15,23
Samoa,Asia,2018,F,2,2,9,12,9,30,14,10,14,12,50,80
San Marino,Europe,2018,F,1,1,12,15,11,38,15,12,16,16,59,97
Sao Tome and Principe,SSA,2018,F,2,2,11,14,9,34,15,10,12,11,48,82
Saudi Arabia,MENA,2018,NF,7,7,0,0,1,0,3,0,2,2,7,7
Senegal,SSA,2018,F,2,2,10,13,8,31,13,10,10,11,44,75
Serbia,Europe,2018,F,3,2,9,12,7,28,13,10,9,13,45,73
Seychelles,SSA,2018,PF,3,3,10,11,7,28,12,9,11,11,43,71
Sierra Leone,SSA,2018,PF,3,3,10,11,7,28,12,7,9,10,38,66
Singapore,Asia,2018,PF,4,4,4,8,7,19,10,4,7,12,33,52
Slovenia,Europe,2018,F,1,1,12,16,11,39,14,12,14,14,54,93
Solomon Islands,Asia,2018,F,3,2,9,13,6,28,14,9,9,12,44,72
Somalia,SSA,2018,NF,7,7,0,1,0,1,3,2,0,1,6,7
Somaliland,SSA,2018,PF,4,5,5,10,4,19,7,5,7,6,25,44
South Africa,SSA,2018,F,2,2,12,13,7,32,15,12,9,10,46,78
South Korea,Asia,2018,F,2,2,11,13,9,33,14,11,13,13,51,84
South Ossetia,Eurasia,2018,NF,7,6,2,2,0,2,3,1,1,3,8,10
South Sudan,SSA,2018,NF,7,7,1,1,0,-2,2,2,0,0,4,2
Spain,Europe,2018,F,1,1,11,16,11,38,15,11,15,15,56,94
Sri Lanka,Asia,2018,PF,3,4,8,10,7,24,8,8,7,8,31,55
St. Kitts and Nevis,Americas,2018,F,1,1,10,16,10,36,15,12,13,13,53,89
St. Lucia,Americas,2018,F,1,1,11,16,11,38,15,12,12,14,53,91
St. Vincent and the Grenadines,Americas,2018,F,1,1,11,15,10,36,15,12,13,14,54,90
Sudan,SSA,2018,NF,7,7,2,4,1,4,2,1,0,1,4,8
Suriname,Americas,2018,F,2,2,12,14,8,34,15,11,8,10,44,78
Swaziland,SSA,2018,NF,7,6,0,1,0,1,5,2,4,4,15,16
Sweden,Europe,2018,F,1,1,12,16,12,40,16,12,16,16,60,100
Switzerland,Europe,2018,F,1,1,12,15,12,39,15,12,15,15,57,96
Syria,MENA,2018,NF,7,7,0,0,0,-3,2,0,0,0,2,-1
Taiwan,Asia,2018,F,1,1,12,15,10,37,16,11,15,14,56,93
Tajikistan,Eurasia,2018,NF,7,6,0,0,1,1,2,2,2,4,10,11
Tanzania,SSA,2018,PF,4,4,7,9,6,22,7,6,8,9,30,52
Thailand,Asia,2018,NF,6,5,0,3,3,6,6,4,5,10,25,31
The Gambia,SSA,2018,PF,4,5,7,9,4,20,7,5,3,6,21,41
Tibet,Asia,2018,NF,7,7,0,0,1,-2,0,0,0,3,3,1
Timor-Leste,Asia,2018,F,2,3,11,14,7,32,13,8,7,9,37,69
Togo,SSA,2018,PF,4,4,6,7,5,18,9,6,7,7,29,47
Tonga,Asia,2018,F,2,2,9,14,7,30,12,9,12,12,45,75
Transnistria,Eurasia,2018,NF,6,6,3,5,2,10,5,2,2,5,14,24
Trinidad and Tobago,Americas,2018,F,2,2,11,13,9,33,15,11,9,13,48,81
Tunisia,MENA,2018,F,2,3,10,14,6,30,12,9,9,10,40,70
Turkey,Europe,2018,NF,5,6,6,7,3,16,5,3,2,6,16,32
Turkmenistan,Eurasia,2018,NF,7,7,0,0,0,0,1,0,0,3,4,4
Tuvalu,Asia,2018,F,1,1,12,15,10,37,16,12,15,14,57,94
Uganda,SSA,2018,PF,6,4,3,5,3,11,11,4,4,7,26,37
Ukraine,Eurasia,2018,PF,3,3,9,11,6,26,11,9,6,10,36,62
United Arab Emirates,MENA,2018,NF,7,6,1,2,2,5,3,2,3,4,12,17
United Kingdom,Europe,2018,F,1,1,12,16,12,40,14,12,14,14,54,94
United States,Americas,2018,F,2,1,10,14,9,33,16,10,12,15,53,86
Uruguay,Americas,2018,F,1,1,12,16,12,40,16,12,15,15,58,98
Uzbekistan,Eurasia,2018,NF,7,7,0,0,1,1,1,1,0,4,6,7
Vanuatu,Asia,2018,F,2,2,10,15,8,33,15,11,11,11,48,81
Venezuela,Americas,2018,NF,6,5,2,6,0,8,8,2,1,7,18,26
Vietnam,Asia,2018,NF,7,5,0,1,2,3,4,1,4,8,17,20
West Bank,MENA,2018,NF,7,5,2,4,2,5,8,5,5,5,23,28
Western Sahara,MENA,2018,NF,7,7,0,0,0,-3,3,0,0,4,7,4
Yemen,MENA,2018,NF,7,6,0,1,0,1,5,3,2,2,12,13
Zambia,SSA,2018,PF,4,4,6,10,6,22,10,7,8,8,33,55
Zimbabwe,SSA,2018,NF,6,5,2,6,2,10,8,4,3,5,20,30
