country,fiw_region,year,fiw_status,fiw_pr_rating,fiw_cl_rating,fiw_a,fiw_b,fiw_c,fiw_pr,fiw_d,fiw_e,fiw_f,fiw_g,fiw_cl,fiw_total
Fiji,Asia,2020,PF,3,3,8,9,7,24,12,7,7,10,36,60
Finland,Europe,2020,F,1,1,12,16,12,40,16,12,16,16,60,100
France,Europe,2020,F,1,2,12,15,11,38,14,11,13,14,52,90
Gabon,SSA,2020,NF,7,5,0,2,1,3,8,3,3,5,19,22
Gaza Strip,MENA,2020,NF,7,6,0,2,1,3,4,2,0,2,8,11
Georgia,Eurasia,2020,PF,3,3,8,9,7,24,10,7,8,12,37,61
Germany,Europe,2020,F,1,1,12,15,12,39,14,12,14,15,55,94
Ghana,SSA,2020,F,2,2,12,13,10,35,14,11,11,11,47,82
Greece,Europe,2020,F,1,2,12,15,10,37,14,12,11,14,51,88
Grenada,Americas,2020,F,1,2,11,16,10,37,15,11,13,13,52,89
Guatemala,Americas,2020,PF,4,4,7,10,4,21,11,6,6,8,31,52
Guinea,SSA,2020,PF,5,5,5,7,3,15,11,4,4,6,25,40
Guinea-Bissau,SSA,2020,PF,5,4,7,8,2,17,11,8,5,5,29,46
Guyana,Americas,2020,F,2,3,10,13,8,31,15,11,8,9,43,74
Haiti,Americas,2020,PF,5,5,5,7,4,16,10,3,4,5,22,38
Honduras,Americas,2020,PF,4,4,7,8,4,19,9,4,5,8,26,45
Hong Kong,Asia,2020,PF,5,3,2,8,6,16,10,6,10,13,39,55
Hungary,Europe,2020,PF,3,3,9,11,7,27,10,10,10,13,43,70
Iceland,Europe,2020,F,1,1,12,15,10,37,15,12,15,15,57,94
India,Asia,2020,F,2,3,12,13,9,34,10,8,9,10,37,71
Indian Kashmir,Asia,2020,NF,6,5,2,4,2,8,6,3,4,7,20,28
Indonesia,Asia,2020,PF,2,4,11,13,6,30,10,7,5,9,31,61
Iran,MENA,2020,NF,6,6,3,2,2,7,2,1,3,4,10,17
Iraq,MENA,2020,NF,5,6,8,8,2,17,5,4,1,4,14,31
Ireland,Europe,2020,F,1,1,12,16,11,39,16,12,14,16,58,97
Israel,MENA,2020,F,2,3,12,13,8,33,12,9,11,11,43,76
Italy,Europe,2020,F,1,1,12,14,10,36,15,12,12,14,53,89
Jamaica,Americas,2020,F,2,2,12,13,9,34,15,10,8,11,44,78
Japan,Asia,2020,F,1,1,12,16,12,40,15,12,15,14,56,96
Jordan,MENA,2020,PF,5,5,3,6,3,12,7,3,7,8,25,37
Kazakhstan,Eurasia,2020,NF,7,5,1,3,1,5,4,2,4,8,18,23
Kenya,SSA,2020,PF,4,4,6,8,5,19,10,7,5,7,29,48
Kiribati,Asia,2020,F,1,1,12,15,10,37,16,12,15,13,56,93
Kosovo,Europe,2020,PF,3,4,9,11,5,25,9,8,6,8,31,56
Kuwait,MENA,2020,PF,5,5,2,7,4,13,6,4,7,6,23,36
Kyrgyzstan,Eurasia,2020,PF,5,4,4,5,4,12,10,6,4,7,27,39
Laos,Asia,2020,NF,7,6,0,0,2,2,4,0,2,6,12,14
Latvia,Europe,2020,F,1,2,12,15,10,37,14,12,12,14,52,89
Lebanon,MENA,2020,PF,5,4,5,7,2,14,11,8,5,6,30,44
Lesotho,SSA,2020,PF,3,3,10,11,6,27,12,7,8,9,36,63
Liberia,SSA,2020,PF,3,4,8,12,7,27,11,7,6,9,33,60
Libya,MENA,2020,NF,7,6,0,1,0,1,4,2,0,2,8,9
Liechtenstein,Europe,2020,F,2,1,10,13,10,33,16,12,14,15,57,90
Lithuania,Europe,2020,F,1,1,12,16,10,38,16,11,12,14,53,91
Luxembourg,Europe,2020,F,1,1,12,16,10,38,16,12,16,16,60,98
Madagascar,SSA,2020,PF,3,3,9,11,6,26,11,9,7,8,35,61
Malawi,SSA,2020,PF,3,3,8,12,6,26,13,7,9,7,36,62
Malaysia,Asia,2020,PF,4,4,6,9,6,21,9,6,7,9,31,52
Maldives,Asia,2020,PF,4,5,7,7,4,18,3,6,6,7,22,40
Mali,SSA,2020,PF,5,5,5,8,4,17,10,6,4,4,24,41
Malta,Europe,2020,F,2,1,12,14,9,35,14,12,15,14,55,90
Marshall Islands,Asia,2020,F,1,1,12,16,10,38,16,11,15,13,55,93
Mauritania,SSA,2020,PF,5,5,6,3,4,13,9,4,4,4,21,34
Mauritius,SSA,2020,F,1,2,12,15,10,37,15,12,13,12,52,89
Mexico,Americas,2020,PF,3,3,9,13,5,27,13,7,5,10,35,62
Micronesia,Asia,2020,F,1,1,12,15,10,37,16,11,15,13,55,92
Moldova,Eurasia,2020,PF,3,4,9,12,5,26,11,8,6,9,34,60
Monaco,Europe,2020,F,3,1,8,10,8,26,16,12,14,15,57,83
Mongolia,Asia,2020,F,1,2,11,16,9,36,14,11,11,12,48,84
Montenegro,Europe,2020,PF,4,3,8,9,5,22,11,9,9,11,40,62
Morocco,MENA,2020,PF,5,5,5,5,3,13,7,5,5,7,24,37
Mozambique,SSA,2020,PF,5,4,3,7,4,14,9,6,7,9,31,45
Myanmar,Asia,2020,NF,5,6,5,9,4,14,5,6,1,4,16,30
Nagorno-Karabakh,Eurasia,2020,PF,5,5,4,6,3,13,7,5,4,5,21,34
Namibia,SSA,2020,F,2,2,11,12,8,31,14,11,11,10,46,77
Nauru,Asia,2020,F,2,3,12,14,8,34,13,9,9,12,43,77
Nepal,Asia,2020,PF,3,4,10,10,5,25,10,7,6,8,31,56
Netherlands,Europe,2020,F,1,1,12,16,12,40,16,12,15,16,59,99
New Zealand,Asia,2020,F,1,1,12,16,12,40,16,12,14,15,57,97
Nicaragua,Americas,2020,NF,6,5,3,4,3,10,7,2,4,8,21,31
Niger,SSA,2020,PF,4,4,6,8,6,20,10,6,6,6,28,48
Nigeria,SSA,2020,PF,4,5,6,10,6,22,9,7,4,5,25,47
North Korea,Asia,2020,NF,7,7,0,0,0,0,0,0,0,3,3,3
North Macedonia,Europe,2020,PF,3,3,7,11,6,24,12,8,9,10,39,63
Northern Cyprus,Europe,2020,F,2,2,11,13,7,31,15,11,13,11,50,81
Norway,Europe,2020,F,1,1,12,16,12,40,16,12,16,16,60,100
Oman,MENA,2020,NF,6,5,2,2,2,6,5,3,4,5,17,23
Pakistan,Asia,2020,PF,5,5,5,6,5,16,6,6,4,6,22,38
Pakistani Kashmir,Asia,2020,NF,6,5,4,4,3,9,6,4,3,6,19,28
Palau,Asia,2020,F,1,1,12,15,10,37,16,11,15,13,55,92
Panama,Americas,2020,F,1,2,12,15,9,36,15,11,10,12,48,84
Papua New Guinea,Asia,2020,PF,4,3,7,13,3,23,14,10,7,8,39,62
Paraguay,Americas,2020,PF,3,3,10,12,6,28,12,8,7,10,37,65
Peru,Americas,2020,F,2,3,11,13,6,30,15,8,8,11,42,72
Philippines,Asia,2020,PF,3,4,9,10,6,25,14,7,3,10,34,59
Poland,Europe,2020,F,2,2,11,16,8,35,14,10,11,14,49,84
Portugal,Europe,2020,F,1,1,12,16,11,39,16,12,14,15,57,96
Qatar,MENA,2020,NF,6,5,2,2,3,7,7,2,5,4,18,25
Romania,Europe,2020,F,2,2,12,14,9,35,13,11,12,12,48,83
Russia,Eurasia,2020,NF,7,6,0,3,2,5,3,3,2,7,15,20
Rwanda,SSA,2020,NF,6,6,2,2,4,8,3,2,2,7,14,22
Samoa,Asia,2020,F,2,2,9,12,9,30,14,11,14,12,51,81
San Marino,Europe,2020,F,1,1,12,15,11,38,15,12,15,15,57,95
Sao Tome and Principe,SSA,2020,F,2,2,11,15,9,35,15,11,12,11,49,84
Saudi Arabia,MENA,2020,NF,7,7,0,0,1,1,2,0,2,2,6,7
Senegal,SSA,2020,PF,3,3,9,12,8,29,13,9,9,11,42,71
Serbia,Europe,2020,PF,4,3,8,10,5,23,12,10,9,12,43,66
Seychelles,SSA,2020,PF,3,3,10,11,8,29,12,9,11,11,43,72
Sierra Leone,SSA,2020,PF,3,3,10,11,7,28,12,6,9,10,37,65
Singapore,Asia,2020,PF,4,4,4,8,7,19,8,4,7,12,31,50
Slovenia,Europe,2020,F,1,1,12,16,11,39,14,12,15,14,55,94
Solomon Islands,Asia,2020,F,2,2,9,14,7,30,16,10,11,12,49,79
Somalia,SSA,2020,NF,7,7,0,1,0,1,3,3,0,0,6,7
Somaliland,SSA,2020,PF,5,5,5,8,4,17,6,5,7,6,24,41
South Africa,SSA,2020,F,2,2,12,13,8,33,15,12,9,10,46,79
South Korea,Asia,2020,F,2,2,11,13,9,33,14,11,12,13,50,83
South Ossetia,Eurasia,2020,NF,7,6,2,2,0,2,3,1,1,3,8,10
South Sudan,SSA,2020,NF,7,7,1,1,0,-2,2,2,0,0,4,2
Spain,Europe,2020,F,1,1,12,16,10,38,14,11,14,15,54,92
Sri Lanka,Asia,2020,PF,4,4,9,10,5,23,8,9,8,8,33,56
St. Kitts and Nevis,Americas,2020,F,1,1,10,16,10,36,15,12,13,13,53,89
St. Lucia,Americas,2020,F,1,1,11,16,11,38,15,12,13,14,54,92
St. Vincent and the Grenadines,Americas,2020,F,1,1,11,15,10,36,15,12,14,14,55,91
Sudan,SSA,2020,NF,7,6,0,4,0,2,5,3,1,1,10,12
Suriname,Americas,2020,F,2,3,11,14,7,32,14,11,8,10,43,75
Sweden,Europe,2020,F,1,1,12,16,12,40,16,12,16,16,60,100
Switzerland,Europe,2020,F,1,1,12,15,12,39,15,12,15,15,57,96
Syria,MENA,2020,NF,7,7,0,0,0,-3,3,0,0,0,3,0
Taiwan,Asia,2020,F,1,1,12,15,10,37,16,11,15,14,56,93
Tajikistan,Eurasia,2020,NF,7,6,0,0,0,0,2,2,1,4,9,9
Tanzania,SSA,2020,PF,5,5,6,6,5,17,7,4,5,7,23,40
Thailand,Asia,2020,PF,6,4,1,3,2,6,6,5,5,10,26,32
The Gambia,SSA,2020,PF,4,4,7,9,4,20,8,6,6,6,26,46
Tibet,Asia,2020,NF,7,7,0,0,1,-2,0,0,0,3,3,1
Timor-Leste,Asia,2020,F,2,3,11,14,7,32,14,8,8,9,39,71
Togo,SSA,2020,PF,5,4,5,6,5,16,9,6,6,7,28,44
Tonga,Asia,2020,F,2,2,9,14,7,30,14,10,12,13,49,79
Transnistria,Eurasia,2020,NF,6,6,3,4,2,9,5,1,2,5,13,22
Trinidad and Tobago,Americas,2020,F,2,2,11,13,9,33,16,11,9,13,49,82
Tunisia,MENA,2020,F,2,3,12,14,6,32,12,7,9,10,38,70
Turkey,Europe,2020,NF,5,6,5,8,3,16,5,3,3,5,16,32
Turkmenistan,Eurasia,2020,NF,7,7,0,0,0,0,0,0,0,2,2,2
Tuvalu,Asia,2020,F,1,1,12,15,10,37,16,12,15,13,56,93
Uganda,SSA,2020,NF,6,5,3,5,3,11,8,4,4,7,23,34
Ukraine,Eurasia,2020,PF,3,3,9,12,6,27,11,7,7,10,35,62
United Arab Emirates,MENA,2020,NF,7,6,1,2,2,5,3,2,3,4,12,17
United Kingdom,Europe,2020,F,1,1,12,16,11,39,14,12,14,15,55,94
United States,Americas,2020,F,2,1,10,14,9,33,16,11,11,15,53,86
Uruguay,Americas,2020,F,1,1,12,16,12,40,16,12,15,15,58,98
Uzbekistan,Eurasia,2020,NF,7,6,1,0,1,2,2,1,1,4,8,10
Vanuatu,Asia,2020,F,2,2,10,15,8,33,14,11,13,11,49,82
Venezuela,Americas,2020,NF,7,6,0,2,0,2,6,2,1,5,14,16
Vietnam,Asia,2020,NF,7,5,0,1,2,3,4,1,4,8,17,20
West Bank,MENA,2020,NF,7,5,1,4,2,4,7,5,4,5,21,25
Western Sahara,MENA,2020,NF,7,7,0,0,0,-3,3,0,0,4,7,4
Yemen,MENA,2020,NF,7,6,0,1,0,1,3,3,2,2,10,11
Zambia,SSA,2020,PF,4,4,6,10,6,22,9,7,8,8,32,54
Zimbabwe,SSA,2020,PF,5,5,3,6,3,12,7,3,2,5,17,29
