country,fiw_region,year,fiw_status,fiw_pr_rating,fiw_cl_rating,fiw_a,fiw_b,fiw_c,fiw_pr,fiw_d,fiw_e,fiw_f,fiw_g,fiw_cl,fiw_total
Indian Kashmir,Asia,2017,PF,4,4,9,9,4,22,9,5,6,8,28,50
Indonesia,Asia,2017,PF,2,4,11,14,6,31,12,8,5,9,34,65
Iran,MENA,2017,NF,6,6,3,2,2,7,2,1,3,4,10,17
Iraq,MENA,2017,NF,5,6,8,5,2,12,5,6,0,4,15,27
Ireland,Europe,2017,F,1,1,12,16,11,39,16,12,14,15,57,96
Israel,MENA,2017,F,1,2,12,14,10,36,12,10,11,11,44,80
Italy,Europe,2017,F,1,1,12,14,10,36,15,12,12,14,53,89
Jamaica,Americas,2017,F,2,3,12,13,9,34,15,9,7,10,41,75
Japan,Asia,2017,F,1,1,12,16,12,40,15,12,15,14,56,96
Jordan,MENA,2017,PF,5,5,3,6,3,12,7,4,6,8,25,37
Kazakhstan,Eurasia,2017,NF,7,5,1,3,1,5,4,1,4,8,17,22
Kenya,SSA,2017,PF,4,4,7,10,5,22,10,7,5,7,29,51
Kiribati,Asia,2017,F,1,1,12,16,9,37,15,12,15,13,55,92
Kosovo,Europe,2017,PF,3,4,9,10,5,24,9,6,6,7,28,52
Kuwait,MENA,2017,PF,5,5,2,7,4,13,6,4,7,6,23,36
Kyrgyzstan,Eurasia,2017,PF,5,5,5,6,4,13,9,4,4,7,24,37
Laos,Asia,2017,NF,7,6,0,0,1,1,4,0,2,5,11,12
Latvia,Europe,2017,F,1,2,12,15,9,36,15,12,12,12,51,87
Lebanon,MENA,2017,PF,5,4,3,9,2,14,11,7,5,7,30,44
Lesotho,SSA,2017,PF,3,3,10,11,6,27,12,7,9,9,37,64
Liberia,SSA,2017,PF,3,4,9,12,7,28,11,8,7,8,34,62
Libya,MENA,2017,NF,7,6,1,2,0,3,4,2,0,4,10,13
Liechtenstein,Europe,2017,F,2,1,10,13,10,33,16,12,14,16,58,91
Lithuania,Europe,2017,F,1,1,12,16,10,38,16,11,13,13,53,91
Luxembourg,Europe,2017,F,1,1,12,16,10,38,16,12,16,16,60,98
Macedonia,Europe,2017,PF,4,3,6,10,5,21,10,8,8,10,36,57
Madagascar,SSA,2017,PF,3,4,9,10,5,24,10,8,6,8,32,56
Malawi,SSA,2017,PF,3,3,8,12,6,26,13,8,9,7,37,63
Malaysia,Asia,2017,PF,4,4,6,7,5,18,7,5,5,9,26,44
Maldives,Asia,2017,PF,5,5,7,5,5,17,5,5,6,7,23,40
Mali,SSA,2017,PF,5,4,6,7,4,17,12,6,6,4,28,45
Malta,Europe,2017,F,1,1,12,16,11,39,16,12,15,14,57,96
Marshall Islands,Asia,2017,F,1,1,12,15,10,37,16,11,15,13,55,92
Mauritania,SSA,2017,NF,6,5,3,2,4,9,9,4,4,4,21,30
Mauritius,SSA,2017,F,1,2,12,15,10,37,15,12,13,12,52,89
Mexico,Americas,2017,PF,3,3,9,12,7,28,13,8,6,10,37,65
Micronesia,Asia,2017,F,1,1,12,15,10,37,16,11,15,14,56,93
Moldova,Eurasia,2017,PF,3,3,10,12,5,27,12,8,6,9,35,62
Monaco,Europe,2017,F,3,1,7,11,9,27,16,12,15,14,57,84
Mongolia,Asia,2017,F,1,2,11,16,9,36,14,11,12,12,49,85
Montenegro,Europe,2017,PF,3,3,8,11,7,26,12,9,10,12,43,69
Morocco,MENA,2017,PF,5,4,5,7,3,15,7,6,6,7,26,41
Mozambique,SSA,2017,PF,4,4,6,9,5,20,11,7,7,8,33,53
Myanmar,Asia,2017,PF,5,5,5,8,4,14,7,5,1,5,18,32
Nagorno-Karabakh,Eurasia,2017,PF,5,5,6,6,3,15,6,3,4,5,18,33
Namibia,SSA,2017,F,2,2,10,11,9,30,14,12,11,10,47,77
Nauru,Asia,2017,F,2,2,12,15,8,35,13,9,10,14,46,81
Nepal,Asia,2017,PF,3,4,9,10,5,24,9,5,6,8,28,52
Netherlands,Europe,2017,F,1,1,12,16,12,40,16,12,15,16,59,99
New Zealand,Asia,2017,F,1,1,12,16,12,40,16,12,15,15,58,98
Nicaragua,Americas,2017,PF,5,4,3,6,5,14,11,5,7,10,33,47
Niger,SSA,2017,PF,4,4,6,9,6,21,11,6,5,6,28,49
Nigeria,SSA,2017,PF,3,5,9,10,6,25,9,7,4,5,25,50
North Korea,Asia,2017,NF,7,7,0,0,0,0,0,0,0,3,3,3
Northern Cyprus,Europe,2017,F,2,2,11,12,9,32,14,11,12,11,48,80
Norway,Europe,2017,F,1,1,12,16,12,40,16,12,16,16,60,100
Oman,MENA,2017,NF,6,5,2,2,2,8,5,3,4,5,17,25
Pakistan,Asia,2017,PF,4,5,7,8,6,21,6,6,4,6,22,43
Pakistani Kashmir,Asia,2017,NF,6,5,4,4,3,9,6,4,3,6,19,28
Palau,Asia,2017,F,1,1,12,15,10,37,16,11,15,13,55,92
Panama,Americas,2017,F,2,2,12,15,8,35,15,11,10,12,48,83
Papua New Guinea,Asia,2017,PF,3,3,9,13,4,26,13,9,7,9,38,64
Paraguay,Americas,2017,PF,3,3,10,12,5,27,12,8,7,10,37,64
Peru,Americas,2017,F,2,3,11,13,7,31,15,8,8,10,41,72
Philippines,Asia,2017,PF,3,3,9,11,7,27,14,8,4,10,36,63
Poland,Europe,2017,F,1,2,12,16,9,37,14,12,12,14,52,89
Portugal,Europe,2017,F,1,1,12,16,11,39,16,12,15,15,58,97
Qatar,MENA,2017,NF,6,5,2,2,3,9,7,2,4,4,17,26
Romania,Europe,2017,F,2,2,11,14,10,35,14,11,12,12,49,84
Russia,Eurasia,2017,NF,7,6,0,3,2,5,3,3,2,7,15,20
Rwanda,SSA,2017,NF,6,6,2,1,5,8,4,2,3,7,16,24
Samoa,Asia,2017,F,2,2,9,12,9,30,14,10,14,12,50,80
San Marino,Europe,2017,F,1,1,12,15,11,38,15,12,16,16,59,97
Sao Tome and Principe,SSA,2017,F,2,2,11,14,9,34,15,10,12,10,47,81
Saudi Arabia,MENA,2017,NF,7,7,0,0,1,3,3,0,2,2,7,10
Senegal,SSA,2017,F,2,2,11,13,8,32,15,10,10,11,46,78
Serbia,Europe,2017,F,3,2,9,13,7,29,14,10,10,13,47,76
Seychelles,SSA,2017,PF,3,3,10,11,7,28,12,9,11,11,43,71
Sierra Leone,SSA,2017,PF,3,3,10,11,7,28,12,7,9,10,38,66
Singapore,Asia,2017,PF,4,4,4,8,7,19,9,4,7,12,32,51
Slovenia,Europe,2017,F,1,1,12,16,11,39,14,12,14,13,53,92
Solomon Islands,Asia,2017,F,3,2,9,13,5,27,14,9,9,12,44,71
Somalia,SSA,2017,NF,7,7,0,0,0,0,3,1,0,1,5,5
Somaliland,SSA,2017,PF,5,5,2,9,4,15,7,5,7,6,25,40
South Africa,SSA,2017,F,2,2,12,14,7,33,15,11,9,10,45,78
South Korea,Asia,2017,F,2,2,11,13,8,32,13,11,13,13,50,82
South Ossetia,Eurasia,2017,NF,7,6,2,2,0,2,4,1,1,3,9,11
South Sudan,SSA,2017,NF,7,7,1,1,0,-2,4,2,0,0,6,4
Spain,Europe,2017,F,1,1,12,16,10,38,15,11,15,15,56,94
Sri Lanka,Asia,2017,PF,3,4,8,10,7,24,9,8,7,8,32,56
St. Kitts and Nevis,Americas,2017,F,1,1,10,16,10,36,15,12,13,13,53,89
St. Lucia,Americas,2017,F,1,1,12,16,11,39,15,12,12,14,53,92
St. Vincent and the Grenadines,Americas,2017,F,1,1,11,16,10,37,15,12,13,14,54,91
Sudan,SSA,2017,NF,7,7,2,3,1,2,2,1,0,1,4,6
Suriname,Americas,2017,F,2,3,12,14,8,34,15,11,7,10,43,77
Swaziland,SSA,2017,NF,7,5,0,1,0,1,7,2,4,4,17,18
Sweden,Europe,2017,F,1,1,12,16,12,40,16,12,16,16,60,100
Switzerland,Europe,2017,F,1,1,12,15,12,39,15,12,15,15,57,96
Syria,MENA,2017,NF,7,7,0,0,0,-3,2,0,0,0,2,-1
Taiwan,Asia,2017,F,1,1,12,15,10,37,16,11,14,13,54,91
Tajikistan,Eurasia,2017,NF,7,6,0,0,1,1,2,2,2,4,10,11
Tanzania,SSA,2017,PF,3,4,7,11,7,25,9,6,9,9,33,58
Thailand,Asia,2017,NF,6,5,1,3,3,7,6,4,5,10,25,32
The Gambia,SSA,2017,NF,6,6,3,5,0,8,3,2,1,6,12,20
Tibet,Asia,2017,NF,7,7,0,0,1,-2,0,0,0,3,3,1
Timor-Leste,Asia,2017,PF,3,3,11,12,6,29,12,8,7,9,36,65
Togo,SSA,2017,PF,4,4,6,7,5,18,9,7,7,7,30,48
Tonga,Asia,2017,F,2,2,9,14,7,30,12,9,11,12,44,74
Transnistria,Eurasia,2017,NF,6,6,3,5,2,10,5,2,2,5,14,24
Trinidad and Tobago,Americas,2017,F,2,2,11,13,9,33,15,11,9,13,48,81
Tunisia,MENA,2017,F,1,3,11,16,9,36,13,9,9,11,42,78
Turkey,Europe,2017,PF,4,5,8,7,3,18,6,3,4,7,20,38
Turkmenistan,Eurasia,2017,NF,7,7,0,0,0,0,1,0,0,3,4,4
Tuvalu,Asia,2017,F,1,1,12,15,10,37,16,12,15,14,57,94
Uganda,SSA,2017,NF,6,5,3,5,3,11,9,4,4,7,24,35
Ukraine,Eurasia,2017,PF,3,3,9,10,6,25,11,9,6,10,36,61
United Arab Emirates,MENA,2017,NF,6,6,1,2,2,7,4,2,3,4,13,20
United Kingdom,Europe,2017,F,1,1,12,16,12,40,14,12,14,15,55,95
United States,Americas,2017,F,1,1,11,14,11,36,16,10,12,15,53,89
Uruguay,Americas,2017,F,1,1,12,16,12,40,16,12,15,15,58,98
Uzbekistan,Eurasia,2017,NF,7,7,0,0,0,0,0,0,0,3,3,3
Vanuatu,Asia,2017,F,2,2,10,15,7,32,15,11,11,11,48,80
Venezuela,Americas,2017,NF,6,5,5,6,0,11,8,3,1,7,19,30
Vietnam,Asia,2017,NF,7,5,0,1,2,3,4,1,4,8,17,20
West Bank,MENA,2017,NF,7,5,2,4,2,5,8,5,5,5,23,28
Western Sahara,MENA,2017,NF,7,7,0,0,0,-3,3,0,0,4,7,4
Yemen,MENA,2017,NF,7,6,0,1,1,2,5,3,2,2,12,14
Zambia,SSA,2017,PF,4,4,6,11,6,23,10,7,8,8,33,56
Zimbabwe,SSA,2017,PF,5,5,3,6,3,12,8,4,3,5,20,32
