country,fiw_region,year,fiw_status,fiw_pr_rating,fiw_cl_rating,fiw_a,fiw_b,fiw_c,fiw_pr,fiw_d,fiw_e,fiw_f,fiw_g,fiw_cl,fiw_total
Dominica,Americas,2010,F,1,1,12,16,10,38,16,12,15,15,58,96
Dominican Republic,Americas,2010,F,2,2,11,13,9,33,15,11,8,11,45,78
Ecuador,Americas,2010,PF,3,3,9,14,6,29,14,9,6,10,39,68
Egypt,MENA,2010,NF,6,5,1,4,2,7,7,2,4,7,20,27
El Salvador,Americas,2010,F,2,3,12,14,8,34,15,8,7,10,40,74
Equatorial Guinea,SSA,2010,NF,7,7,0,1,0,1,4,0,0,3,7,8
Eritrea,SSA,2010,NF,7,7,0,1,2,3,1,0,0,4,5,8
Estonia,Europe,2010,F,1,1,12,15,12,39,16,12,14,14,56,95
Ethiopia,SSA,2010,PF,5,5,5,4,4,13,6,2,4,6,18,31
Fiji,Asia,2010,PF,6,4,0,5,2,7,10,4,7,10,31,38
Finland,Europe,2010,F,1,1,12,16,12,40,16,12,16,16,60,100
France,Europe,2010,F,1,1,12,15,11,38,16,12,15,15,58,96
Gabon,SSA,2010,NF,6,5,2,4,3,9,10,4,6,5,25,34
Georgia,Eurasia,2010,PF,4,4,6,8,6,20,11,7,6,10,34,54
Germany,Europe,2010,F,1,1,12,15,12,39,15,12,15,15,57,96
Ghana,SSA,2010,F,1,2,12,15,10,37,14,11,12,10,47,84
Greece,Europe,2010,F,1,2,12,15,9,36,14,12,11,13,50,86
Grenada,Americas,2010,F,1,2,12,16,10,38,15,10,12,15,52,90
Guatemala,Americas,2010,PF,4,4,9,10,4,23,12,8,5,8,33,56
Guinea,SSA,2010,NF,7,6,0,2,0,2,6,2,0,5,13,15
Guinea-Bissau,SSA,2010,PF,4,4,9,9,3,21,10,8,4,5,27,48
Guyana,Americas,2010,F,2,3,11,13,7,31,15,10,7,9,41,72
Haiti,Americas,2010,PF,4,5,7,10,5,22,10,6,4,5,25,47
Honduras,Americas,2010,PF,4,4,6,8,4,18,11,6,7,9,33,51
Hong Kong,Asia,2010,PF,5,2,3,7,6,16,14,10,15,13,52,68
Hungary,Europe,2010,F,1,1,12,15,10,37,16,12,12,14,54,91
Iceland,Europe,2010,F,1,1,12,16,12,40,16,12,16,15,59,99
India,Asia,2010,F,2,3,11,14,9,34,13,10,9,10,42,76
Indian Kashmir,Asia,2010,PF,4,4,8,8,4,20,8,6,4,8,26,46
Indonesia,Asia,2010,F,2,3,11,13,6,30,11,9,6,9,35,65
Iran,MENA,2010,NF,6,6,2,2,3,7,3,3,3,4,13,20
Iraq,MENA,2010,NF,5,6,7,5,2,12,5,4,1,4,14,26
Ireland,Europe,2010,F,1,1,12,16,11,39,16,12,15,15,58,97
Israel,MENA,2010,F,1,2,12,14,10,36,13,11,11,11,46,82
Israeli Occupied Territories,MENA,2010,NF,6,6,3,2,3,6,6,5,1,3,15,21
Italy,Europe,2010,F,1,2,12,15,10,37,14,12,12,14,52,89
Jamaica,Americas,2010,F,2,3,12,14,8,34,15,9,7,10,41,75
Japan,Asia,2010,F,1,2,12,15,10,37,13,10,15,13,51,88
Jordan,MENA,2010,NF,6,5,2,5,3,10,7,3,6,8,24,34
Kazakhstan,Eurasia,2010,NF,6,5,2,3,2,7,7,3,4,7,21,28
Kenya,SSA,2010,PF,4,4,6,9,4,19,13,8,6,6,33,52
Kiribati,Asia,2010,F,1,1,12,16,8,36,15,12,15,13,55,91
Kosovo,Europe,2010,PF,5,4,6,7,3,14,8,6,5,7,26,40
Kuwait,MENA,2010,PF,4,4,4,9,6,19,8,6,7,6,27,46
Kyrgyzstan,Eurasia,2010,NF,6,5,3,5,3,11,8,5,5,7,25,36
Laos,Asia,2010,NF,7,6,0,1,0,1,4,1,2,5,12,13
Latvia,Europe,2010,F,2,1,12,14,7,33,16,12,12,13,53,86
Lebanon,MENA,2010,PF,5,3,5,9,3,17,12,8,6,9,35,52
Lesotho,SSA,2010,PF,3,3,9,11,9,29,14,7,11,9,41,70
Liberia,SSA,2010,PF,3,4,8,10,6,24,11,8,7,8,34,58
Libya,MENA,2010,NF,7,7,0,1,0,1,1,0,0,6,7,8
Liechtenstein,Europe,2010,F,1,1,12,16,12,40,16,12,16,16,60,100
Lithuania,Europe,2010,F,1,1,12,16,9,37,16,11,13,13,53,90
Luxembourg,Europe,2010,F,1,1,12,16,12,40,16,12,16,16,60,100
Macedonia,Europe,2010,PF,3,3,8,10,7,25,12,7,9,10,38,63
Madagascar,SSA,2010,PF,6,4,2,5,2,9,10,7,6,9,32,41
Malawi,SSA,2010,PF,3,4,8,11,7,26,11,8,8,7,34,60
Malaysia,Asia,2010,PF,4,4,6,8,6,20,9,6,6,8,29,49
Maldives,Asia,2010,PF,3,4,9,9,7,25,8,8,8,8,32,57
Mali,SSA,2010,F,2,3,9,13,9,31,16,10,7,7,40,71
Malta,Europe,2010,F,1,1,12,16,11,39,16,12,15,15,58,97
Marshall Islands,Asia,2010,F,1,1,11,15,10,36,16,11,15,13,55,91
Mauritania,SSA,2010,NF,6,5,3,3,5,11,9,5,4,5,23,34
Mauritius,SSA,2010,F,1,2,12,15,11,38,15,12,13,12,52,90
Mexico,Americas,2010,F,2,3,10,12,8,30,14,8,6,11,39,69
Micronesia,Asia,2010,F,1,1,12,15,10,37,16,11,15,14,56,93
Moldova,Eurasia,2010,PF,3,4,9,11,5,25,10,6,8,9,33,58
Monaco,Europe,2010,F,2,1,10,11,10,31,15,12,15,14,56,87
Mongolia,Asia,2010,F,2,2,10,15,10,35,15,11,12,12,50,85
Montenegro,Europe,2010,F,3,2,9,9,7,25,13,10,9,12,44,69
Morocco,MENA,2010,PF,5,4,4,6,4,14,8,6,6,8,28,42
Mozambique,SSA,2010,PF,4,3,6,10,7,23,12,7,8,9,36,59
Myanmar,Asia,2010,NF,7,7,0,0,0,-3,2,0,0,3,5,2
Nagorno-Karabakh,Eurasia,2010,PF,5,5,6,4,3,13,6,3,5,5,19,32
Namibia,SSA,2010,F,2,2,10,11,9,30,15,12,10,9,46,76
Nauru,Asia,2010,F,1,1,12,16,10,38,15,11,15,14,55,93
Nepal,Asia,2010,PF,4,4,6,11,4,21,10,6,6,7,29,50
Netherlands,Europe,2010,F,1,1,12,16,12,40,16,12,15,16,59,99
New Zealand,Asia,2010,F,1,1,12,15,12,39,16,12,15,15,58,97
Nicaragua,Americas,2010,PF,4,4,9,7,4,20,12,6,7,9,34,54
Niger,SSA,2010,PF,5,4,3,6,4,13,10,8,5,6,29,42
Nigeria,SSA,2010,PF,5,4,3,7,6,16,9,8,5,7,29,45
North Korea,Asia,2010,NF,7,7,0,0,0,0,0,0,0,1,1,1
Northern Cyprus,Europe,2010,F,2,2,11,14,9,34,14,9,12,12,47,81
Norway,Europe,2010,F,1,1,12,16,12,40,16,12,16,16,60,100
Oman,MENA,2010,NF,6,5,2,2,2,9,6,3,4,5,18,27
Pakistan,Asia,2010,PF,4,5,6,9,4,19,7,7,4,6,24,43
Pakistani Kashmir,Asia,2010,NF,6,5,3,4,3,8,6,5,4,6,21,29
Palau,Asia,2010,F,1,1,12,15,10,37,16,11,15,13,55,92
Palestinian Authority Administered Territories,MENA,2010,NF,6,6,4,5,2,11,5,3,1,5,14,25
Panama,Americas,2010,F,1,2,12,15,9,36,15,11,9,12,47,83
Papua New Guinea,Asia,2010,PF,4,3,9,10,4,23,12,9,7,8,36,59
Paraguay,Americas,2010,PF,3,3,11,12,5,28,12,8,6,10,36,64
Peru,Americas,2010,F,2,3,11,13,7,31,15,8,8,10,41,72
Philippines,Asia,2010,PF,4,3,6,9,6,21,13,8,5,10,36,57
Poland,Europe,2010,F,1,1,12,16,10,38,16,12,13,14,55,93
Portugal,Europe,2010,F,1,1,12,16,11,39,16,12,15,15,58,97
Puerto Rico,Americas,2010,F,1,1,12,15,10,37,16,11,14,14,55,92
Qatar,MENA,2010,NF,6,5,2,2,3,10,8,2,4,4,18,28
Romania,Europe,2010,F,2,2,12,14,8,34,14,11,12,12,49,83
Russia,Eurasia,2010,NF,6,5,1,3,3,7,6,4,3,7,20,27
Rwanda,SSA,2010,NF,6,5,3,3,4,10,7,4,6,7,24,34
Samoa,Asia,2010,F,2,2,9,13,10,32,14,10,13,12,49,81
San Marino,Europe,2010,F,1,1,12,16,12,40,16,12,16,16,60,100
Sao Tome and Principe,SSA,2010,F,2,2,11,14,8,33,15,10,12,10,47,80
Saudi Arabia,MENA,2010,NF,7,6,0,0,1,3,4,0,3,2,9,12
Senegal,SSA,2010,PF,3,3,9,12,8,29,14,10,10,9,43,72
Serbia,Europe,2010,F,2,2,9,14,7,30,15,11,9,13,48,78
Seychelles,SSA,2010,PF,3,3,8,10,7,25,11,9,11,11,42,67
Sierra Leone,SSA,2010,PF,3,3,10,11,6,27,12,8,8,9,37,64
Singapore,Asia,2010,PF,5,4,4,6,7,17,9,3,7,12,31,48
Slovenia,Europe,2010,F,1,1,12,15,11,38,14,12,14,13,53,91
Solomon Islands,Asia,2010,PF,4,3,6,10,6,22,13,9,8,12,42,64
Somalia,SSA,2010,NF,7,7,0,0,0,0,1,0,0,0,1,1
Somaliland,SSA,2010,PF,5,5,4,7,5,16,7,5,6,6,24,40
South Africa,SSA,2010,F,2,2,12,14,9,35,15,12,10,12,49,84
South Korea,Asia,2010,F,1,2,11,15,10,36,14,11,13,12,50,86
South Ossetia,Eurasia,2010,NF,7,6,0,0,0,-3,4,0,1,3,8,5
Spain,Europe,2010,F,1,1,12,16,12,40,16,12,14,15,57,97
Sri Lanka,Asia,2010,PF,4,4,8,8,6,22,8,7,6,9,30,52
St. Kitts and Nevis,Americas,2010,F,1,1,12,16,11,39,15,12,12,14,53,92
St. Lucia,Americas,2010,F,1,1,12,16,11,39,15,12,12,14,53,92
St. Vincent and the Grenadines,Americas,2010,F,2,1,11,15,9,35,15,11,13,14,53,88
Sudan,SSA,2010,NF,7,7,0,4,3,3,4,2,0,0,6,9
Suriname,Americas,2010,F,2,2,12,13,8,33,15,11,9,10,45,78
Swaziland,SSA,2010,NF,7,5,0,1,1,3,8,3,5,5,21,24
Sweden,Europe,2010,F,1,1,12,16,12,40,16,12,16,16,60,100
Switzerland,Europe,2010,F,1,1,12,15,12,39,15,12,15,15,57,96
Syria,MENA,2010,NF,7,6,0,0,1,1,2,0,1,5,8,9
Taiwan,Asia,2010,F,1,2,11,15,10,36,15,10,14,13,52,88
Tajikistan,Eurasia,2010,NF,6,5,2,4,2,8,6,4,4,5,19,27
Tanzania,SSA,2010,PF,4,3,6,9,6,21,11,7,10,8,36,57
Thailand,Asia,2010,PF,5,4,3,5,4,12,9,6,6,11,32,44
The Gambia,SSA,2010,PF,5,5,6,7,2,15,8,5,4,7,24,39
Tibet,Asia,2010,NF,7,7,0,0,1,-2,0,0,0,3,3,1
Timor-Leste,Asia,2010,PF,3,4,11,11,6,28,12,7,6,9,34,62
Togo,SSA,2010,PF,5,4,5,8,3,16,8,6,6,7,27,43
Tonga,Asia,2010,PF,5,3,3,9,3,15,12,5,11,12,40,55
Transnistria,Eurasia,2010,NF,6,6,2,4,1,7,6,2,2,5,15,22
Trinidad and Tobago,Americas,2010,F,2,2,11,12,9,32,15,11,10,13,49,81
Tunisia,MENA,2010,NF,7,5,1,3,1,5,4,2,4,8,18,23
Turkey,Europe,2010,PF,3,3,10,10,7,27,11,7,8,10,36,63
Turkmenistan,Eurasia,2010,NF,7,7,0,1,0,1,3,0,1,3,7,8
Tuvalu,Asia,2010,F,1,1,12,15,10,37,16,12,15,14,57,94
Uganda,SSA,2010,PF,5,4,4,7,4,15,11,6,6,7,30,45
Ukraine,Eurasia,2010,F,3,2,10,13,5,28,13,11,10,11,45,73
United Arab Emirates,MENA,2010,NF,6,5,1,2,2,8,8,3,4,4,19,27
United Kingdom,Europe,2010,F,1,1,12,16,12,40,15,12,14,15,56,96
United States,Americas,2010,F,1,1,11,16,11,38,16,11,14,15,56,94
Uruguay,Americas,2010,F,1,1,12,16,11,39,16,12,15,15,58,97
Uzbekistan,Eurasia,2010,NF,7,7,0,0,0,0,1,0,0,3,4,4
Vanuatu,Asia,2010,F,2,2,9,15,8,32,16,11,10,11,48,80
Venezuela,Americas,2010,PF,5,4,6,7,3,16,9,5,5,8,27,43
Vietnam,Asia,2010,NF,7,5,0,1,1,2,6,1,4,8,19,21
Western Sahara,MENA,2010,NF,7,6,0,0,0,-2,3,2,0,5,10,8
Yemen,MENA,2010,NF,6,5,4,4,3,11,7,3,3,5,18,29
Zambia,SSA,2010,PF,3,4,8,12,6,26,11,7,9,7,34,60
Zimbabwe,SSA,2010,NF,6,6,2,4,1,7,4,3,1,2,10,17
