country,fiw_region,year,fiw_status,fiw_pr_rating,fiw_cl_rating,fiw_a,fiw_b,fiw_c,fiw_pr,fiw_d,fiw_e,fiw_f,fiw_g,fiw_cl,fiw_total
Guinea,SSA,2021,PF,5,5,4,7,3,14,10,4,4,6,24,38
Guinea-Bissau,SSA,2021,PF,5,4,7,8,2,17,10,7,5,5,27,44
Guyana,Americas,2021,F,2,3,9,13,8,30,15,11,8,9,43,73
Haiti,Americas,2021,PF,5,5,4,7,4,15,10,3,4,5,22,37
Honduras,Americas,2021,PF,4,5,7,8,4,19,9,4,4,8,25,44
Hong Kong,Asia,2021,PF,5,3,2,7,6,15,9,6,9,13,37,52
Hungary,Europe,2021,PF,3,3,9,11,6,26,10,10,10,13,43,69
Iceland,Europe,2021,F,1,1,12,15,10,37,15,12,15,15,57,94
India,Asia,2021,PF,2,4,12,13,9,34,9,7,8,9,33,67
Indian Kashmir,Asia,2021,NF,6,5,2,3,2,7,6,3,4,7,20,27
Indonesia,Asia,2021,PF,2,4,11,13,6,30,9,6,5,9,29,59
Iran,MENA,2021,NF,6,6,3,2,1,6,2,1,3,4,10,16
Iraq,MENA,2021,NF,5,6,8,7,2,16,4,4,1,4,13,29
Ireland,Europe,2021,F,1,1,12,16,11,39,16,12,14,16,58,97
Israel,MENA,2021,F,2,3,12,13,8,33,12,9,11,11,43,76
Italy,Europe,2021,F,1,1,12,14,10,36,15,12,13,14,54,90
Jamaica,Americas,2021,F,2,2,12,13,9,34,15,11,9,11,46,80
Japan,Asia,2021,F,1,1,12,16,12,40,15,12,15,14,56,96
Jordan,MENA,2021,NF,6,5,2,6,3,11,7,1,7,8,23,34
Kazakhstan,Eurasia,2021,NF,7,5,1,3,1,5,4,2,4,8,18,23
Kenya,SSA,2021,PF,4,4,6,8,5,19,10,7,5,7,29,48
Kiribati,Asia,2021,F,1,1,12,15,10,37,16,12,15,13,56,93
Kosovo,Europe,2021,PF,4,4,8,10,5,23,9,8,6,8,31,54
Kuwait,MENA,2021,PF,5,5,3,7,4,14,6,4,7,6,23,37
Kyrgyzstan,Eurasia,2021,NF,7,5,2,3,0,4,10,5,2,7,24,28
Laos,Asia,2021,NF,7,6,0,0,2,2,3,0,2,6,11,13
Latvia,Europe,2021,F,1,2,12,15,10,37,14,12,12,14,52,89
Lebanon,MENA,2021,PF,5,4,5,7,1,13,11,8,5,6,30,43
Lesotho,SSA,2021,PF,3,3,10,11,6,27,12,7,8,9,36,63
Liberia,SSA,2021,PF,3,4,8,12,7,27,11,7,6,9,33,60
Libya,MENA,2021,NF,7,6,0,1,0,1,4,2,0,2,8,9
Liechtenstein,Europe,2021,F,2,1,10,13,10,33,16,12,14,15,57,90
Lithuania,Europe,2021,F,1,2,12,16,10,38,15,11,12,14,52,90
Luxembourg,Europe,2021,F,1,1,12,16,10,38,16,12,15,16,59,97
Madagascar,SSA,2021,PF,3,4,9,11,7,27,10,8,7,8,33,60
Malawi,SSA,2021,PF,3,3,9,12,8,29,13,8,9,7,37,66
Malaysia,Asia,2021,PF,4,4,6,9,6,21,8,6,7,9,30,51
Maldives,Asia,2021,PF,4,5,7,8,4,19,3,5,6,7,21,40
Mali,SSA,2021,NF,6,5,2,5,2,9,10,6,4,4,24,33
Malta,Europe,2021,F,2,1,12,14,9,35,14,12,15,14,55,90
Marshall Islands,Asia,2021,F,1,1,12,16,10,38,16,11,15,13,55,93
Mauritania,SSA,2021,PF,5,5,6,4,4,14,9,4,4,4,21,35
Mauritius,SSA,2021,F,1,2,12,15,10,37,14,11,13,12,50,87
Mexico,Americas,2021,PF,3,4,9,13,5,27,13,7,5,9,34,61
Micronesia,Asia,2021,F,1,1,12,15,10,37,16,11,15,13,55,92
Moldova,Eurasia,2021,PF,3,3,9,12,5,26,12,8,6,9,35,61
Monaco,Europe,2021,F,3,1,8,10,8,26,16,12,14,15,57,83
Mongolia,Asia,2021,F,1,2,11,16,9,36,14,11,11,12,48,84
Montenegro,Europe,2021,PF,3,3,9,10,5,24,10,9,9,11,39,63
Morocco,MENA,2021,PF,5,5,5,5,3,13,7,5,5,7,24,37
Mozambique,SSA,2021,PF,5,4,3,7,4,14,9,6,6,8,29,43
Myanmar,Asia,2021,NF,5,6,5,8,4,13,5,5,1,4,15,28
Nagorno-Karabakh,Eurasia,2021,PF,5,5,7,7,3,16,7,5,3,4,19,35
Namibia,SSA,2021,F,2,2,11,12,8,31,14,11,11,10,46,77
Nauru,Asia,2021,F,2,3,12,14,8,34,13,9,9,12,43,77
Nepal,Asia,2021,PF,3,4,10,10,5,25,10,7,6,8,31,56
Netherlands,Europe,2021,F,1,1,12,16,12,40,16,12,15,15,58,98
New Zealand,Asia,2021,F,1,1,12,16,12,40,16,12,15,16,59,99
Nicaragua,Americas,2021,NF,6,5,3,4,3,10,7,2,3,8,20,30
Niger,SSA,2021,PF,4,4,6,8,6,20,10,6,6,6,28,48
Nigeria,SSA,2021,PF,4,5,6,10,5,21,9,6,4,5,24,45
North Korea,Asia,2021,NF,7,7,0,0,0,0,0,0,0,3,3,3
North Macedonia,Europe,2021,PF,3,3,9,11,7,27,12,8,9,10,39,66
Northern Cyprus,Europe,2021,F,3,2,9,12,7,28,15,11,13,11,50,78
Norway,Europe,2021,F,1,1,12,16,12,40,16,12,16,16,60,100
Oman,MENA,2021,NF,6,5,2,2,2,6,5,3,4,5,17,23
Pakistan,Asia,2021,PF,5,5,5,6,4,15,6,6,4,6,22,37
Pakistani Kashmir,Asia,2021,NF,6,5,4,4,3,9,6,4,3,6,19,28
Palau,Asia,2021,F,1,1,12,15,10,37,16,11,15,13,55,92
Panama,Americas,2021,F,2,2,12,15,8,35,15,11,10,12,48,83
Papua New Guinea,Asia,2021,PF,4,3,7,13,3,23,14,10,7,8,39,62
Paraguay,Americas,2021,PF,3,3,10,12,6,28,12,8,7,10,37,65
Peru,Americas,2021,PF,3,3,10,13,6,29,15,8,8,11,42,71
Philippines,Asia,2021,PF,3,4,9,10,6,25,12,6,3,10,31,56
Poland,Europe,2021,F,2,2,10,16,8,34,13,10,11,14,48,82
Portugal,Europe,2021,F,1,1,12,16,11,39,16,12,14,15,57,96
Qatar,MENA,2021,NF,6,5,2,2,3,7,7,2,5,4,18,25
Romania,Europe,2021,F,2,2,12,14,9,35,13,11,12,12,48,83
Russia,Eurasia,2021,NF,7,6,0,3,2,5,3,3,2,7,15,20
Rwanda,SSA,2021,NF,6,6,2,2,4,8,3,2,2,6,13,21
Samoa,Asia,2021,F,2,2,9,12,9,30,14,11,14,12,51,81
San Marino,Europe,2021,F,1,1,12,15,11,38,15,12,13,15,55,93
Sao Tome and Principe,SSA,2021,F,2,2,11,15,9,35,15,11,12,11,49,84
Saudi Arabia,MENA,2021,NF,7,7,0,0,1,1,2,0,2,2,6,7
Senegal,SSA,2021,PF,3,3,9,12,8,29,13,9,9,11,42,71
Serbia,Europe,2021,PF,4,3,7,10,5,22,12,9,9,12,42,64
Seychelles,SSA,2021,F,2,3,12,13,9,34,12,9,11,11,43,77
Sierra Leone,SSA,2021,PF,3,3,10,11,7,28,12,6,9,10,37,65
Singapore,Asia,2021,PF,4,4,4,8,7,19,8,3,7,11,29,48
Slovenia,Europe,2021,F,1,1,12,16,11,39,15,12,15,14,56,95
Solomon Islands,Asia,2021,F,2,2,9,14,7,30,16,10,11,12,49,79
Somalia,SSA,2021,NF,7,7,0,1,0,1,3,3,0,0,6,7
Somaliland,SSA,2021,PF,4,5,5,9,4,18,6,5,7,6,24,42
South Africa,SSA,2021,F,2,2,12,13,8,33,15,12,9,10,46,79
South Korea,Asia,2021,F,2,2,11,13,9,33,14,11,12,13,50,83
South Ossetia,Eurasia,2021,NF,7,6,2,2,0,2,3,2,1,2,8,10
South Sudan,SSA,2021,NF,7,7,1,1,0,-2,2,2,0,0,4,2
Spain,Europe,2021,F,1,1,12,16,9,37,14,11,13,15,53,90
Sri Lanka,Asia,2021,PF,4,4,9,10,5,23,8,9,8,8,33,56
St. Kitts and Nevis,Americas,2021,F,2,1,10,15,10,35,16,12,13,13,54,89
St. Lucia,Americas,2021,F,1,1,11,16,10,37,15,12,13,14,54,91
St. Vincent and the Grenadines,Americas,2021,F,1,1,11,15,10,36,15,12,14,14,55,91
Sudan,SSA,2021,NF,7,6,0,4,0,2,7,4,1,3,15,17
Suriname,Americas,2021,F,2,2,11,14,9,34,15,11,9,10,45,79
Sweden,Europe,2021,F,1,1,12,16,12,40,16,12,16,16,60,100
Switzerland,Europe,2021,F,1,1,12,15,12,39,15,12,15,15,57,96
Syria,MENA,2021,NF,7,7,0,0,0,-3,3,0,0,1,4,1
Taiwan,Asia,2021,F,1,1,12,15,11,38,16,11,15,14,56,94
Tajikistan,Eurasia,2021,NF,7,6,0,0,0,0,1,2,1,4,8,8
Tanzania,SSA,2021,PF,5,5,3,5,4,12,7,4,4,7,22,34
Thailand,Asia,2021,NF,7,5,1,2,2,5,6,4,5,10,25,30
The Gambia,SSA,2021,PF,4,4,7,9,4,20,8,6,6,6,26,46
Tibet,Asia,2021,NF,7,7,0,0,1,-2,0,0,0,3,3,1
Timor-Leste,Asia,2021,F,2,3,11,14,8,33,14,8,8,9,39,72
Togo,SSA,2021,PF,5,4,4,6,5,15,9,6,6,7,28,43
Tonga,Asia,2021,F,2,2,9,14,7,30,14,10,12,13,49,79
Transnistria,Eurasia,2021,NF,6,6,2,4,2,8,4,1,2,5,12,20
Trinidad and Tobago,Americas,2021,F,2,2,11,13,9,33,16,11,9,13,49,82
Tunisia,MENA,2021,F,2,3,12,14,6,32,12,8,9,10,39,71
Turkey,Europe,2021,NF,5,6,5,8,3,16,5,3,3,5,16,32
Turkmenistan,Eurasia,2021,NF,7,7,0,0,0,0,0,0,0,2,2,2
Tuvalu,Asia,2021,F,1,1,12,15,10,37,16,12,15,13,56,93
Uganda,SSA,2021,NF,6,5,3,5,3,11,8,4,4,7,23,34
Ukraine,Eurasia,2021,PF,3,4,9,12,5,26,11,7,6,10,34,60
United Arab Emirates,MENA,2021,NF,7,6,1,2,2,5,3,2,3,4,12,17
United Kingdom,Europe,2021,F,1,1,12,16,11,39,14,12,13,15,54,93
United States,Americas,2021,F,2,2,10,14,8,32,15,10,11,15,51,83
Uruguay,Americas,2021,F,1,1,12,16,12,40,16,12,15,15,58,98
Uzbekistan,Eurasia,2021,NF,7,6,1,0,1,2,3,1,1,4,9,11
Vanuatu,Asia,2021,F,2,2,10,15,8,33,14,11,13,11,49,82
Venezuela,Americas,2021,NF,7,6,0,1,0,1,6,2,1,4,13,14
Vietnam,Asia,2021,NF,7,6,0,1,2,3,3,1,4,8,16,19
West Bank,MENA,2021,NF,7,5,1,4,2,4,7,5,4,5,21,25
Western Sahara,MENA,2021,NF,7,7,0,0,0,-3,3,0,0,4,7,4
Yemen,MENA,2021,NF,7,6,0,1,0,1,3,3,2,2,10,11
Zambia,SSA,2021,PF,4,4,6,10,4,20,9,7,8,8,32,52
Zimbabwe,SSA,2021,NF,6,5,3,5,3,11,7,3,2,5,17,28
