country,fiw_region,year,fiw_status,fiw_pr_rating,fiw_cl_rating,fiw_a,fiw_b,fiw_c,fiw_pr,fiw_d,fiw_e,fiw_f,fiw_g,fiw_cl,fiw_total
Malaysia,Asia,2014,PF,4,4,6,7,6,19,8,6,5,9,28,47
Maldives,Asia,2014,PF,4,4,7,7,5,19,7,7,7,8,29,48
Mali,SSA,2014,PF,5,4,6,7,4,17,11,6,6,4,27,44
Malta,Europe,2014,F,1,1,12,16,11,39,16,12,15,15,58,97
Marshall Islands,Asia,2014,F,1,1,11,15,10,36,16,11,15,13,55,91
Mauritania,SSA,2014,NF,6,5,3,3,5,11,10,4,4,5,23,34
Mauritius,SSA,2014,F,1,2,12,15,11,38,15,12,13,12,52,90
Mexico,Americas,2014,PF,3,3,9,12,7,28,13,8,6,10,37,65
Micronesia,Asia,2014,F,1,1,12,15,10,37,16,11,15,14,56,93
Moldova,Eurasia,2014,PF,3,3,11,12,6,29,11,8,7,9,35,64
Monaco,Europe,2014,F,2,1,10,11,10,31,16,12,15,14,57,88
Mongolia,Asia,2014,F,1,2,11,16,9,36,15,11,12,12,50,86
Montenegro,Europe,2014,F,3,2,9,11,7,27,13,10,10,12,45,72
Morocco,MENA,2014,PF,5,4,5,7,3,15,8,6,6,7,27,42
Mozambique,SSA,2014,PF,4,3,6,10,7,23,12,7,7,9,35,58
Myanmar,Asia,2014,NF,6,5,3,6,3,9,7,4,1,5,17,26
Nagorno-Karabakh,Eurasia,2014,PF,5,5,4,5,3,12,6,3,5,5,19,31
Namibia,SSA,2014,F,2,2,10,11,9,30,14,12,11,9,46,76
Nauru,Asia,2014,F,1,1,12,16,10,38,15,11,14,14,54,92
Nepal,Asia,2014,PF,4,4,8,11,4,23,9,6,5,7,27,50
Netherlands,Europe,2014,F,1,1,12,16,12,40,16,12,15,16,59,99
New Zealand,Asia,2014,F,1,1,12,15,12,39,16,12,15,15,58,97
Nicaragua,Americas,2014,PF,4,3,6,7,6,19,12,6,7,10,35,54
Niger,SSA,2014,PF,3,4,9,10,7,26,11,8,5,6,30,56
Nigeria,SSA,2014,PF,4,4,6,9,5,20,9,7,4,6,26,46
North Korea,Asia,2014,NF,7,7,0,0,0,0,0,0,0,3,3,3
Northern Cyprus,Europe,2014,F,2,2,11,12,9,32,14,9,12,12,47,79
Norway,Europe,2014,F,1,1,12,16,12,40,16,12,16,16,60,100
Oman,MENA,2014,NF,6,5,2,2,2,9,5,3,4,5,17,26
Pakistan,Asia,2014,PF,4,5,7,9,5,21,5,6,4,6,21,42
Pakistani Kashmir,Asia,2014,NF,6,5,3,4,3,8,6,5,4,6,21,29
Palau,Asia,2014,F,1,1,12,15,10,37,16,11,15,13,55,92
Panama,Americas,2014,F,2,2,12,15,8,35,15,11,9,12,47,82
Papua New Guinea,Asia,2014,PF,3,3,9,10,5,24,12,9,7,8,36,60
Paraguay,Americas,2014,PF,3,3,10,12,4,26,12,8,5,10,35,61
Peru,Americas,2014,F,2,3,10,13,7,30,15,8,8,10,41,71
Philippines,Asia,2014,PF,3,3,9,10,7,26,14,8,5,10,37,63
Poland,Europe,2014,F,1,1,12,16,10,38,16,12,13,14,55,93
Portugal,Europe,2014,F,1,1,12,16,11,39,16,12,15,15,58,97
Puerto Rico,Americas,2014,F,1,2,12,15,10,37,16,10,12,14,52,89
Qatar,MENA,2014,NF,6,5,2,2,3,10,8,2,4,4,18,28
Romania,Europe,2014,F,2,2,12,14,9,35,14,11,12,12,49,84
Russia,Eurasia,2014,NF,6,5,1,3,3,7,6,4,2,7,19,26
Rwanda,SSA,2014,NF,6,5,2,2,5,9,5,2,3,7,17,26
Samoa,Asia,2014,F,2,2,9,13,10,32,14,10,13,12,49,81
San Marino,Europe,2014,F,1,1,12,16,12,40,16,12,16,16,60,100
Sao Tome and Principe,SSA,2014,F,2,2,11,14,9,34,15,10,12,10,47,81
Saudi Arabia,MENA,2014,NF,7,7,0,0,1,3,3,0,2,2,7,10
Senegal,SSA,2014,F,2,2,11,13,9,33,15,11,10,10,46,79
Serbia,Europe,2014,F,2,2,9,14,7,30,15,10,10,13,48,78
Seychelles,SSA,2014,PF,3,3,8,10,7,25,11,9,11,11,42,67
Sierra Leone,SSA,2014,PF,3,3,10,12,7,29,12,7,9,10,38,67
Singapore,Asia,2014,PF,4,4,4,8,7,19,9,4,7,12,32,51
Slovenia,Europe,2014,F,1,1,12,15,11,38,14,12,14,13,53,91
Solomon Islands,Asia,2014,PF,4,3,6,10,6,22,14,9,8,12,43,65
Somalia,SSA,2014,NF,7,7,0,0,0,0,1,0,0,1,2,2
Somaliland,SSA,2014,PF,4,5,5,10,6,21,7,5,7,6,25,46
South Africa,SSA,2014,F,2,2,12,13,8,33,15,12,10,11,48,81
South Korea,Asia,2014,F,2,2,11,14,10,35,14,11,13,12,50,85
South Ossetia,Eurasia,2014,NF,7,6,0,0,0,-3,4,0,1,3,8,5
South Sudan,SSA,2014,NF,6,6,4,2,2,8,7,3,1,5,16,24
Spain,Europe,2014,F,1,1,12,16,11,39,15,12,15,15,57,96
Sri Lanka,Asia,2014,PF,5,4,6,6,4,16,7,6,5,8,26,42
St. Kitts and Nevis,Americas,2014,F,1,1,12,16,9,37,15,12,13,13,53,90
St. Lucia,Americas,2014,F,1,1,12,16,11,39,15,12,12,14,53,92
St. Vincent and the Grenadines,Americas,2014,F,1,1,11,16,9,36,15,12,12,14,53,89
Sudan,SSA,2014,NF,7,7,2,3,1,2,3,1,0,1,5,7
Suriname,Americas,2014,F,2,2,12,13,8,33,15,11,8,10,44,77
Swaziland,SSA,2014,NF,7,5,0,1,0,1,8,2,5,4,19,20
Sweden,Europe,2014,F,1,1,12,16,12,40,16,12,15,16,59,99
Switzerland,Europe,2014,F,1,1,12,15,12,39,15,12,15,15,57,96
Syria,MENA,2014,NF,7,7,0,0,0,-2,1,0,0,2,3,1
Taiwan,Asia,2014,F,1,2,11,15,10,36,14,11,14,13,52,88
Tajikistan,Eurasia,2014,NF,6,6,2,4,2,8,5,4,3,4,16,24
Tanzania,SSA,2014,PF,3,3,9,12,8,29,10,7,9,9,35,64
Thailand,Asia,2014,PF,4,4,8,9,5,22,10,6,6,10,32,54
The Gambia,SSA,2014,NF,6,6,2,5,0,7,4,3,1,6,14,21
Tibet,Asia,2014,NF,7,7,0,0,1,-2,0,0,0,3,3,1
Timor-Leste,Asia,2014,PF,3,4,11,12,6,29,12,7,6,9,34,63
Togo,SSA,2014,PF,4,4,5,8,5,18,9,6,7,7,29,47
Tonga,Asia,2014,F,2,2,11,14,6,31,13,8,11,12,44,75
Transnistria,Eurasia,2014,NF,6,6,3,5,2,10,5,2,2,5,14,24
Trinidad and Tobago,Americas,2014,F,2,2,11,13,9,33,15,11,9,13,48,81
Tunisia,MENA,2014,PF,3,3,9,12,6,27,11,9,6,10,36,63
Turkey,Europe,2014,PF,3,4,11,10,7,28,9,6,8,9,32,60
Turkmenistan,Eurasia,2014,NF,7,7,0,1,0,1,2,0,1,3,6,7
Tuvalu,Asia,2014,F,1,1,12,15,10,37,16,12,15,14,57,94
Uganda,SSA,2014,PF,6,4,3,5,3,11,10,4,5,7,26,37
Ukraine,Eurasia,2014,PF,4,3,8,8,4,20,9,8,7,11,35,55
United Arab Emirates,MENA,2014,NF,6,6,1,2,2,8,4,2,3,4,13,21
United Kingdom,Europe,2014,F,1,1,12,16,12,40,15,12,15,15,57,97
United States,Americas,2014,F,1,1,11,16,10,37,15,11,14,15,55,92
Uruguay,Americas,2014,F,1,1,12,16,12,40,16,12,15,15,58,98
Uzbekistan,Eurasia,2014,NF,7,7,0,0,0,0,1,0,0,3,4,4
Vanuatu,Asia,2014,F,2,2,9,15,8,32,15,11,10,11,47,79
Venezuela,Americas,2014,PF,5,5,5,7,2,14,8,4,4,8,24,38
Vietnam,Asia,2014,NF,7,5,0,1,2,3,4,1,4,8,17,20
West Bank,MENA,2014,NF,6,5,2,5,2,7,8,6,5,5,24,31
Western Sahara,MENA,2014,NF,7,7,0,0,0,-2,3,0,0,4,7,5
Yemen,MENA,2014,NF,6,6,3,4,3,10,6,3,2,5,16,26
Zambia,SSA,2014,PF,3,4,8,10,7,25,11,7,8,8,34,59
Zimbabwe,SSA,2014,NF,5,6,3,6,3,12,6,3,2,5,16,28
