country,fiw_region,year,fiw_status,fiw_pr_rating,fiw_cl_rating,fiw_a,fiw_b,fiw_c,fiw_pr,fiw_d,fiw_e,fiw_f,fiw_g,fiw_cl,fiw_total
Indian Kashmir,Asia,2008,PF,5,4,6,6,3,15,8,6,4,8,26,41
Indonesia,Asia,2008,F,2,3,11,13,6,30,12,9,7,9,37,67
Iran,MENA,2008,NF,6,6,3,4,3,10,5,2,3,4,14,24
Iraq,MENA,2008,NF,6,6,7,6,1,11,5,3,0,4,12,23
Ireland,Europe,2008,F,1,1,12,16,11,39,16,12,15,15,58,97
Israel,MENA,2008,F,1,2,12,15,10,37,14,12,10,11,47,84
Israeli Occupied Territories,MENA,2008,NF,6,6,3,2,3,7,6,5,1,4,16,23
Italy,Europe,2008,F,1,1,12,15,11,38,15,12,12,15,54,92
Jamaica,Americas,2008,F,2,3,12,14,8,34,15,9,8,11,43,77
Japan,Asia,2008,F,1,2,12,15,10,37,13,10,15,13,51,88
Jordan,MENA,2008,PF,5,4,2,6,5,13,9,5,6,8,28,41
Kazakhstan,Eurasia,2008,NF,6,5,3,3,2,8,7,4,4,7,22,30
Kenya,SSA,2008,PF,4,3,6,9,5,20,14,9,7,8,38,58
Kiribati,Asia,2008,F,1,1,12,16,8,36,15,12,15,13,55,91
Kosovo,Europe,2008,NF,6,5,6,5,3,11,7,6,4,6,23,34
Kuwait,MENA,2008,PF,4,4,4,9,6,19,9,6,7,5,27,46
Kyrgyzstan,Eurasia,2008,PF,5,4,5,7,4,16,10,7,5,7,29,45
Laos,Asia,2008,NF,7,6,0,1,0,1,4,1,2,5,12,13
Latvia,Europe,2008,F,2,1,12,15,8,35,16,12,12,13,53,88
Lebanon,MENA,2008,PF,5,4,4,7,4,15,12,8,5,9,34,49
Lesotho,SSA,2008,F,2,3,9,12,9,30,14,7,11,9,41,71
Liberia,SSA,2008,PF,3,4,9,10,6,25,11,8,7,8,34,59
Libya,MENA,2008,NF,7,7,0,1,0,1,1,0,0,6,7,8
Liechtenstein,Europe,2008,F,1,1,12,16,12,40,16,12,16,16,60,100
Lithuania,Europe,2008,F,1,1,12,15,9,36,16,11,14,13,54,90
Luxembourg,Europe,2008,F,1,1,12,16,12,40,16,12,16,16,60,100
Macedonia,Europe,2008,PF,3,3,7,10,7,24,11,7,8,10,36,60
Madagascar,SSA,2008,PF,4,3,7,8,7,22,10,8,9,9,36,58
Malawi,SSA,2008,PF,4,4,7,10,6,23,11,8,8,7,34,57
Malaysia,Asia,2008,PF,4,4,6,7,6,19,8,5,6,8,27,46
Maldives,Asia,2008,NF,6,5,3,4,4,11,7,4,7,7,25,36
Mali,SSA,2008,F,2,3,9,12,9,30,15,9,9,9,42,72
Malta,Europe,2008,F,1,1,12,16,11,39,16,12,15,15,58,97
Marshall Islands,Asia,2008,F,1,1,12,15,10,37,16,11,15,13,55,92
Mauritania,SSA,2008,PF,4,4,9,7,6,22,10,8,6,6,30,52
Mauritius,SSA,2008,F,1,2,12,15,11,38,15,12,13,12,52,90
Mexico,Americas,2008,F,2,3,10,14,8,32,14,9,7,11,41,73
Micronesia,Asia,2008,F,1,1,12,15,10,37,16,11,15,14,56,93
Moldova,Eurasia,2008,PF,3,4,9,8,7,24,10,6,8,9,33,57
Monaco,Europe,2008,F,2,1,10,11,10,31,15,12,15,14,56,87
Mongolia,Asia,2008,F,2,2,8,15,10,33,15,10,12,12,49,82
Montenegro,Europe,2008,PF,3,3,9,9,6,24,12,10,8,11,41,65
Morocco,MENA,2008,PF,5,4,4,7,5,16,8,6,6,8,28,44
Mozambique,SSA,2008,PF,3,3,7,11,7,25,12,7,7,9,35,60
Myanmar,Asia,2008,NF,7,7,0,1,0,-2,2,0,0,3,5,3
Nagorno-Karabakh,Eurasia,2008,PF,5,5,6,5,3,14,7,3,5,5,20,34
Namibia,SSA,2008,F,2,2,10,12,9,31,15,12,10,9,46,77
Nauru,Asia,2008,F,1,1,12,16,10,38,15,11,15,14,55,93
Nepal,Asia,2008,PF,5,4,4,9,4,17,10,6,6,7,29,46
Netherlands,Europe,2008,F,1,1,12,16,12,40,16,12,15,16,59,99
New Zealand,Asia,2008,F,1,1,12,15,12,39,16,11,15,15,57,96
Nicaragua,Americas,2008,PF,3,3,11,12,4,27,14,7,7,9,37,64
Niger,SSA,2008,PF,3,4,11,9,8,28,10,8,8,6,32,60
Nigeria,SSA,2008,PF,4,4,3,9,6,18,11,8,5,7,31,49
North Korea,Asia,2008,NF,7,7,0,0,0,0,0,0,0,2,2,2
Northern Cyprus,Europe,2008,F,2,2,11,14,9,34,13,9,12,12,46,80
Norway,Europe,2008,F,1,1,12,16,12,40,16,12,16,16,60,100
Oman,MENA,2008,NF,6,5,2,2,2,10,6,3,4,5,18,28
Pakistan,Asia,2008,NF,6,5,2,4,2,8,5,4,3,6,18,26
Pakistani Kashmir,Asia,2008,NF,7,5,1,3,1,3,6,4,4,6,20,23
Palau,Asia,2008,F,1,1,12,15,10,37,16,11,15,13,55,92
Palestinian Authority Administered Territories,MENA,2008,NF,5,6,4,7,2,13,5,4,1,4,14,27
Panama,Americas,2008,F,1,2,12,15,9,36,15,11,9,12,47,83
Papua New Guinea,Asia,2008,PF,3,3,9,11,4,24,12,9,7,8,36,60
Paraguay,Americas,2008,PF,3,3,11,11,4,26,12,8,6,10,36,62
Peru,Americas,2008,F,2,3,11,14,7,32,15,8,8,10,41,73
Philippines,Asia,2008,PF,4,3,6,10,7,23,14,8,6,10,38,61
Poland,Europe,2008,F,1,1,12,16,10,38,16,12,13,14,55,93
Portugal,Europe,2008,F,1,1,12,16,12,40,16,12,15,15,58,98
Puerto Rico,Americas,2008,F,1,1,12,15,10,37,16,11,14,14,55,92
Qatar,MENA,2008,NF,6,5,2,2,3,10,8,2,4,4,18,28
Romania,Europe,2008,F,2,2,11,14,7,32,14,11,12,12,49,81
Russia,Eurasia,2008,NF,6,5,3,3,3,9,8,4,4,7,23,32
Rwanda,SSA,2008,NF,6,5,3,4,4,11,7,3,6,7,23,34
Samoa,Asia,2008,F,2,2,9,13,10,32,14,10,13,12,49,81
San Marino,Europe,2008,F,1,1,12,16,12,40,16,12,16,16,60,100
Sao Tome and Principe,SSA,2008,F,2,2,11,14,8,33,15,10,12,10,47,80
Saudi Arabia,MENA,2008,NF,7,6,0,0,1,4,4,0,3,2,9,13
Senegal,SSA,2008,F,2,3,9,12,9,30,14,10,10,9,43,73
Serbia,Europe,2008,F,3,2,9,13,7,29,14,11,9,13,47,76
Seychelles,SSA,2008,PF,3,3,8,10,7,25,9,9,11,11,40,65
Sierra Leone,SSA,2008,PF,3,3,10,12,4,26,12,8,8,9,37,63
Singapore,Asia,2008,PF,5,4,4,6,7,17,9,3,8,12,32,49
Slovenia,Europe,2008,F,1,1,12,15,11,38,15,12,14,12,53,91
Solomon Islands,Asia,2008,PF,4,3,6,10,5,21,13,9,8,12,42,63
Somalia,SSA,2008,NF,7,7,0,0,0,0,3,0,0,0,3,3
South Africa,SSA,2008,F,2,2,12,14,9,35,15,12,12,12,51,86
South Korea,Asia,2008,F,1,2,11,15,10,36,14,11,13,12,50,86
Spain,Europe,2008,F,1,1,12,15,12,39,16,12,14,15,57,96
Sri Lanka,Asia,2008,PF,4,4,8,7,6,21,8,8,6,9,31,52
St. Kitts and Nevis,Americas,2008,F,1,1,12,16,11,39,15,12,12,14,53,92
St. Lucia,Americas,2008,F,1,1,12,16,11,39,15,12,12,14,53,92
St. Vincent and the Grenadines,Americas,2008,F,2,1,11,15,9,35,15,11,13,14,53,88
Sudan,SSA,2008,NF,7,7,0,4,3,3,4,3,0,0,7,10
Suriname,Americas,2008,F,2,2,12,13,8,33,15,11,9,10,45,78
Swaziland,SSA,2008,NF,7,5,0,1,1,3,8,3,4,5,20,23
Sweden,Europe,2008,F,1,1,12,16,12,40,16,12,16,16,60,100
Switzerland,Europe,2008,F,1,1,12,15,12,39,16,12,15,15,58,97
Syria,MENA,2008,NF,7,6,0,0,1,1,2,0,1,5,8,9
Taiwan,Asia,2008,F,2,1,10,15,9,34,16,11,15,13,55,89
Tajikistan,Eurasia,2008,NF,6,5,2,4,3,9,6,4,4,5,19,28
Tanzania,SSA,2008,PF,4,3,6,10,6,22,11,7,10,8,36,58
Thailand,Asia,2008,PF,6,4,1,4,3,8,9,5,6,11,31,39
The Gambia,SSA,2008,PF,5,4,6,7,4,17,10,6,7,8,31,48
Tibet,Asia,2008,NF,7,7,0,0,1,-2,0,0,0,4,4,2
Timor-Leste,Asia,2008,PF,3,4,11,11,6,28,12,7,6,9,34,62
Togo,SSA,2008,PF,5,5,4,7,3,14,8,6,4,6,24,38
Tonga,Asia,2008,PF,5,3,3,9,3,15,12,5,11,12,40,55
Transnistria,Eurasia,2008,NF,6,6,2,4,1,7,6,2,2,5,15,22
Trinidad and Tobago,Americas,2008,F,2,2,11,12,9,32,15,11,10,13,49,81
Tunisia,MENA,2008,NF,7,5,1,3,1,5,4,2,4,8,18,23
Turkey,Europe,2008,PF,3,3,10,12,7,29,12,7,8,10,37,66
Turkmenistan,Eurasia,2008,NF,7,7,0,0,0,0,2,0,1,2,5,5
Tuvalu,Asia,2008,F,1,1,12,15,10,37,16,12,15,14,57,94
Uganda,SSA,2008,PF,5,4,4,7,4,15,11,6,6,7,30,45
Ukraine,Eurasia,2008,F,3,2,10,13,6,29,13,10,10,11,44,73
United Arab Emirates,MENA,2008,NF,6,5,1,2,2,9,7,3,3,4,17,26
United Kingdom,Europe,2008,F,1,1,12,16,12,40,16,12,14,15,57,97
United States,Americas,2008,F,1,1,11,16,11,38,16,11,14,15,56,94
Uruguay,Americas,2008,F,1,1,12,16,11,39,16,12,15,15,58,97
Uzbekistan,Eurasia,2008,NF,7,7,0,0,0,0,1,0,0,2,3,3
Vanuatu,Asia,2008,F,2,2,9,15,8,32,16,11,10,11,48,80
Venezuela,Americas,2008,PF,4,4,8,8,3,19,9,6,5,8,28,47
Vietnam,Asia,2008,NF,7,5,0,1,1,2,5,2,4,8,19,21
Western Sahara,MENA,2008,NF,7,6,0,0,0,-2,3,3,0,5,11,9
Yemen,MENA,2008,PF,5,5,4,7,3,14,7,4,4,5,20,34
Zambia,SSA,2008,PF,3,4,8,12,6,26,11,8,8,7,34,60
Zimbabwe,SSA,2008,NF,7,6,1,4,0,5,5,2,1,1,9,14
