country,fiw_region,year,fiw_status,fiw_pr_rating,fiw_cl_rating,fiw_a,fiw_b,fiw_c,fiw_pr,fiw_d,fiw_e,fiw_f,fiw_g,fiw_cl,fiw_total
Guyana,Americas,2011,F,2,3,11,13,7,31,15,10,7,9,41,72
Haiti,Americas,2011,PF,4,5,5,10,5,20,10,6,4,5,25,45
Honduras,Americas,2011,PF,4,4,6,8,5,19,11,6,7,9,33,52
Hong Kong,Asia,2011,PF,5,2,3,7,6,16,14,9,15,13,51,67
Hungary,Europe,2011,F,1,1,12,15,10,37,15,12,12,14,53,90
Iceland,Europe,2011,F,1,1,12,16,12,40,16,12,16,15,59,99
India,Asia,2011,F,2,3,11,14,9,34,13,10,9,10,42,76
Indian Kashmir,Asia,2011,PF,4,5,8,8,4,20,8,5,4,8,25,45
Indonesia,Asia,2011,F,2,3,11,13,6,30,11,10,5,9,35,65
Iran,MENA,2011,NF,6,6,2,2,2,6,2,2,3,4,11,17
Iraq,MENA,2011,NF,5,6,7,5,1,12,5,4,0,4,13,25
Ireland,Europe,2011,F,1,1,12,16,11,39,16,12,15,15,58,97
Israel,MENA,2011,F,1,2,12,14,10,36,13,12,11,11,47,83
Italy,Europe,2011,F,1,2,12,15,10,37,14,12,12,14,52,89
Jamaica,Americas,2011,F,2,3,12,13,8,33,15,9,6,10,40,73
Japan,Asia,2011,F,1,2,12,15,10,37,13,10,15,13,51,88
Jordan,MENA,2011,NF,6,5,2,5,3,10,7,3,6,8,24,34
Kazakhstan,Eurasia,2011,NF,6,5,2,3,1,6,7,3,4,8,22,28
Kenya,SSA,2011,PF,4,3,6,10,5,21,14,8,7,6,35,56
Kiribati,Asia,2011,F,1,1,12,16,8,36,15,12,15,13,55,91
Kosovo,Europe,2011,PF,5,4,6,7,3,15,8,6,5,7,26,41
Kuwait,MENA,2011,PF,4,5,4,9,6,19,7,5,7,6,25,44
Kyrgyzstan,Eurasia,2011,PF,5,5,6,6,3,13,8,5,4,7,24,37
Laos,Asia,2011,NF,7,6,0,0,0,0,4,1,2,5,12,12
Latvia,Europe,2011,F,2,2,12,14,7,33,15,12,12,13,52,85
Lebanon,MENA,2011,PF,5,3,5,9,3,17,12,8,6,9,35,52
Lesotho,SSA,2011,PF,3,3,9,11,9,29,14,7,11,9,41,70
Liberia,SSA,2011,PF,3,4,8,10,6,24,11,8,7,8,34,58
Libya,MENA,2011,NF,7,7,0,1,0,1,1,0,0,6,7,8
Liechtenstein,Europe,2011,F,1,1,12,16,12,40,16,12,16,16,60,100
Lithuania,Europe,2011,F,1,1,12,16,9,37,16,11,13,13,53,90
Luxembourg,Europe,2011,F,1,1,12,16,12,40,16,12,16,16,60,100
Macedonia,Europe,2011,PF,3,3,8,11,7,26,12,8,9,11,40,66
Madagascar,SSA,2011,PF,6,4,1,5,1,7,10,7,6,9,32,39
Malawi,SSA,2011,PF,3,4,8,11,7,26,11,7,9,7,34,60
Malaysia,Asia,2011,PF,4,4,6,8,6,20,9,6,6,8,29,49
Maldives,Asia,2011,PF,3,4,9,9,6,24,8,8,8,8,32,56
Mali,SSA,2011,F,2,3,9,13,9,31,16,10,8,7,41,72
Malta,Europe,2011,F,1,1,12,16,11,39,16,12,15,15,58,97
Marshall Islands,Asia,2011,F,1,1,11,15,10,36,16,11,15,13,55,91
Mauritania,SSA,2011,NF,6,5,3,3,5,11,9,5,4,5,23,34
Mauritius,SSA,2011,F,1,2,12,15,11,38,15,12,13,12,52,90
Mexico,Americas,2011,PF,3,3,10,12,7,29,13,8,6,10,37,66
Micronesia,Asia,2011,F,1,1,12,15,10,37,16,11,15,14,56,93
Moldova,Eurasia,2011,PF,3,3,10,12,5,27,11,8,8,9,36,63
Monaco,Europe,2011,F,2,1,10,11,10,31,15,12,15,14,56,87
Mongolia,Asia,2011,F,2,2,10,15,10,35,15,11,12,12,50,85
Montenegro,Europe,2011,F,3,2,9,11,7,27,13,10,10,12,45,72
Morocco,MENA,2011,PF,5,4,4,6,4,14,8,6,6,8,28,42
Mozambique,SSA,2011,PF,4,3,6,10,7,23,12,7,8,9,36,59
Myanmar,Asia,2011,NF,7,7,0,3,0,0,2,0,0,3,5,5
Nagorno-Karabakh,Eurasia,2011,NF,6,5,4,3,3,10,6,3,5,5,19,29
Namibia,SSA,2011,F,2,2,10,11,9,30,14,12,10,9,45,75
Nauru,Asia,2011,F,1,1,12,16,10,38,15,11,15,14,55,93
Nepal,Asia,2011,PF,4,4,6,11,3,20,9,6,6,7,28,48
Netherlands,Europe,2011,F,1,1,12,16,12,40,16,12,14,16,58,98
New Zealand,Asia,2011,F,1,1,12,15,12,39,16,12,15,15,58,97
Nicaragua,Americas,2011,PF,4,4,9,7,4,20,12,6,7,9,34,54
Niger,SSA,2011,PF,5,4,2,6,4,12,11,8,5,6,30,42
Nigeria,SSA,2011,PF,4,4,4,9,6,19,9,8,5,7,29,48
North Korea,Asia,2011,NF,7,7,0,0,0,0,0,0,0,1,1,1
Northern Cyprus,Europe,2011,F,2,2,11,14,9,34,14,9,12,12,47,81
Norway,Europe,2011,F,1,1,12,16,12,40,16,12,16,16,60,100
Oman,MENA,2011,NF,6,5,2,2,2,9,6,3,4,5,18,27
Pakistan,Asia,2011,PF,4,5,6,9,5,20,7,7,4,6,24,44
Pakistani Kashmir,Asia,2011,NF,6,5,3,4,3,8,6,5,4,6,21,29
Palau,Asia,2011,F,1,1,12,15,10,37,16,11,15,13,55,92
Panama,Americas,2011,F,1,2,12,15,9,36,15,11,9,12,47,83
Papua New Guinea,Asia,2011,PF,4,3,9,10,4,23,12,9,7,8,36,59
Paraguay,Americas,2011,PF,3,3,11,12,5,28,12,8,6,10,36,64
Peru,Americas,2011,F,2,3,11,13,7,31,15,8,8,10,41,72
Philippines,Asia,2011,PF,3,3,9,10,6,25,14,8,4,10,36,61
Poland,Europe,2011,F,1,1,12,16,10,38,16,12,13,14,55,93
Portugal,Europe,2011,F,1,1,12,16,11,39,16,12,15,15,58,97
Puerto Rico,Americas,2011,F,1,1,12,15,10,37,16,10,13,14,53,90
Qatar,MENA,2011,NF,6,5,2,2,3,10,8,2,4,4,18,28
Romania,Europe,2011,F,2,2,12,14,8,34,14,11,12,12,49,83
Russia,Eurasia,2011,NF,6,5,1,3,3,7,6,4,3,7,20,27
Rwanda,SSA,2011,NF,6,5,2,2,4,8,4,3,5,7,19,27
Samoa,Asia,2011,F,2,2,9,13,10,32,14,10,13,12,49,81
San Marino,Europe,2011,F,1,1,12,16,12,40,16,12,16,16,60,100
Sao Tome and Principe,SSA,2011,F,2,2,11,14,8,33,15,10,12,10,47,80
Saudi Arabia,MENA,2011,NF,7,6,0,0,1,3,4,0,3,2,9,12
Senegal,SSA,2011,PF,3,3,9,12,7,28,14,10,10,9,43,71
Serbia,Europe,2011,F,2,2,9,14,7,30,15,11,9,13,48,78
Seychelles,SSA,2011,PF,3,3,8,10,7,25,11,9,11,11,42,67
Sierra Leone,SSA,2011,PF,3,3,10,11,6,27,12,8,8,9,37,64
Singapore,Asia,2011,PF,5,4,4,6,7,17,9,3,7,12,31,48
Slovenia,Europe,2011,F,1,1,12,15,11,38,14,12,14,13,53,91
Solomon Islands,Asia,2011,PF,4,3,6,10,6,22,13,9,8,12,42,64
Somalia,SSA,2011,NF,7,7,0,0,0,0,1,0,0,0,1,1
Somaliland,SSA,2011,PF,4,5,5,10,5,20,7,5,7,6,25,45
South Africa,SSA,2011,F,2,2,12,14,9,35,15,12,10,11,48,83
South Korea,Asia,2011,F,1,2,11,15,10,36,14,11,13,12,50,86
South Ossetia,Eurasia,2011,NF,7,6,0,0,0,-3,5,1,1,3,10,7
Spain,Europe,2011,F,1,1,12,16,12,40,16,12,14,15,57,97
Sri Lanka,Asia,2011,PF,5,4,6,6,5,17,8,6,6,8,28,45
St. Kitts and Nevis,Americas,2011,F,1,1,12,16,11,39,15,12,12,14,53,92
St. Lucia,Americas,2011,F,1,1,12,16,11,39,15,12,12,14,53,92
St. Vincent and the Grenadines,Americas,2011,F,1,1,11,16,9,36,15,11,13,14,53,89
Sudan,SSA,2011,NF,7,7,2,4,3,5,4,2,0,0,6,11
Suriname,Americas,2011,F,2,2,12,13,8,33,15,11,9,10,45,78
Swaziland,SSA,2011,NF,7,5,0,1,1,3,8,3,5,4,20,23
Sweden,Europe,2011,F,1,1,12,16,12,40,16,12,16,16,60,100
Switzerland,Europe,2011,F,1,1,12,15,12,39,15,12,15,15,57,96
Syria,MENA,2011,NF,7,6,0,0,1,1,2,0,1,5,8,9
Taiwan,Asia,2011,F,1,2,11,15,10,36,14,10,14,13,51,87
Tajikistan,Eurasia,2011,NF,6,5,2,4,2,8,6,4,4,4,18,26
Tanzania,SSA,2011,PF,3,3,9,12,7,28,11,7,10,8,36,64
Thailand,Asia,2011,PF,5,4,3,5,4,12,9,5,6,10,30,42
The Gambia,SSA,2011,PF,5,5,6,7,2,15,8,4,4,7,23,38
Tibet,Asia,2011,NF,7,7,0,0,1,-2,0,0,0,3,3,1
Timor-Leste,Asia,2011,PF,3,4,11,11,6,28,12,7,6,9,34,62
Togo,SSA,2011,PF,5,4,5,8,3,16,8,5,6,7,26,42
Tonga,Asia,2011,PF,3,3,11,14,4,29,12,7,11,12,42,71
Transnistria,Eurasia,2011,NF,6,6,2,4,1,7,6,2,2,5,15,22
Trinidad and Tobago,Americas,2011,F,2,2,11,13,9,33,15,11,10,13,49,82
Tunisia,MENA,2011,NF,7,5,1,3,1,5,4,2,4,8,18,23
Turkey,Europe,2011,PF,3,3,10,10,7,27,11,7,8,10,36,63
Turkmenistan,Eurasia,2011,NF,7,7,0,1,0,1,3,0,1,3,7,8
Tuvalu,Asia,2011,F,1,1,12,15,10,37,16,12,15,14,57,94
Uganda,SSA,2011,PF,5,4,4,7,4,15,11,6,6,7,30,45
Ukraine,Eurasia,2011,PF,3,3,9,13,5,27,11,9,9,11,40,67
United Arab Emirates,MENA,2011,NF,6,5,1,2,2,8,8,3,4,4,19,27
United Kingdom,Europe,2011,F,1,1,12,16,12,40,15,12,15,15,57,97
United States,Americas,2011,F,1,1,11,16,11,38,16,11,14,15,56,94
Uruguay,Americas,2011,F,1,1,12,16,11,39,16,12,15,15,58,97
Uzbekistan,Eurasia,2011,NF,7,7,0,0,0,0,1,0,0,3,4,4
Vanuatu,Asia,2011,F,2,2,9,15,8,32,16,11,10,11,48,80
Venezuela,Americas,2011,PF,5,5,6,8,3,17,9,4,5,7,25,42
Vietnam,Asia,2011,NF,7,5,0,1,1,2,5,1,4,8,18,20
West Bank,MENA,2011,NF,6,5,2,5,2,7,9,6,5,5,25,32
Western Sahara,MENA,2011,NF,7,6,0,0,0,-2,3,2,0,5,10,8
Yemen,MENA,2011,NF,6,5,4,4,3,11,7,3,3,5,18,29
Zambia,SSA,2011,PF,3,4,8,11,6,25,11,7,8,7,33,58
Zimbabwe,SSA,2011,NF,6,6,2,4,2,8,5,3,1,4,13,21
