country,fiw_region,year,fiw_status,fiw_pr_rating,fiw_cl_rating,fiw_a,fiw_b,fiw_c,fiw_pr,fiw_d,fiw_e,fiw_f,fiw_g,fiw_cl,fiw_total
Czech Republic,Europe,2007,F,1,1,12,15,11,38,16,12,14,15,57,95
Denmark,Europe,2007,F,1,1,12,16,12,40,16,12,15,15,58,98
Djibouti,SSA,2007,PF,5,5,4,5,3,12,7,5,5,6,23,35
Dominica,Americas,2007,F,1,1,12,16,10,38,16,12,13,13,54,92
Dominican Republic,Americas,2007,F,2,2,11,13,9,33,15,11,10,11,47,80
Ecuador,Americas,2007,PF,3,3,9,15,4,28,15,11,5,10,41,69
Egypt,MENA,2007,NF,6,5,1,4,2,7,6,2,5,7,20,27
El Salvador,Americas,2007,F,2,3,12,13,8,33,15,9,7,10,41,74
Equatorial Guinea,SSA,2007,NF,7,6,0,1,0,1,5,0,1,3,9,10
Eritrea,SSA,2007,NF,7,6,0,1,2,3,2,0,2,6,10,13
Estonia,Europe,2007,F,1,1,12,15,12,39,16,12,14,14,56,95
Ethiopia,SSA,2007,PF,5,5,5,5,4,14,7,3,4,6,20,34
Fiji,Asia,2007,PF,6,4,0,5,2,7,10,4,7,10,31,38
Finland,Europe,2007,F,1,1,12,16,12,40,16,12,16,16,60,100
France,Europe,2007,F,1,1,12,15,11,38,15,12,14,15,56,94
Gabon,SSA,2007,PF,6,4,2,5,3,10,10,6,6,5,27,37
Georgia,Eurasia,2007,PF,3,3,9,9,7,25,12,8,7,10,37,62
Germany,Europe,2007,F,1,1,12,15,12,39,15,12,15,15,57,96
Ghana,SSA,2007,F,1,2,12,15,10,37,14,11,12,10,47,84
Greece,Europe,2007,F,1,2,12,15,10,37,15,10,14,13,52,89
Grenada,Americas,2007,F,1,2,12,16,9,37,15,9,11,14,49,86
Guatemala,Americas,2007,PF,3,4,9,10,5,24,12,8,5,8,33,57
Guinea,SSA,2007,NF,6,5,2,5,2,9,8,5,4,6,23,32
Guinea-Bissau,SSA,2007,PF,4,4,9,9,4,22,11,8,8,6,33,55
Guyana,Americas,2007,F,2,3,11,13,7,31,15,10,8,9,42,73
Haiti,Americas,2007,PF,4,5,7,10,3,20,10,5,2,5,22,42
Honduras,Americas,2007,PF,3,3,9,10,6,25,13,8,7,9,37,62
Hong Kong,Asia,2007,PF,5,2,3,7,6,16,14,10,14,13,51,67
Hungary,Europe,2007,F,1,1,12,15,10,37,16,12,13,14,55,92
Iceland,Europe,2007,F,1,1,12,16,12,40,16,12,16,16,60,100
India,Asia,2007,F,2,3,11,14,9,34,13,10,9,10,42,76
Indian Kashmir,Asia,2007,PF,5,5,6,6,3,15,8,6,3,8,25,40
Indonesia,Asia,2007,F,2,3,11,13,6,30,10,9,7,9,35,65
Iran,MENA,2007,NF,6,6,3,4,3,10,4,2,3,4,13,23
Iraq,MENA,2007,NF,6,6,7,6,1,11,4,3,0,4,11,22
Ireland,Europe,2007,F,1,1,12,16,11,39,16,12,15,15,58,97
Israel,MENA,2007,F,1,2,12,15,10,37,14,12,10,11,47,84
Israeli Occupied Territories,MENA,2007,NF,6,5,3,3,3,8,6,5,1,5,17,25
Italy,Europe,2007,F,1,1,12,15,11,38,15,12,12,15,54,92
Jamaica,Americas,2007,F,2,3,10,13,8,31,15,9,8,11,43,74
Japan,Asia,2007,F,1,2,12,15,10,37,13,10,15,13,51,88
Jordan,MENA,2007,PF,5,4,3,6,5,14,9,5,6,8,28,42
Kazakhstan,Eurasia,2007,NF,6,5,3,4,3,10,7,4,4,7,22,32
Kenya,SSA,2007,PF,3,3,9,11,5,25,14,9,8,8,39,64
Kiribati,Asia,2007,F,1,1,12,16,8,36,15,12,15,13,55,91
Kosovo,Eurasia,2007,PF,6,5,6,5,3,11,7,6,4,7,18,29
Kuwait,MENA,2007,PF,4,4,4,9,6,19,9,6,7,5,27,46
Kyrgyzstan,Eurasia,2007,PF,5,4,5,7,4,16,10,8,5,7,30,46
Laos,Asia,2007,NF,7,6,0,1,0,1,4,1,2,5,12,13
Latvia,Europe,2007,F,1,1,12,15,9,36,16,12,12,13,53,89
Lebanon,MENA,2007,PF,5,4,4,8,5,17,12,8,5,9,34,51
Lesotho,SSA,2007,F,2,3,9,12,9,30,15,8,11,9,43,73
Liberia,SSA,2007,PF,3,4,9,10,5,24,11,7,7,8,33,57
Libya,MENA,2007,NF,7,7,0,1,0,1,1,0,0,6,7,8
Liechtenstein,Europe,2007,F,1,1,12,16,12,40,16,12,16,16,60,100
Lithuania,Europe,2007,F,1,1,12,15,9,36,16,11,14,13,54,90
Luxembourg,Europe,2007,F,1,1,12,16,12,40,16,12,16,16,60,100
Macedonia,Europe,2007,PF,3,3,7,10,7,24,11,7,8,10,36,60
Madagascar,SSA,2007,PF,4,3,7,9,7,23,10,8,9,9,36,59
Malawi,SSA,2007,PF,4,3,7,10,6,23,11,8,9,7,35,58
Malaysia,Asia,2007,PF,4,4,6,7,6,19,8,6,6,9,29,48
Maldives,Asia,2007,NF,6,5,3,4,4,11,6,3,7,7,23,34
Mali,SSA,2007,F,2,2,9,12,9,30,16,9,10,9,44,74
Malta,Europe,2007,F,1,1,12,16,11,39,16,12,16,15,59,98
Marshall Islands,Asia,2007,F,1,1,12,15,10,37,16,11,15,13,55,92
Mauritania,SSA,2007,PF,5,4,6,7,4,17,10,8,6,5,29,46
Mauritius,SSA,2007,F,1,2,11,15,11,37,15,12,13,12,52,89
Mexico,Americas,2007,F,2,3,10,14,9,33,14,10,8,11,43,76
Micronesia,Asia,2007,F,1,1,12,15,10,37,16,11,15,14,56,93
Moldova,Eurasia,2007,PF,3,4,9,8,7,24,10,6,8,9,33,57
Monaco,Europe,2007,F,2,1,10,11,10,31,15,12,15,14,56,87
Mongolia,Asia,2007,F,2,2,8,15,10,33,15,10,12,12,49,82
Montenegro,Europe,2007,PF,3,3,9,9,6,24,12,10,8,11,41,65
Morocco,MENA,2007,PF,5,4,4,7,6,17,8,6,6,8,28,45
Mozambique,SSA,2007,PF,3,4,7,11,7,25,11,7,7,8,33,58
Myanmar,Asia,2007,NF,7,7,0,1,0,-2,2,0,0,4,6,4
Nagorno-Karabakh,Eurasia,2007,PF,5,5,6,5,3,14,8,4,4,5,21,35
Namibia,SSA,2007,F,2,2,10,12,9,31,15,12,10,9,46,77
Nauru,Asia,2007,F,1,1,12,16,10,38,15,11,15,14,55,93
Nepal,Asia,2007,PF,5,4,4,9,4,17,9,6,6,7,28,45
Netherlands,Europe,2007,F,1,1,12,16,12,40,16,12,15,16,59,99
New Zealand,Asia,2007,F,1,1,12,15,12,39,16,11,15,15,57,96
Nicaragua,Americas,2007,PF,3,3,11,12,5,28,14,8,7,10,39,67
Niger,SSA,2007,PF,3,3,11,10,8,29,11,9,9,6,35,64
Nigeria,SSA,2007,PF,4,4,6,9,6,21,11,7,5,7,30,51
North Korea,Asia,2007,NF,7,7,0,0,0,0,0,0,0,1,1,1
Northern Cyprus,Europe,2007,F,2,2,11,14,9,34,13,9,12,12,46,80
Norway,Europe,2007,F,1,1,12,16,12,40,16,12,16,16,60,100
Oman,MENA,2007,NF,6,5,2,2,2,10,6,3,4,5,18,28
Pakistan,Asia,2007,NF,6,5,2,6,3,11,8,6,4,6,24,35
Pakistani Kashmir,Asia,2007,NF,7,5,2,3,2,5,6,4,4,6,20,25
Palau,Asia,2007,F,1,1,12,15,10,37,16,11,15,13,55,92
Palestinian Authority Administered Territories,MENA,2007,PF,4,6,6,9,3,18,5,5,1,5,16,34
Panama,Americas,2007,F,1,2,12,15,9,36,15,11,9,12,47,83
Papua New Guinea,Asia,2007,PF,3,3,9,11,6,26,12,9,7,8,36,62
Paraguay,Americas,2007,PF,3,3,11,11,4,26,12,8,7,10,37,63
Peru,Americas,2007,F,2,3,11,14,7,32,15,9,8,9,41,73
Philippines,Asia,2007,PF,3,3,7,13,8,28,14,9,8,10,41,69
Poland,Europe,2007,F,1,1,12,16,10,38,15,11,13,14,53,91
Portugal,Europe,2007,F,1,1,12,16,12,40,16,12,15,14,57,97
Puerto Rico,Americas,2007,F,1,1,12,15,10,37,16,11,14,14,55,92
Qatar,MENA,2007,NF,6,5,2,1,3,9,8,2,4,4,18,27
Romania,Europe,2007,F,2,2,11,14,7,32,14,11,12,12,49,81
Russia,Eurasia,2007,NF,6,5,3,5,3,11,8,4,4,7,23,34
Rwanda,SSA,2007,NF,6,5,3,3,4,10,7,3,6,7,23,33
Samoa,Asia,2007,F,2,2,9,13,10,32,14,10,13,12,49,81
San Marino,Europe,2007,F,1,1,12,16,12,40,16,12,16,16,60,100
Sao Tome and Principe,SSA,2007,F,2,2,11,14,8,33,15,10,12,10,47,80
Saudi Arabia,MENA,2007,NF,7,6,0,0,1,4,4,0,3,2,9,13
Senegal,SSA,2007,F,2,3,11,13,9,33,15,10,9,9,43,76
Serbia,Europe,2007,F,3,2,9,13,7,29,14,11,9,13,47,76
Seychelles,SSA,2007,PF,3,3,8,10,7,25,10,9,11,11,41,66
Sierra Leone,SSA,2007,PF,4,3,9,10,4,23,12,8,8,9,37,60
Singapore,Asia,2007,PF,5,4,4,6,7,17,9,3,8,12,32,49
Slovenia,Europe,2007,F,1,1,12,15,11,38,15,12,14,12,53,91
Solomon Islands,Asia,2007,PF,4,3,6,10,7,23,13,9,8,12,42,65
Somalia,SSA,2007,NF,7,7,0,0,1,1,3,0,0,0,3,4
South Africa,SSA,2007,F,2,2,12,14,9,35,15,12,12,12,51,86
South Korea,Asia,2007,F,1,2,11,15,10,36,14,12,13,12,51,87
Spain,Europe,2007,F,1,1,12,15,12,39,16,12,14,15,57,96
Sri Lanka,Asia,2007,PF,4,4,8,8,7,23,8,9,6,10,33,56
St. Kitts and Nevis,Americas,2007,F,1,1,12,16,10,38,15,12,12,14,53,91
St. Lucia,Americas,2007,F,1,1,12,16,10,38,15,12,12,14,53,91
St. Vincent and the Grenadines,Americas,2007,F,2,1,11,15,8,34,15,11,13,14,53,87
Sudan,SSA,2007,NF,7,7,0,4,3,3,4,3,0,0,7,10
Suriname,Americas,2007,F,2,2,12,13,7,32,15,11,9,10,45,77
Swaziland,SSA,2007,NF,7,5,0,1,1,3,8,3,4,5,20,23
Sweden,Europe,2007,F,1,1,12,16,12,40,16,12,16,16,60,100
Switzerland,Europe,2007,F,1,1,12,16,12,40,16,12,15,16,59,99
Syria,MENA,2007,NF,7,6,0,0,1,1,2,0,1,5,8,9
Taiwan,Asia,2007,F,2,1,10,15,9,34,16,11,15,13,55,89
Tajikistan,Eurasia,2007,NF,6,5,2,4,3,8,6,4,4,6,20,28
Tanzania,SSA,2007,PF,4,3,6,10,6,22,11,7,10,8,36,58
Thailand,Asia,2007,NF,7,4,0,1,3,4,10,5,6,11,32,36
The Gambia,SSA,2007,PF,5,4,6,7,4,17,10,6,7,8,31,48
Tibet,Asia,2007,NF,7,7,0,0,1,-2,0,0,0,5,5,3
Timor-Leste,Asia,2007,PF,3,4,11,10,5,26,11,7,6,9,33,59
Togo,SSA,2007,NF,6,5,2,4,2,8,7,5,3,6,21,29
Tonga,Asia,2007,PF,5,3,3,9,3,15,12,5,11,12,40,55
Transnistria,Eurasia,2007,NF,6,6,2,4,1,7,6,2,2,5,15,22
Trinidad and Tobago,Americas,2007,F,2,2,9,13,9,31,15,11,10,13,49,80
Tunisia,MENA,2007,NF,6,5,1,3,2,6,4,2,4,8,18,24
Turkey,Europe,2007,PF,3,3,9,12,7,28,12,7,8,10,37,65
Turkmenistan,Eurasia,2007,NF,7,7,0,0,0,0,1,0,0,0,1,1
Tuvalu,Asia,2007,F,1,1,12,15,10,37,16,12,15,14,57,94
Uganda,SSA,2007,PF,5,4,4,7,4,15,11,6,7,7,31,46
Ukraine,Eurasia,2007,F,3,2,9,13,6,28,13,10,11,11,45,73
United Arab Emirates,MENA,2007,NF,6,5,1,1,2,8,6,3,4,4,17,25
United Kingdom,Europe,2007,F,1,1,12,16,12,40,16,12,15,15,58,98
United States,Americas,2007,F,1,1,11,16,11,38,16,10,14,15,55,93
Uruguay,Americas,2007,F,1,1,12,16,11,39,16,12,15,15,58,97
Uzbekistan,Eurasia,2007,NF,7,7,0,0,0,0,1,0,0,2,3,3
Vanuatu,Asia,2007,F,2,2,9,15,8,32,16,11,10,11,48,80
Venezuela,Americas,2007,PF,4,4,8,8,4,20,11,7,5,8,31,51
Vietnam,Asia,2007,NF,7,5,0,1,1,2,5,2,4,8,19,21
Western Sahara,MENA,2007,NF,7,6,0,0,0,-2,3,2,0,5,10,8
Yemen,MENA,2007,PF,5,5,4,7,3,14,7,3,4,5,19,33
Zambia,SSA,2007,PF,3,4,8,11,6,25,11,8,8,7,34,59
Zimbabwe,SSA,2007,NF,7,6,1,3,0,4,5,2,1,1,9,13
