country,fiw_region,year,fiw_status,fiw_pr_rating,fiw_cl_rating,fiw_a,fiw_b,fiw_c,fiw_pr,fiw_d,fiw_e,fiw_f,fiw_g,fiw_cl,fiw_total
Denmark,Europe,2012,F,1,1,12,16,12,40,16,12,15,15,58,98
Djibouti,SSA,2012,NF,6,5,3,3,3,9,7,3,4,6,20,29
Dominica,Americas,2012,F,1,1,12,16,10,38,16,12,15,15,58,96
Dominican Republic,Americas,2012,F,2,2,10,12,9,31,15,10,8,11,44,75
Ecuador,Americas,2012,PF,3,3,8,13,6,27,13,7,6,10,36,63
Egypt,MENA,2012,NF,6,5,2,7,2,11,8,5,4,7,24,35
El Salvador,Americas,2012,F,2,3,12,14,9,35,15,8,8,10,41,76
Equatorial Guinea,SSA,2012,NF,7,7,0,1,0,1,4,0,0,3,7,8
Eritrea,SSA,2012,NF,7,7,0,1,1,2,1,0,0,3,4,6
Estonia,Europe,2012,F,1,1,12,15,12,39,16,12,14,14,56,95
Ethiopia,SSA,2012,NF,6,6,1,2,4,7,4,0,3,5,12,19
Fiji,Asia,2012,PF,6,4,0,5,2,7,10,2,6,10,28,35
Finland,Europe,2012,F,1,1,12,16,12,40,16,12,16,16,60,100
France,Europe,2012,F,1,1,12,15,11,38,15,12,15,15,57,95
Gabon,SSA,2012,NF,6,5,2,4,3,9,10,4,6,5,25,34
Gaza Strip,MENA,2012,NF,6,6,5,2,2,9,4,3,0,3,10,19
Georgia,Eurasia,2012,PF,4,3,6,9,7,22,12,7,7,10,36,58
Germany,Europe,2012,F,1,1,12,15,12,39,15,12,15,15,57,96
Ghana,SSA,2012,F,1,2,12,15,10,37,14,11,12,10,47,84
Greece,Europe,2012,F,2,2,12,15,8,35,14,12,11,13,50,85
Grenada,Americas,2012,F,1,2,12,16,10,38,15,10,12,14,51,89
Guatemala,Americas,2012,PF,3,4,9,10,5,24,12,8,6,8,34,58
Guinea,SSA,2012,PF,5,5,5,8,1,14,7,5,4,4,20,34
Guinea-Bissau,SSA,2012,PF,4,4,9,7,2,18,10,8,4,5,27,45
Guyana,Americas,2012,F,2,3,11,13,7,31,15,10,7,9,41,72
Haiti,Americas,2012,PF,4,5,5,10,5,20,10,6,4,5,25,45
Honduras,Americas,2012,PF,4,4,6,8,5,19,11,6,7,9,33,52
Hong Kong,Asia,2012,PF,5,2,3,7,6,16,14,9,15,13,51,67
Hungary,Europe,2012,F,1,2,12,15,9,36,15,12,11,14,52,88
Iceland,Europe,2012,F,1,1,12,16,12,40,16,12,16,15,59,99
India,Asia,2012,F,2,3,11,14,9,34,13,11,9,10,43,77
Indian Kashmir,Asia,2012,PF,4,4,8,8,4,20,9,6,5,8,28,48
Indonesia,Asia,2012,F,2,3,11,13,6,30,12,9,5,9,35,65
Iran,MENA,2012,NF,6,6,2,2,2,6,2,1,3,4,10,16
Iraq,MENA,2012,NF,5,6,7,5,1,12,5,4,0,4,13,25
Ireland,Europe,2012,F,1,1,12,16,11,39,16,12,15,15,58,97
Israel,MENA,2012,F,1,2,12,14,10,36,12,11,11,11,45,81
Italy,Europe,2012,F,1,1,11,15,10,36,15,12,12,14,53,89
Jamaica,Americas,2012,F,2,3,12,13,8,33,15,9,6,10,40,73
Japan,Asia,2012,F,1,2,12,15,10,37,13,10,15,13,51,88
Jordan,MENA,2012,NF,6,5,2,5,3,10,7,4,6,8,25,35
Kazakhstan,Eurasia,2012,NF,6,5,2,3,1,6,6,3,4,8,21,27
Kenya,SSA,2012,PF,4,3,6,10,5,21,14,8,7,7,36,57
Kiribati,Asia,2012,F,1,1,12,16,8,36,15,12,15,13,55,91
Kosovo,Europe,2012,PF,5,4,6,7,3,15,8,6,5,7,26,41
Kuwait,MENA,2012,PF,4,5,4,10,5,19,7,5,7,6,25,44
Kyrgyzstan,Eurasia,2012,PF,5,5,6,7,5,16,9,5,4,7,25,41
Laos,Asia,2012,NF,7,6,0,0,0,0,4,1,2,5,12,12
Latvia,Europe,2012,F,2,2,12,14,7,33,15,12,12,12,51,84
Lebanon,MENA,2012,PF,5,4,5,9,3,17,12,7,6,9,34,51
Lesotho,SSA,2012,PF,3,3,9,11,8,28,14,7,11,9,41,69
Liberia,SSA,2012,PF,3,4,9,11,6,26,11,8,7,8,34,60
Libya,MENA,2012,NF,7,6,0,3,0,3,5,3,0,6,14,17
Liechtenstein,Europe,2012,F,1,1,12,15,12,39,16,12,15,16,59,98
Lithuania,Europe,2012,F,1,1,12,16,9,37,16,11,13,13,53,90
Luxembourg,Europe,2012,F,1,1,12,16,12,40,16,12,16,16,60,100
Macedonia,Europe,2012,PF,3,3,8,11,7,26,11,8,9,11,39,65
Madagascar,SSA,2012,PF,6,4,1,5,1,7,10,7,6,9,32,39
Malawi,SSA,2012,PF,3,4,7,11,7,25,10,6,9,7,32,57
Malaysia,Asia,2012,PF,4,4,6,8,6,20,9,5,6,9,29,49
Maldives,Asia,2012,PF,3,4,9,9,6,24,8,8,8,8,32,56
Mali,SSA,2012,F,2,3,9,13,9,31,16,10,8,7,41,72
Malta,Europe,2012,F,1,1,12,16,11,39,16,12,15,15,58,97
Marshall Islands,Asia,2012,F,1,1,11,15,10,36,16,11,15,13,55,91
Mauritania,SSA,2012,NF,6,5,3,3,5,11,9,4,4,5,22,33
Mauritius,SSA,2012,F,1,2,12,15,11,38,15,12,13,12,52,90
Mexico,Americas,2012,PF,3,3,10,12,7,29,13,8,6,10,37,66
Micronesia,Asia,2012,F,1,1,12,15,10,37,16,11,15,14,56,93
Moldova,Eurasia,2012,PF,3,3,11,12,5,28,12,8,8,9,37,65
Monaco,Europe,2012,F,2,1,10,11,10,31,15,12,15,14,56,87
Mongolia,Asia,2012,F,2,2,10,15,10,35,15,11,12,12,50,85
Montenegro,Europe,2012,F,3,2,9,11,7,27,13,10,10,12,45,72
Morocco,MENA,2012,PF,5,4,4,7,4,15,8,6,6,8,28,43
Mozambique,SSA,2012,PF,4,3,6,10,7,23,12,7,8,9,36,59
Myanmar,Asia,2012,NF,7,6,1,4,2,4,5,2,0,3,10,14
Nagorno-Karabakh,Eurasia,2012,NF,6,5,4,3,3,10,6,3,5,5,19,29
Namibia,SSA,2012,F,2,2,10,11,9,30,14,12,11,9,46,76
Nauru,Asia,2012,F,1,1,12,16,10,38,15,11,15,14,55,93
Nepal,Asia,2012,PF,4,4,6,11,4,21,9,6,5,7,27,48
Netherlands,Europe,2012,F,1,1,12,16,12,40,16,12,15,16,59,99
New Zealand,Asia,2012,F,1,1,12,15,12,39,16,12,15,15,58,97
Nicaragua,Americas,2012,PF,5,4,6,7,4,17,12,6,7,9,34,51
Niger,SSA,2012,PF,3,4,9,10,7,26,11,8,5,6,30,56
Nigeria,SSA,2012,PF,4,4,6,9,6,21,9,8,4,7,28,49
North Korea,Asia,2012,NF,7,7,0,0,0,0,0,0,0,2,2,2
Northern Cyprus,Europe,2012,F,2,2,11,14,9,34,14,9,12,12,47,81
Norway,Europe,2012,F,1,1,12,16,12,40,16,12,16,16,60,100
Oman,MENA,2012,NF,6,5,2,2,2,9,6,3,4,5,18,27
Pakistan,Asia,2012,PF,4,5,6,9,5,20,6,7,4,6,23,43
Pakistani Kashmir,Asia,2012,NF,6,5,3,4,3,8,6,5,4,6,21,29
Palau,Asia,2012,F,1,1,12,15,10,37,16,11,15,13,55,92
Panama,Americas,2012,F,1,2,12,15,9,36,15,11,9,12,47,83
Papua New Guinea,Asia,2012,PF,4,3,9,10,4,23,12,9,7,8,36,59
Paraguay,Americas,2012,PF,3,3,11,12,5,28,12,8,6,10,36,64
Peru,Americas,2012,F,2,3,10,13,7,30,15,8,8,10,41,71
Philippines,Asia,2012,PF,3,3,9,10,7,26,14,8,4,10,36,62
Poland,Europe,2012,F,1,1,12,16,10,38,16,12,13,14,55,93
Portugal,Europe,2012,F,1,1,12,16,11,39,16,12,15,15,58,97
Puerto Rico,Americas,2012,F,1,2,12,15,10,37,16,10,12,14,52,89
Qatar,MENA,2012,NF,6,5,2,2,3,10,8,2,4,4,18,28
Romania,Europe,2012,F,2,2,12,14,8,34,14,11,12,12,49,83
Russia,Eurasia,2012,NF,6,5,1,3,3,7,6,5,3,7,21,28
Rwanda,SSA,2012,NF,6,5,2,2,4,8,4,2,4,7,17,25
Samoa,Asia,2012,F,2,2,9,13,10,32,14,10,13,12,49,81
San Marino,Europe,2012,F,1,1,12,16,12,40,16,12,16,16,60,100
Sao Tome and Principe,SSA,2012,F,2,2,11,14,8,33,15,10,12,10,47,80
Saudi Arabia,MENA,2012,NF,7,7,0,0,1,3,3,0,2,2,7,10
Senegal,SSA,2012,PF,3,3,9,12,7,28,14,10,10,9,43,71
Serbia,Europe,2012,F,2,2,9,14,7,30,15,10,10,13,48,78
Seychelles,SSA,2012,PF,3,3,8,10,7,25,11,9,11,11,42,67
Sierra Leone,SSA,2012,PF,3,3,10,11,7,28,13,8,8,10,39,67
Singapore,Asia,2012,PF,4,4,4,8,7,19,10,4,7,12,33,52
Slovenia,Europe,2012,F,1,1,12,15,11,38,14,12,14,13,53,91
Solomon Islands,Asia,2012,PF,4,3,6,10,6,22,13,9,8,12,42,64
Somalia,SSA,2012,NF,7,7,0,0,0,0,1,0,0,0,1,1
Somaliland,SSA,2012,PF,4,5,5,10,6,21,7,5,7,6,25,46
South Africa,SSA,2012,F,2,2,12,14,8,34,15,12,10,11,48,82
South Korea,Asia,2012,F,1,2,11,15,10,36,14,11,13,12,50,86
South Ossetia,Eurasia,2012,NF,7,6,0,0,0,-3,4,0,1,3,8,5
South Sudan,SSA,2012,NF,6,5,3,5,3,11,8,6,3,5,22,33
Spain,Europe,2012,F,1,1,12,16,12,40,16,12,14,15,57,97
Sri Lanka,Asia,2012,PF,5,4,6,6,5,17,8,6,6,8,28,45
St. Kitts and Nevis,Americas,2012,F,1,1,12,16,11,39,15,12,12,14,53,92
St. Lucia,Americas,2012,F,1,1,12,16,11,39,15,12,12,14,53,92
St. Vincent and the Grenadines,Americas,2012,F,1,1,11,16,9,36,15,11,13,14,53,89
Sudan,SSA,2012,NF,7,7,2,3,1,2,3,1,0,0,4,6
Suriname,Americas,2012,F,2,2,12,13,8,33,15,11,9,10,45,78
Swaziland,SSA,2012,NF,7,5,0,1,0,1,8,3,5,4,20,21
Sweden,Europe,2012,F,1,1,12,16,12,40,16,12,16,16,60,100
Switzerland,Europe,2012,F,1,1,12,15,12,39,15,12,15,15,57,96
Syria,MENA,2012,NF,7,7,0,0,1,0,2,0,0,4,6,6
Taiwan,Asia,2012,F,1,2,11,15,10,36,14,11,14,13,52,88
Tajikistan,Eurasia,2012,NF,6,5,2,4,2,8,6,4,4,4,18,26
Tanzania,SSA,2012,PF,3,3,9,12,7,28,11,7,10,8,36,64
Thailand,Asia,2012,PF,4,4,8,8,5,21,9,6,6,10,31,52
The Gambia,SSA,2012,NF,6,5,2,5,0,7,5,4,2,6,17,24
Tibet,Asia,2012,NF,7,7,0,0,1,-2,0,0,0,3,3,1
Timor-Leste,Asia,2012,PF,3,4,11,11,6,28,12,7,6,9,34,62
Togo,SSA,2012,PF,5,4,5,8,4,17,8,6,6,7,27,44
Tonga,Asia,2012,PF,3,3,11,14,4,29,12,7,11,12,42,71
Transnistria,Eurasia,2012,NF,6,6,3,5,1,9,6,2,2,5,15,24
Trinidad and Tobago,Americas,2012,F,2,2,11,13,9,33,15,11,9,13,48,81
Tunisia,MENA,2012,PF,3,4,9,12,4,25,10,8,6,9,33,58
Turkey,Europe,2012,PF,3,3,11,10,7,28,10,7,8,10,35,63
Turkmenistan,Eurasia,2012,NF,7,7,0,1,0,1,2,0,1,3,6,7
Tuvalu,Asia,2012,F,1,1,12,15,10,37,16,12,15,14,57,94
Uganda,SSA,2012,PF,5,4,3,7,3,13,11,5,6,7,29,42
Ukraine,Eurasia,2012,PF,4,3,9,10,4,23,10,8,8,11,37,60
United Arab Emirates,MENA,2012,NF,6,6,1,2,2,8,6,2,4,4,16,24
United Kingdom,Europe,2012,F,1,1,12,16,12,40,15,12,14,15,56,96
United States,Americas,2012,F,1,1,11,16,11,38,16,10,14,15,55,93
Uruguay,Americas,2012,F,1,1,12,16,11,39,16,12,15,15,58,97
Uzbekistan,Eurasia,2012,NF,7,7,0,0,0,0,1,0,0,3,4,4
Vanuatu,Asia,2012,F,2,2,9,15,8,32,16,11,10,11,48,80
Venezuela,Americas,2012,PF,5,5,6,8,3,17,9,4,4,7,24,41
Vietnam,Asia,2012,NF,7,5,0,1,1,2,4,1,4,8,17,19
West Bank,MENA,2012,NF,6,5,2,5,2,7,8,6,5,5,24,31
Western Sahara,MENA,2012,NF,7,7,0,0,0,-2,3,0,0,4,7,5
Yemen,MENA,2012,NF,6,6,3,4,1,8,6,2,2,5,15,23
Zambia,SSA,2012,PF,3,4,9,13,7,29,11,7,8,8,34,63
Zimbabwe,SSA,2012,NF,6,6,2,4,2,8,4,3,1,4,12,20
