country,fiw_region,year,fiw_status,fiw_pr_rating,fiw_cl_rating,fiw_a,fiw_b,fiw_c,fiw_pr,fiw_d,fiw_e,fiw_f,fiw_g,fiw_cl,fiw_total
Cote d'Ivoire,SSA,2019,PF,4,4,7,8,4,19,11,8,6,7,32,51
Crimea,Eurasia,2019,NF,7,6,0,0,0,-2,3,1,0,6,10,8
Croatia,Europe,2019,F,1,2,12,14,10,36,13,12,11,13,49,85
Cuba,Americas,2019,NF,7,6,0,0,1,1,5,0,2,6,13,14
Cyprus,Europe,2019,F,1,1,12,15,11,38,15,12,15,14,56,94
Czech Republic,Europe,2019,F,1,1,12,15,9,36,14,12,14,15,55,91
Denmark,Europe,2019,F,1,1,12,16,12,40,16,12,14,15,57,97
Djibouti,SSA,2019,NF,6,5,2,3,2,7,6,3,4,6,19,26
Dominica,Americas,2019,F,1,1,11,16,10,37,15,11,15,15,56,93
Dominican Republic,Americas,2019,PF,3,3,9,10,7,26,14,10,8,9,41,67
Ecuador,Americas,2019,PF,3,3,7,11,7,25,12,9,7,10,38,63
Egypt,MENA,2019,NF,6,6,2,3,3,8,4,1,3,6,14,22
El Salvador,Americas,2019,F,2,3,11,13,8,32,12,8,7,8,35,67
Equatorial Guinea,SSA,2019,NF,7,7,0,0,0,0,3,0,0,3,6,6
Eritrea,SSA,2019,NF,7,7,0,0,1,1,0,0,0,1,1,2
Estonia,Europe,2019,F,1,1,12,15,11,38,16,12,14,14,56,94
Ethiopia,SSA,2019,NF,6,6,1,3,3,7,4,2,2,4,12,19
Fiji,Asia,2019,PF,3,3,8,9,7,24,12,8,7,10,37,61
Finland,Europe,2019,F,1,1,12,16,12,40,16,12,16,16,60,100
France,Europe,2019,F,1,2,12,15,11,38,14,11,13,14,52,90
Gabon,SSA,2019,NF,7,5,0,2,2,4,8,3,3,5,19,23
Gaza Strip,MENA,2019,NF,7,6,0,2,1,3,4,2,0,2,8,11
Georgia,Eurasia,2019,PF,3,3,8,10,7,25,10,8,8,12,38,63
Germany,Europe,2019,F,1,1,12,15,12,39,14,12,14,15,55,94
Ghana,SSA,2019,F,1,2,12,14,10,36,14,11,11,11,47,83
Greece,Europe,2019,F,1,2,12,15,9,36,14,12,11,14,51,87
Grenada,Americas,2019,F,1,2,11,16,10,37,15,11,13,13,52,89
Guatemala,Americas,2019,PF,4,4,8,10,4,22,11,6,6,8,31,53
Guinea,SSA,2019,PF,5,4,6,8,3,17,11,5,4,6,26,43
Guinea-Bissau,SSA,2019,PF,5,4,6,8,1,15,11,7,4,5,27,42
Guyana,Americas,2019,F,2,3,11,13,8,32,15,11,8,9,43,75
Haiti,Americas,2019,PF,5,5,5,7,5,17,10,4,4,6,24,41
Honduras,Americas,2019,PF,4,4,7,8,5,20,9,4,5,8,26,46
Hong Kong,Asia,2019,PF,5,2,2,7,6,15,12,8,11,13,44,59
Hungary,Europe,2019,PF,3,3,9,11,7,27,10,10,10,13,43,70
Iceland,Europe,2019,F,1,1,12,15,10,37,15,12,15,15,57,94
India,Asia,2019,F,2,3,12,14,9,35,11,10,9,10,40,75
Indian Kashmir,Asia,2019,PF,4,4,9,9,4,22,9,5,5,8,27,49
Indonesia,Asia,2019,PF,2,4,11,13,6,30,11,7,5,9,32,62
Iran,MENA,2019,NF,6,6,3,2,2,7,3,1,3,4,11,18
Iraq,MENA,2019,NF,5,6,8,8,2,17,5,5,1,4,15,32
Ireland,Europe,2019,F,1,1,12,16,11,39,16,12,14,16,58,97
Israel,MENA,2019,F,2,3,12,13,10,35,12,9,11,11,43,78
Italy,Europe,2019,F,1,1,12,14,10,36,15,12,12,14,53,89
Jamaica,Americas,2019,F,2,2,12,13,9,34,15,10,8,11,44,78
Japan,Asia,2019,F,1,1,12,16,12,40,15,12,15,14,56,96
Jordan,MENA,2019,PF,5,5,3,6,3,12,7,3,7,8,25,37
Kazakhstan,Eurasia,2019,NF,7,5,1,3,1,5,4,1,4,8,17,22
Kenya,SSA,2019,PF,4,4,6,8,5,19,10,7,5,7,29,48
Kiribati,Asia,2019,F,1,1,12,15,10,37,16,12,15,13,56,93
Kosovo,Europe,2019,PF,3,4,9,10,5,24,9,8,6,7,30,54
Kuwait,MENA,2019,PF,5,5,2,7,4,13,6,4,7,6,23,36
Kyrgyzstan,Eurasia,2019,PF,5,4,4,5,4,12,10,5,4,7,26,38
Laos,Asia,2019,NF,7,6,0,0,2,2,4,0,2,6,12,14
Latvia,Europe,2019,F,2,2,12,14,9,35,14,12,12,14,52,87
Lebanon,MENA,2019,PF,5,4,5,7,2,14,11,8,5,7,31,45
Lesotho,SSA,2019,PF,3,3,10,11,6,27,12,7,8,9,36,63
Liberia,SSA,2019,PF,3,3,8,12,7,27,11,8,7,9,35,62
Libya,MENA,2019,NF,7,6,0,1,0,1,4,2,0,2,8,9
Liechtenstein,Europe,2019,F,2,1,10,13,10,33,16,12,14,15,57,90
Lithuania,Europe,2019,F,1,1,12,16,10,38,16,11,12,14,53,91
Luxembourg,Europe,2019,F,1,1,12,16,10,38,16,12,16,16,60,98
Macedonia,Europe,2019,PF,4,3,6,10,6,22,11,8,8,10,37,59
Madagascar,SSA,2019,PF,3,4,9,10,5,24,10,8,7,7,32,56
Malawi,SSA,2019,PF,3,3,8,12,6,26,14,8,9,7,38,64
Malaysia,Asia,2019,PF,4,4,6,9,6,21,9,6,7,9,31,52
Maldives,Asia,2019,PF,5,5,5,6,3,14,3,6,5,7,21,35
Mali,SSA,2019,PF,4,4,6,8,4,18,10,6,6,4,26,44
Malta,Europe,2019,F,2,1,12,14,9,35,15,12,15,14,56,91
Marshall Islands,Asia,2019,F,1,1,12,16,10,38,16,11,15,13,55,93
Mauritania,SSA,2019,NF,6,5,5,2,4,11,9,4,4,4,21,32
Mauritius,SSA,2019,F,1,2,12,15,10,37,15,12,13,12,52,89
Mexico,Americas,2019,PF,3,3,9,13,5,27,13,7,6,10,36,63
Micronesia,Asia,2019,F,1,1,12,15,10,37,16,11,15,13,55,92
Moldova,Eurasia,2019,PF,3,4,9,11,4,24,11,8,6,9,34,58
Monaco,Europe,2019,F,3,1,8,10,8,26,16,12,14,14,56,82
Mongolia,Asia,2019,F,1,2,11,16,9,36,14,11,12,12,49,85
Montenegro,Europe,2019,PF,4,3,8,9,6,23,11,9,10,12,42,65
Morocco,MENA,2019,PF,5,5,5,6,3,14,7,5,6,7,25,39
Mozambique,SSA,2019,PF,4,4,5,9,5,19,9,7,7,9,32,51
Myanmar,Asia,2019,PF,5,5,5,8,4,13,5,6,1,5,17,30
Nagorno-Karabakh,Eurasia,2019,PF,5,5,4,5,3,12,6,4,4,5,19,31
Namibia,SSA,2019,F,3,2,10,11,8,29,14,11,11,10,46,75
Nauru,Asia,2019,F,2,2,12,14,8,34,13,9,10,12,44,78
Nepal,Asia,2019,PF,3,4,10,10,5,25,9,6,6,8,29,54
Netherlands,Europe,2019,F,1,1,12,16,12,40,16,12,15,16,59,99
New Zealand,Asia,2019,F,1,1,12,16,12,40,16,12,15,15,58,98
Nicaragua,Americas,2019,NF,6,5,3,4,3,10,8,2,4,8,22,32
Niger,SSA,2019,PF,4,4,6,8,6,20,11,6,6,6,29,49
Nigeria,SSA,2019,PF,3,5,9,10,6,25,9,7,4,5,25,50
North Korea,Asia,2019,NF,7,7,0,0,0,0,0,0,0,3,3,3
Northern Cyprus,Europe,2019,F,2,2,11,13,7,31,15,11,13,11,50,81
Norway,Europe,2019,F,1,1,12,16,12,40,16,12,16,16,60,100
Oman,MENA,2019,NF,6,5,2,2,2,6,5,3,4,5,17,23
Pakistan,Asia,2019,PF,5,5,5,7,5,17,6,6,4,6,22,39
Pakistani Kashmir,Asia,2019,NF,6,5,4,4,3,9,6,4,3,6,19,28
Palau,Asia,2019,F,1,1,12,15,10,37,16,11,15,13,55,92
Panama,Americas,2019,F,1,2,12,15,9,36,15,11,10,12,48,84
Papua New Guinea,Asia,2019,PF,4,3,7,13,3,23,14,10,8,9,41,64
Paraguay,Americas,2019,PF,3,3,10,12,6,28,12,8,7,10,37,65
Peru,Americas,2019,F,2,3,11,13,7,31,15,8,8,11,42,73
Philippines,Asia,2019,PF,3,3,9,10,7,26,14,8,3,10,35,61
Poland,Europe,2019,F,2,2,11,16,8,35,14,10,11,14,49,84
Portugal,Europe,2019,F,1,1,12,16,11,39,16,12,14,15,57,96
Qatar,MENA,2019,NF,6,5,2,2,3,7,7,2,5,4,18,25
Romania,Europe,2019,F,2,2,11,14,9,34,13,10,12,12,47,81
Russia,Eurasia,2019,NF,7,6,0,3,2,5,3,3,2,7,15,20
Rwanda,SSA,2019,NF,6,6,2,2,5,9,3,2,2,7,14,23
Samoa,Asia,2019,F,2,2,9,12,9,30,14,11,14,12,51,81
San Marino,Europe,2019,F,1,1,12,15,11,38,15,12,15,15,57,95
Sao Tome and Principe,SSA,2019,F,2,2,11,14,9,34,15,11,12,11,49,83
Saudi Arabia,MENA,2019,NF,7,7,0,0,1,1,2,0,2,2,6,7
Senegal,SSA,2019,F,2,3,10,12,8,30,13,9,9,11,42,72
Serbia,Europe,2019,PF,3,3,8,10,6,24,12,10,9,12,43,67
Seychelles,SSA,2019,PF,3,3,10,11,7,28,12,9,11,11,43,71
Sierra Leone,SSA,2019,PF,3,3,10,11,7,28,12,6,9,10,37,65
Singapore,Asia,2019,PF,4,4,4,8,7,19,9,4,7,12,32,51
Slovenia,Europe,2019,F,1,1,12,16,11,39,14,12,15,14,55,94
Solomon Islands,Asia,2019,F,2,2,9,14,7,30,16,10,11,12,49,79
Somalia,SSA,2019,NF,7,7,0,1,0,1,3,3,0,0,6,7
Somaliland,SSA,2019,PF,4,5,5,10,4,19,6,5,7,6,24,43
South Africa,SSA,2019,F,2,2,12,13,8,33,15,12,9,10,46,79
South Korea,Asia,2019,F,2,2,11,13,9,33,14,11,12,13,50,83
South Ossetia,Eurasia,2019,NF,7,6,2,2,0,2,3,1,1,3,8,10
South Sudan,SSA,2019,NF,7,7,1,1,0,-2,2,2,0,0,4,2
Spain,Europe,2019,F,1,1,12,16,11,39,14,11,15,15,55,94
Sri Lanka,Asia,2019,PF,3,4,9,10,6,24,8,8,8,8,32,56
St. Kitts and Nevis,Americas,2019,F,1,1,10,16,10,36,15,12,13,13,53,89
St. Lucia,Americas,2019,F,1,1,11,16,11,38,15,12,13,14,54,92
St. Vincent and the Grenadines,Americas,2019,F,1,1,11,15,10,36,15,12,14,14,55,91
Sudan,SSA,2019,NF,7,7,2,3,1,3,2,1,0,1,4,7
Suriname,Americas,2019,F,2,3,12,14,8,34,14,11,8,10,43,77
Swaziland,SSA,2019,NF,7,6,0,1,0,1,5,2,4,4,15,16
Sweden,Europe,2019,F,1,1,12,16,12,40,16,12,16,16,60,100
Switzerland,Europe,2019,F,1,1,12,15,12,39,15,12,15,15,57,96
Syria,MENA,2019,NF,7,7,0,0,0,-3,3,0,0,0,3,0
Taiwan,Asia,2019,F,1,1,12,15,10,37,16,11,15,14,56,93
Tajikistan,Eurasia,2019,NF,7,6,0,0,0,0,2,2,1,4,9,9
Tanzania,SSA,2019,PF,4,5,7,7,6,20,7,5,6,7,25,45
Thailand,Asia,2019,NF,7,5,0,3,2,5,6,4,5,10,25,30
The Gambia,SSA,2019,PF,4,5,7,9,4,20,8,6,5,6,25,45
Tibet,Asia,2019,NF,7,7,0,0,1,-2,0,0,0,3,3,1
Timor-Leste,Asia,2019,F,2,3,11,14,7,32,14,8,7,9,38,70
Togo,SSA,2019,PF,5,4,4,6,5,15,9,6,6,7,28,43
Tonga,Asia,2019,F,2,2,9,14,7,30,14,10,12,13,49,79
Transnistria,Eurasia,2019,NF,6,6,3,5,2,10,5,2,2,5,14,24
Trinidad and Tobago,Americas,2019,F,2,2,11,13,9,33,16,11,9,13,49,82
Tunisia,MENA,2019,F,2,3,11,14,6,31,12,7,9,10,38,69
Turkey,Europe,2019,NF,5,6,5,7,3,15,5,3,3,5,16,31
Turkmenistan,Eurasia,2019,NF,7,7,0,0,0,0,0,0,0,2,2,2
Tuvalu,Asia,2019,F,1,1,12,15,10,37,16,12,15,13,56,93
Uganda,SSA,2019,NF,6,5,3,5,3,11,10,4,4,7,25,36
Ukraine,Eurasia,2019,PF,3,4,9,11,6,26,11,7,6,10,34,60
United Arab Emirates,MENA,2019,NF,7,6,1,2,2,5,3,2,3,4,12,17
United Kingdom,Europe,2019,F,1,1,12,16,11,39,14,12,14,14,54,93
United States,Americas,2019,F,2,1,10,14,9,33,16,11,11,15,53,86
Uruguay,Americas,2019,F,1,1,12,16,12,40,16,12,15,15,58,98
Uzbekistan,Eurasia,2019,NF,7,6,0,0,1,1,2,1,1,4,8,9
Vanuatu,Asia,2019,F,2,2,10,15,8,33,15,11,12,11,49,82
Venezuela,Americas,2019,NF,7,6,0,3,0,3,7,2,1,6,16,19
Vietnam,Asia,2019,NF,7,5,0,1,2,3,4,1,4,8,17,20
West Bank,MENA,2019,NF,7,5,1,4,2,4,7,5,4,5,21,25
Western Sahara,MENA,2019,NF,7,7,0,0,0,-3,3,0,0,4,7,4
Yemen,MENA,2019,NF,7,6,0,1,0,1,3,3,2,2,10,11
Zambia,SSA,2019,PF,4,4,6,10,6,22,9,7,8,8,32,54
Zimbabwe,SSA,2019,PF,5,5,3,6,3,12,8,4,2,5,19,31
