country,fiw_region,year,fiw_status,fiw_pr_rating,fiw_cl_rating,fiw_a,fiw_b,fiw_c,fiw_pr,fiw_d,fiw_e,fiw_f,fiw_g,fiw_cl,fiw_total
Denmark,Europe,2015,F,1,1,12,16,12,40,16,12,15,15,58,98
Djibouti,SSA,2015,NF,6,5,3,3,3,9,6,3,4,6,19,28
Dominica,Americas,2015,F,1,1,12,16,10,38,15,12,15,15,57,95
Dominican Republic,Americas,2015,F,2,3,10,11,9,30,15,10,8,10,43,73
Ecuador,Americas,2015,PF,3,3,7,11,6,24,12,7,6,10,35,59
Egypt,MENA,2015,NF,6,5,2,4,2,8,5,4,2,7,18,26
El Salvador,Americas,2015,F,2,3,12,14,9,35,15,8,8,9,40,75
Equatorial Guinea,SSA,2015,NF,7,7,0,1,0,1,4,0,0,3,7,8
Eritrea,SSA,2015,NF,7,7,0,0,1,1,0,0,0,2,2,3
Estonia,Europe,2015,F,1,1,12,15,12,39,16,12,14,14,56,95
Ethiopia,SSA,2015,NF,6,6,1,2,4,7,3,0,3,5,11,18
Fiji,Asia,2015,PF,3,4,9,11,6,26,11,4,9,10,34,60
Finland,Europe,2015,F,1,1,12,16,12,40,16,12,16,16,60,100
France,Europe,2015,F,1,1,12,15,11,38,15,12,15,15,57,95
Gabon,SSA,2015,NF,6,5,2,4,3,9,10,4,6,5,25,34
Gaza Strip,MENA,2015,NF,7,6,2,2,1,5,5,3,0,2,10,15
Georgia,Eurasia,2015,PF,3,3,9,10,7,26,12,8,8,10,38,64
Germany,Europe,2015,F,1,1,12,15,12,39,15,12,15,15,57,96
Ghana,SSA,2015,F,1,2,12,15,10,37,14,11,12,10,47,84
Greece,Europe,2015,F,2,2,12,15,8,35,14,11,10,13,48,83
Grenada,Americas,2015,F,1,2,12,16,10,38,15,11,12,13,51,89
Guatemala,Americas,2015,PF,3,4,9,10,5,24,12,6,5,8,31,55
Guinea,SSA,2015,PF,5,5,6,8,3,17,9,6,4,5,24,41
Guinea-Bissau,SSA,2015,PF,5,5,8,8,1,17,10,5,3,5,23,40
Guyana,Americas,2015,F,2,3,11,13,6,30,15,10,7,9,41,71
Haiti,Americas,2015,PF,5,5,4,8,5,17,10,4,4,6,24,41
Honduras,Americas,2015,PF,4,4,7,9,4,20,10,6,5,8,29,49
Hong Kong,Asia,2015,PF,5,2,3,7,6,16,13,8,15,13,49,65
Hungary,Europe,2015,F,2,2,9,15,8,32,14,11,11,14,50,82
Iceland,Europe,2015,F,1,1,12,16,11,39,16,12,16,16,60,99
India,Asia,2015,F,2,3,12,14,9,35,13,11,9,10,43,78
Indian Kashmir,Asia,2015,PF,4,4,9,9,4,22,9,6,6,8,29,51
Indonesia,Asia,2015,PF,2,4,10,14,6,30,12,8,5,9,34,64
Iran,MENA,2015,NF,6,6,3,2,2,7,2,1,3,4,10,17
Iraq,MENA,2015,NF,6,6,8,5,1,11,5,4,0,4,13,24
Ireland,Europe,2015,F,1,1,12,16,11,39,16,12,15,15,58,97
Israel,MENA,2015,F,1,2,12,14,10,36,12,10,11,11,44,80
Italy,Europe,2015,F,1,1,12,14,10,36,15,12,12,14,53,89
Jamaica,Americas,2015,F,2,3,12,13,9,34,15,9,6,10,40,74
Japan,Asia,2015,F,1,1,12,15,12,39,15,11,15,14,55,94
Jordan,MENA,2015,NF,6,5,2,6,3,11,7,4,6,8,25,36
Kazakhstan,Eurasia,2015,NF,6,5,2,3,1,6,4,2,4,8,18,24
Kenya,SSA,2015,PF,4,4,7,10,5,22,11,6,5,7,29,51
Kiribati,Asia,2015,F,1,1,12,16,8,36,15,12,15,13,55,91
Kosovo,Europe,2015,PF,4,4,9,10,4,23,9,6,6,8,29,52
Kuwait,MENA,2015,PF,5,5,2,7,5,14,6,4,7,6,23,37
Kyrgyzstan,Eurasia,2015,PF,5,5,6,6,4,14,9,4,4,7,24,38
Laos,Asia,2015,NF,7,6,0,0,1,1,4,0,2,5,11,12
Latvia,Europe,2015,F,2,2,12,14,8,34,15,12,12,12,51,85
Lebanon,MENA,2015,PF,5,4,2,9,3,14,11,7,5,7,30,44
Lesotho,SSA,2015,F,2,3,10,12,8,30,14,7,11,9,41,71
Liberia,SSA,2015,PF,3,4,9,11,6,26,10,7,6,7,30,56
Libya,MENA,2015,NF,6,6,5,3,0,8,6,3,1,5,15,23
Liechtenstein,Europe,2015,F,1,1,12,15,12,39,16,12,15,16,59,98
Lithuania,Europe,2015,F,1,1,12,16,10,38,16,11,13,13,53,91
Luxembourg,Europe,2015,F,1,1,12,16,10,38,16,12,16,16,60,98
Macedonia,Europe,2015,PF,4,3,7,10,6,23,11,8,8,10,37,60
Madagascar,SSA,2015,PF,4,4,9,9,4,22,9,8,6,7,30,52
Malawi,SSA,2015,PF,3,4,8,12,7,27,11,7,9,7,34,61
Malaysia,Asia,2015,PF,4,4,6,7,6,19,7,6,5,9,27,46
Maldives,Asia,2015,PF,4,4,7,7,6,20,6,7,7,8,28,48
Mali,SSA,2015,PF,5,4,6,7,4,17,11,6,6,4,27,44
Malta,Europe,2015,F,1,1,12,16,11,39,16,12,15,15,58,97
Marshall Islands,Asia,2015,F,1,1,11,15,10,36,16,11,15,13,55,91
Mauritania,SSA,2015,NF,6,5,3,2,4,9,10,4,4,4,22,31
Mauritius,SSA,2015,F,1,2,12,15,11,38,15,12,13,12,52,90
Mexico,Americas,2015,PF,3,3,9,12,7,28,12,8,6,10,36,64
Micronesia,Asia,2015,F,1,1,12,15,10,37,16,11,15,14,56,93
Moldova,Eurasia,2015,PF,3,3,10,12,6,28,11,8,7,9,35,63
Monaco,Europe,2015,F,2,1,10,11,10,31,16,12,15,14,57,88
Mongolia,Asia,2015,F,1,2,11,16,9,36,15,11,12,12,50,86
Montenegro,Europe,2015,F,3,2,9,11,7,27,12,10,10,12,44,71
Morocco,MENA,2015,PF,5,4,5,7,3,15,8,6,6,7,27,42
Mozambique,SSA,2015,PF,4,3,6,10,7,23,12,7,7,9,35,58
Myanmar,Asia,2015,NF,6,6,3,6,3,9,6,4,1,5,16,25
Nagorno-Karabakh,Eurasia,2015,PF,5,5,4,5,3,12,6,3,4,5,18,30
Namibia,SSA,2015,F,2,2,10,11,9,30,14,12,11,9,46,76
Nauru,Asia,2015,F,1,2,12,16,9,37,14,11,12,14,51,88
Nepal,Asia,2015,PF,3,4,8,11,5,24,9,6,5,7,27,51
Netherlands,Europe,2015,F,1,1,12,16,12,40,16,12,15,16,59,99
New Zealand,Asia,2015,F,1,1,12,15,12,39,16,12,15,15,58,97
Nicaragua,Americas,2015,PF,4,3,6,7,6,19,12,6,7,10,35,54
Niger,SSA,2015,PF,3,4,9,10,7,26,11,8,5,6,30,56
Nigeria,SSA,2015,PF,4,5,6,9,4,18,9,7,4,5,25,43
North Korea,Asia,2015,NF,7,7,0,0,0,0,0,0,0,3,3,3
Northern Cyprus,Europe,2015,F,2,2,11,12,9,32,14,9,12,12,47,79
Norway,Europe,2015,F,1,1,12,16,12,40,16,12,16,16,60,100
Oman,MENA,2015,NF,6,5,2,2,2,9,5,3,4,5,17,26
Pakistan,Asia,2015,PF,4,5,7,8,5,20,5,7,4,6,22,42
Pakistani Kashmir,Asia,2015,NF,6,5,4,4,3,9,6,4,4,6,20,29
Palau,Asia,2015,F,1,1,12,15,10,37,16,11,15,13,55,92
Panama,Americas,2015,F,2,2,12,15,8,35,15,11,9,12,47,82
Papua New Guinea,Asia,2015,PF,4,3,9,10,4,23,12,9,7,8,36,59
Paraguay,Americas,2015,PF,3,3,10,12,5,27,12,8,7,11,38,65
Peru,Americas,2015,F,2,3,10,13,7,30,15,8,8,10,41,71
Philippines,Asia,2015,PF,3,3,9,10,7,26,14,8,5,10,37,63
Poland,Europe,2015,F,1,1,12,16,10,38,16,12,13,14,55,93
Portugal,Europe,2015,F,1,1,12,16,11,39,16,12,15,15,58,97
Puerto Rico,Americas,2015,F,1,2,12,15,10,37,16,10,12,14,52,89
Qatar,MENA,2015,NF,6,5,2,2,3,10,8,2,4,4,18,28
Romania,Europe,2015,F,2,2,11,14,9,34,14,11,12,12,49,83
Russia,Eurasia,2015,NF,6,6,1,3,3,7,4,4,2,6,16,23
Rwanda,SSA,2015,NF,6,6,2,2,5,9,4,2,3,7,16,25
Samoa,Asia,2015,F,2,2,9,13,10,32,14,10,13,12,49,81
San Marino,Europe,2015,F,1,1,12,16,12,40,16,12,16,16,60,100
Sao Tome and Principe,SSA,2015,F,2,2,11,14,9,34,15,10,12,10,47,81
Saudi Arabia,MENA,2015,NF,7,7,0,0,1,3,3,0,2,2,7,10
Senegal,SSA,2015,F,2,2,11,13,9,33,15,10,10,10,45,78
Serbia,Europe,2015,F,2,2,10,14,7,31,15,11,10,13,49,80
Seychelles,SSA,2015,PF,3,3,8,10,7,25,11,9,11,11,42,67
Sierra Leone,SSA,2015,PF,3,3,10,11,7,28,12,7,9,9,37,65
Singapore,Asia,2015,PF,4,4,4,8,7,19,9,4,7,12,32,51
Slovenia,Europe,2015,F,1,1,12,15,11,38,14,12,14,13,53,91
Solomon Islands,Asia,2015,PF,3,3,9,10,6,25,14,9,8,12,43,68
Somalia,SSA,2015,NF,7,7,0,0,0,0,1,0,0,1,2,2
Somaliland,SSA,2015,PF,4,5,5,10,6,21,7,5,7,6,25,46
South Africa,SSA,2015,F,2,2,12,13,8,33,15,12,10,11,48,81
South Korea,Asia,2015,F,2,2,11,13,10,34,13,11,13,13,50,84
South Ossetia,Eurasia,2015,NF,7,6,2,2,0,1,4,1,1,3,9,10
South Sudan,SSA,2015,NF,7,6,3,0,1,2,4,3,1,5,13,15
Spain,Europe,2015,F,1,1,12,16,11,39,15,12,15,15,57,96
Sri Lanka,Asia,2015,PF,5,5,6,7,4,16,6,6,5,8,25,41
St. Kitts and Nevis,Americas,2015,F,1,1,12,16,9,37,15,12,13,13,53,90
St. Lucia,Americas,2015,F,1,1,12,16,11,39,15,12,12,14,53,92
St. Vincent and the Grenadines,Americas,2015,F,1,1,11,16,9,36,15,12,13,14,54,90
Sudan,SSA,2015,NF,7,7,2,3,1,2,2,1,0,1,4,6
Suriname,Americas,2015,F,2,2,12,13,8,33,15,11,8,10,44,77
Swaziland,SSA,2015,NF,7,5,0,1,0,1,6,2,5,4,17,18
Sweden,Europe,2015,F,1,1,12,16,12,40,15,12,16,16,59,99
Switzerland,Europe,2015,F,1,1,12,15,12,39,15,12,15,15,57,96
Syria,MENA,2015,NF,7,7,0,0,0,-3,2,0,0,0,2,-1
Taiwan,Asia,2015,F,1,2,12,15,10,37,14,10,14,13,51,88
Tajikistan,Eurasia,2015,NF,6,6,2,3,2,7,5,3,3,4,15,22
Tanzania,SSA,2015,PF,3,3,9,12,7,28,10,7,9,9,35,63
Thailand,Asia,2015,NF,6,5,1,4,3,8,6,4,5,10,25,33
The Gambia,SSA,2015,NF,6,6,2,5,0,7,3,3,1,6,13,20
Tibet,Asia,2015,NF,7,7,0,0,1,-2,0,0,0,3,3,1
Timor-Leste,Asia,2015,PF,3,3,11,12,6,29,12,8,7,9,36,65
Togo,SSA,2015,PF,4,4,5,8,5,18,9,6,7,7,29,47
Tonga,Asia,2015,F,2,2,11,14,6,31,13,8,11,12,44,75
Transnistria,Eurasia,2015,NF,6,6,3,5,2,10,5,2,2,5,14,24
Trinidad and Tobago,Americas,2015,F,2,2,11,13,9,33,15,11,9,13,48,81
Tunisia,MENA,2015,F,1,3,12,16,8,36,13,10,9,11,43,79
Turkey,Europe,2015,PF,3,4,10,10,6,26,8,5,7,9,29,55
Turkmenistan,Eurasia,2015,NF,7,7,0,1,0,1,2,0,0,3,5,6
Tuvalu,Asia,2015,F,1,1,12,15,10,37,16,12,15,14,57,94
Uganda,SSA,2015,NF,6,5,3,5,3,11,9,4,5,7,25,36
Ukraine,Eurasia,2015,PF,3,3,9,10,6,25,11,9,6,11,37,62
United Arab Emirates,MENA,2015,NF,6,6,1,2,2,8,4,2,3,4,13,21
United Kingdom,Europe,2015,F,1,1,12,16,12,40,15,12,15,15,57,97
United States,Americas,2015,F,1,1,11,16,10,37,15,11,14,15,55,92
Uruguay,Americas,2015,F,1,1,12,16,12,40,16,12,15,15,58,98
Uzbekistan,Eurasia,2015,NF,7,7,0,0,0,0,1,0,0,3,4,4
Vanuatu,Asia,2015,F,2,2,9,15,8,32,15,11,10,11,47,79
Venezuela,Americas,2015,PF,5,5,5,6,2,13,8,3,3,8,22,35
Vietnam,Asia,2015,NF,7,5,0,1,2,3,4,1,4,8,17,20
West Bank,MENA,2015,NF,6,5,2,5,2,6,9,6,5,5,25,31
Western Sahara,MENA,2015,NF,7,7,0,0,0,-2,3,0,0,4,7,5
Yemen,MENA,2015,NF,6,6,3,4,2,9,6,3,2,5,16,25
Zambia,SSA,2015,PF,3,4,8,12,6,26,11,7,8,8,34,60
Zimbabwe,SSA,2015,NF,5,6,3,6,3,12,6,3,2,5,16,28
