country,fiw_region,year,fiw_status,fiw_pr_rating,fiw_cl_rating,fiw_a,fiw_b,fiw_c,fiw_pr,fiw_d,fiw_e,fiw_f,fiw_g,fiw_cl,fiw_total
Chechnya,Eurasia,2009,NF,7,7,0,0,0,0,4,0,0,3,7,7
Chile,Americas,2009,F,1,1,12,15,12,39,16,12,15,15,58,97
China,Asia,2009,NF,7,6,0,1,1,2,3,2,2,7,14,16
Colombia,Americas,2009,PF,3,4,10,9,7,26,12,5,7,10,34,60
Comoros,SSA,2009,PF,3,4,9,11,5,25,10,6,8,6,30,55
Congo (Brazzaville),SSA,2009,NF,6,5,2,4,3,9,9,7,2,6,24,33
Congo (Kinshasa),SSA,2009,NF,6,6,6,3,2,11,6,4,0,1,11,22
Costa Rica,Americas,2009,F,1,1,12,15,11,38,16,11,13,13,53,91
Cote d'Ivoire,SSA,2009,NF,6,5,1,3,2,6,5,4,5,5,19,25
Croatia,Europe,2009,F,2,2,12,14,9,35,14,12,10,13,49,84
Cuba,Americas,2009,NF,7,6,0,0,1,1,2,1,2,3,8,9
Cyprus,Europe,2009,F,1,1,11,16,11,38,15,12,15,15,57,95
Czech Republic,Europe,2009,F,1,1,12,15,11,38,16,12,14,15,57,95
Denmark,Europe,2009,F,1,1,12,16,12,40,16,12,14,15,57,97
Djibouti,SSA,2009,PF,5,5,4,5,3,12,6,5,5,6,22,34
Dominica,Americas,2009,F,1,1,12,16,11,39,16,12,15,15,58,97
Dominican Republic,Americas,2009,F,2,2,11,13,9,33,15,11,10,12,48,81
Ecuador,Americas,2009,PF,3,3,9,14,6,29,14,10,6,10,40,69
Egypt,MENA,2009,NF,6,5,1,4,2,7,5,2,4,7,18,25
El Salvador,Americas,2009,F,2,3,12,13,8,33,15,8,7,10,40,73
Equatorial Guinea,SSA,2009,NF,7,7,0,1,0,1,4,0,0,3,7,8
Eritrea,SSA,2009,NF,7,6,0,1,2,3,2,0,2,6,10,13
Estonia,Europe,2009,F,1,1,12,15,12,39,16,12,14,14,56,95
Ethiopia,SSA,2009,PF,5,5,5,4,4,13,7,3,4,6,20,33
Fiji,Asia,2009,PF,6,4,0,5,2,7,10,4,7,10,31,38
Finland,Europe,2009,F,1,1,12,16,12,40,16,12,16,16,60,100
France,Europe,2009,F,1,1,12,15,11,38,16,12,15,15,58,96
Gabon,SSA,2009,PF,6,4,2,5,3,10,10,5,6,5,26,36
Georgia,Eurasia,2009,PF,4,4,6,6,6,18,11,7,5,10,33,51
Germany,Europe,2009,F,1,1,12,15,12,39,15,12,15,15,57,96
Ghana,SSA,2009,F,1,2,12,15,10,37,14,11,12,10,47,84
Greece,Europe,2009,F,1,2,12,15,10,37,14,12,12,13,51,88
Grenada,Americas,2009,F,1,2,12,16,10,38,15,10,12,15,52,90
Guatemala,Americas,2009,PF,3,4,9,10,5,24,12,8,5,8,33,57
Guinea,SSA,2009,NF,7,5,1,3,1,5,8,5,4,6,23,28
Guinea-Bissau,SSA,2009,PF,4,4,9,9,3,21,10,8,6,5,29,50
Guyana,Americas,2009,F,2,3,11,13,7,31,15,10,8,9,42,73
Haiti,Americas,2009,PF,4,5,7,10,5,22,10,6,4,5,25,47
Honduras,Americas,2009,PF,3,3,9,10,6,25,12,7,7,9,35,60
Hong Kong,Asia,2009,PF,5,2,3,7,6,16,14,10,15,13,52,68
Hungary,Europe,2009,F,1,1,12,15,10,37,16,12,13,14,55,92
Iceland,Europe,2009,F,1,1,12,16,12,40,16,12,16,16,60,100
India,Asia,2009,F,2,3,11,14,9,34,13,10,9,10,42,76
Indian Kashmir,Asia,2009,PF,5,4,6,8,3,17,8,6,4,8,26,43
Indonesia,Asia,2009,F,2,3,11,13,6,30,11,9,7,9,36,66
Iran,MENA,2009,NF,6,6,3,3,3,9,4,2,3,4,13,22
Iraq,MENA,2009,NF,6,6,7,5,1,11,5,3,1,4,13,24
Ireland,Europe,2009,F,1,1,12,16,11,39,16,12,15,15,58,97
Israel,MENA,2009,F,1,2,12,15,10,37,13,12,11,11,47,84
Israeli Occupied Territories,MENA,2009,NF,6,6,3,2,3,6,6,5,1,3,15,21
Italy,Europe,2009,F,1,2,12,15,11,38,14,12,12,14,52,90
Jamaica,Americas,2009,F,2,3,12,14,8,34,15,9,7,10,41,75
Japan,Asia,2009,F,1,2,12,15,10,37,13,10,15,13,51,88
Jordan,MENA,2009,PF,5,5,2,6,5,13,7,4,6,8,25,38
Kazakhstan,Eurasia,2009,NF,6,5,2,3,2,7,7,4,4,8,23,30
Kenya,SSA,2009,PF,4,3,6,9,4,19,13,9,7,6,35,54
Kiribati,Asia,2009,F,1,1,12,16,8,36,15,12,15,13,55,91
Kosovo,Europe,2009,NF,6,5,6,5,3,11,7,6,4,7,24,35
Kuwait,MENA,2009,PF,4,4,4,9,6,19,9,6,7,5,27,46
Kyrgyzstan,Eurasia,2009,PF,5,4,4,5,4,13,9,5,5,7,26,39
Laos,Asia,2009,NF,7,6,0,1,0,1,4,1,2,5,12,13
Latvia,Europe,2009,F,2,1,12,15,7,34,16,12,12,13,53,87
Lebanon,MENA,2009,PF,5,4,5,8,4,17,12,8,5,9,34,51
Lesotho,SSA,2009,F,2,3,9,12,9,30,14,7,11,9,41,71
Liberia,SSA,2009,PF,3,4,9,10,6,25,11,8,7,8,34,59
Libya,MENA,2009,NF,7,7,0,1,0,1,1,0,0,6,7,8
Liechtenstein,Europe,2009,F,1,1,12,16,12,40,16,12,16,16,60,100
Lithuania,Europe,2009,F,1,1,12,16,9,37,16,11,14,13,54,91
Luxembourg,Europe,2009,F,1,1,12,16,12,40,16,12,16,16,60,100
Macedonia,Europe,2009,PF,3,3,7,10,7,24,11,7,8,10,36,60
Madagascar,SSA,2009,PF,4,3,7,8,7,22,10,8,9,9,36,58
Malawi,SSA,2009,PF,4,4,7,10,6,23,11,8,8,7,34,57
Malaysia,Asia,2009,PF,4,4,6,8,6,20,9,6,6,8,29,49
Maldives,Asia,2009,PF,4,4,6,9,5,20,8,6,7,7,28,48
Mali,SSA,2009,F,2,3,9,12,9,30,16,9,7,8,40,70
Malta,Europe,2009,F,1,1,12,16,11,39,16,12,16,15,59,98
Marshall Islands,Asia,2009,F,1,1,11,15,10,36,16,11,15,13,55,91
Mauritania,SSA,2009,NF,6,5,2,3,4,9,9,5,4,5,23,32
Mauritius,SSA,2009,F,1,2,12,15,11,38,15,12,13,12,52,90
Mexico,Americas,2009,F,2,3,10,13,8,31,14,8,6,11,39,70
Micronesia,Asia,2009,F,1,1,12,15,10,37,16,11,15,14,56,93
Moldova,Eurasia,2009,PF,4,4,9,8,5,22,10,6,8,9,33,55
Monaco,Europe,2009,F,2,1,10,11,10,31,15,12,15,14,56,87
Mongolia,Asia,2009,F,2,2,9,15,10,34,15,9,12,12,48,82
Montenegro,Europe,2009,PF,3,3,9,9,6,24,13,10,8,11,42,66
Morocco,MENA,2009,PF,5,4,4,7,5,16,8,6,6,8,28,44
Mozambique,SSA,2009,PF,3,3,7,11,7,25,12,7,8,9,36,61
Myanmar,Asia,2009,NF,7,7,0,0,0,-3,2,0,0,3,5,2
Nagorno-Karabakh,Eurasia,2009,PF,5,5,6,5,3,14,7,3,5,5,20,34
Namibia,SSA,2009,F,2,2,10,11,9,30,15,11,10,9,45,75
Nauru,Asia,2009,F,1,1,12,16,10,38,15,11,15,14,55,93
Nepal,Asia,2009,PF,4,4,6,11,4,21,10,6,6,7,29,50
Netherlands,Europe,2009,F,1,1,12,16,12,40,16,12,15,16,59,99
New Zealand,Asia,2009,F,1,1,12,15,12,39,16,11,15,15,57,96
Nicaragua,Americas,2009,PF,4,3,9,9,4,22,12,6,8,9,35,57
Niger,SSA,2009,PF,3,4,11,9,8,28,10,8,6,6,30,58
Nigeria,SSA,2009,PF,5,4,3,8,6,17,10,8,5,7,30,47
North Korea,Asia,2009,NF,7,7,0,0,0,0,0,0,0,2,2,2
Northern Cyprus,Europe,2009,F,2,2,11,14,9,34,14,9,12,12,47,81
Norway,Europe,2009,F,1,1,12,16,12,40,16,12,16,16,60,100
Oman,MENA,2009,NF,6,5,2,2,2,10,6,3,4,5,18,28
Pakistan,Asia,2009,PF,4,5,6,8,4,18,7,7,2,6,22,40
Pakistani Kashmir,Asia,2009,NF,6,5,2,3,3,6,6,5,4,6,21,27
Palau,Asia,2009,F,1,1,12,15,10,37,16,11,15,13,55,92
Palestinian Authority Administered Territories,MENA,2009,NF,5,6,4,5,3,12,5,3,1,4,13,25
Panama,Americas,2009,F,1,2,12,15,9,36,15,11,9,12,47,83
Papua New Guinea,Asia,2009,PF,4,3,9,10,4,23,12,9,7,8,36,59
Paraguay,Americas,2009,PF,3,3,11,12,5,28,12,8,6,10,36,64
Peru,Americas,2009,F,2,3,11,14,7,32,15,8,8,10,41,73
Philippines,Asia,2009,PF,4,3,6,10,6,22,14,8,6,10,38,60
Poland,Europe,2009,F,1,1,12,16,10,38,16,12,13,14,55,93
Portugal,Europe,2009,F,1,1,12,16,11,39,16,12,15,15,58,97
Puerto Rico,Americas,2009,F,1,1,12,15,10,37,16,11,14,14,55,92
Qatar,MENA,2009,NF,6,5,2,2,3,10,8,2,4,4,18,28
Romania,Europe,2009,F,2,2,12,14,8,34,14,11,12,12,49,83
Russia,Eurasia,2009,NF,6,5,2,3,3,8,8,4,4,7,23,31
Rwanda,SSA,2009,NF,6,5,3,4,4,11,7,3,6,7,23,34
Samoa,Asia,2009,F,2,2,9,13,10,32,14,10,13,12,49,81
San Marino,Europe,2009,F,1,1,12,16,12,40,16,12,16,16,60,100
Sao Tome and Principe,SSA,2009,F,2,2,11,14,8,33,15,10,12,10,47,80
Saudi Arabia,MENA,2009,NF,7,6,0,0,1,3,4,0,3,2,9,12
Senegal,SSA,2009,PF,3,3,9,11,9,29,14,10,10,9,43,72
Serbia,Europe,2009,F,3,2,9,13,7,29,14,11,9,13,47,76
Seychelles,SSA,2009,PF,3,3,8,10,7,25,11,9,11,11,42,67
Sierra Leone,SSA,2009,PF,3,3,10,12,5,27,12,8,8,9,37,64
Singapore,Asia,2009,PF,5,4,4,6,7,17,9,3,7,12,31,48
Slovenia,Europe,2009,F,1,1,12,15,11,38,14,12,14,13,53,91
Solomon Islands,Asia,2009,PF,4,3,6,10,6,22,13,9,8,12,42,64
Somalia,SSA,2009,NF,7,7,0,0,0,0,2,0,0,0,2,2
Somaliland,SSA,2009,PF,5,4,5,7,5,17,8,6,7,6,27,44
South Africa,SSA,2009,F,2,2,12,14,9,35,15,12,11,12,50,85
South Korea,Asia,2009,F,1,2,11,15,10,36,14,11,13,12,50,86
South Ossetia,Eurasia,2009,NF,7,6,1,0,0,-2,4,1,1,5,11,9
Spain,Europe,2009,F,1,1,12,16,12,40,16,12,14,15,57,97
Sri Lanka,Asia,2009,PF,4,4,8,7,6,21,8,8,6,9,31,52
St. Kitts and Nevis,Americas,2009,F,1,1,12,16,11,39,15,12,12,14,53,92
St. Lucia,Americas,2009,F,1,1,12,16,11,39,15,12,12,14,53,92
St. Vincent and the Grenadines,Americas,2009,F,2,1,11,15,9,35,15,11,13,14,53,88
Sudan,SSA,2009,NF,7,7,0,4,3,3,4,3,0,0,7,10
Suriname,Americas,2009,F,2,2,12,13,8,33,15,11,9,10,45,78
Swaziland,SSA,2009,NF,7,5,0,1,1,3,8,3,4,5,20,23
Sweden,Europe,2009,F,1,1,12,16,12,40,16,12,16,16,60,100
Switzerland,Europe,2009,F,1,1,12,15,12,39,16,12,15,15,58,97
Syria,MENA,2009,NF,7,6,0,0,1,1,2,0,1,5,8,9
Taiwan,Asia,2009,F,2,1,11,15,9,35,16,10,15,13,54,89
Tajikistan,Eurasia,2009,NF,6,5,2,4,2,8,6,4,4,5,19,27
Tanzania,SSA,2009,PF,4,3,6,10,6,22,11,7,10,8,36,58
Thailand,Asia,2009,PF,5,4,3,5,4,12,9,6,6,11,32,44
The Gambia,SSA,2009,PF,5,4,6,7,3,16,8,6,6,7,27,43
Tibet,Asia,2009,NF,7,7,0,0,1,-2,0,0,0,3,3,1
Timor-Leste,Asia,2009,PF,3,4,11,11,6,28,12,7,6,9,34,62
Togo,SSA,2009,PF,5,5,4,7,3,14,8,6,5,6,25,39
Tonga,Asia,2009,PF,5,3,3,9,3,15,12,5,11,12,40,55
Transnistria,Eurasia,2009,NF,6,6,2,4,1,7,6,2,2,5,15,22
Trinidad and Tobago,Americas,2009,F,2,2,11,12,9,32,15,11,10,13,49,81
Tunisia,MENA,2009,NF,7,5,1,3,1,5,4,2,4,8,18,23
Turkey,Europe,2009,PF,3,3,10,12,7,29,11,7,8,10,36,65
Turkmenistan,Eurasia,2009,NF,7,7,0,1,0,1,2,0,1,2,5,6
Tuvalu,Asia,2009,F,1,1,12,15,10,37,16,12,15,14,57,94
Uganda,SSA,2009,PF,5,4,4,7,4,15,11,6,6,7,30,45
Ukraine,Eurasia,2009,F,3,2,10,13,5,28,13,11,10,11,45,73
United Arab Emirates,MENA,2009,NF,6,5,1,2,2,9,8,3,4,4,19,28
United Kingdom,Europe,2009,F,1,1,12,16,12,40,16,12,14,15,57,97
United States,Americas,2009,F,1,1,11,16,11,38,16,11,14,15,56,94
Uruguay,Americas,2009,F,1,1,12,16,11,39,16,12,15,15,58,97
Uzbekistan,Eurasia,2009,NF,7,7,0,0,0,0,1,0,0,2,3,3
Vanuatu,Asia,2009,F,2,2,9,15,8,32,16,11,10,11,48,80
Venezuela,Americas,2009,PF,4,4,7,8,3,18,9,6,5,8,28,46
Vietnam,Asia,2009,NF,7,5,0,1,1,2,6,2,4,8,20,22
Western Sahara,MENA,2009,NF,7,6,0,0,0,-2,3,3,0,5,11,9
Yemen,MENA,2009,PF,5,5,5,7,3,15,7,4,4,5,20,35
Zambia,SSA,2009,PF,3,3,8,12,6,26,11,8,9,7,35,61
Zimbabwe,SSA,2009,NF,7,6,1,3,0,4,4,2,1,1,8,12
