proba_ignore	proba_crowd dispersal	proba_arrests	proba_accomodation	proba_shootings	proba_killings	proba_beatings	proba_unknown	prediction
0.024740465865449417	0.33352154474836215	0.5171138046466349	0.09194111976690818	0.013759487268883283	3.864463199071046e-07	0.018921333972919487	1.857284522692379e-06	arrests
0.25385717288276666	0.05801654662286832	0.4175794849214301	0.2666206263013128	0.002430394608256983	1.947100086827015e-08	0.001495755192335368	2.894450756312853e-14	arrests
0.02072068496152093	0.2720201229684522	0.6153151330819614	0.06978374414433	0.016985229511097544	1.2480542246169792e-07	0.005174958460088218	2.0671271816311538e-09	arrests
0.3759764195801709	0.05468570049852886	0.4208774616079618	0.14688183694101883	0.0009784408175332643	5.6434895418193466e-08	0.0006000841198170031	7.387669805775122e-14	arrests
0.3325806529283017	0.06299036994308181	0.4177128935990819	0.18481942875199858	0.001787117760055085	3.5625016691747464e-08	0.00010950139246405847	1.0405737467588649e-16	arrests
0.38092349858526686	0.023501815303955682	0.3689539988797109	0.22593786576836541	0.0001476186610220311	2.2532742946640798e-07	0.0005349774742495558	8.035029501818174e-25	ignore
0.3688660442934864	0.07509717479883438	0.2576756152453382	0.297436634878256	0.00016166649118768675	9.93017466191724e-07	0.0007618712754310498	1.7526663213539056e-16	ignore
0.4732011178204354	0.06442060265214955	0.22062777711728512	0.24089918650140144	0.0003794491446499356	3.1924626439090666e-07	0.000471547508750292	9.063975705385278e-12	ignore
0.22166697255105783	0.001756842622218766	0.7300708838902817	0.0017953737429484496	0.00296946767508317	8.564774641859286e-06	0.04173189474376127	6.916419881754475e-15	arrests
0.21548588826495252	0.001941687442843487	0.7376632903021512	0.0016597968315077978	0.0018356304986206294	5.282636421073537e-06	0.04140842402350338	2.097833980846548e-17	arrests
0.23470209367952471	0.002311395319205601	0.7239943684804484	0.0018390267428203004	0.0014945119642995387	2.708490259919217e-06	0.03565589532344149	1.6995806065247187e-18	arrests
0.25990967405084564	0.002060544741771617	0.7230144697409068	0.0021032725589005593	0.001641804305837761	2.441810420628223e-06	0.011267792791316992	1.8350935487929287e-18	arrests
0.27707684127310217	0.0020446079636817966	0.7048539240454793	0.0026947508187422477	0.003013920167342793	2.6088962289739947e-06	0.010313346835422578	2.3285265600141493e-17	arrests
0.28322915586873576	0.0023042004824205867	0.6682045470563028	0.0020174932495557758	0.0016116798593546558	2.3219344997052435e-06	0.042630601549130696	2.394983655176779e-19	arrests
0.29032716373241113	0.002041443455140946	0.6610134055917712	0.0017555198908715652	0.001668532542333388	2.422765243443463e-06	0.04319151202222818	5.485224786273291e-22	arrests
0.2883448366181968	0.0034486490439667034	0.6782318392560897	0.002864686101459893	0.004494361917791879	1.7540994208060665e-06	0.022613872931470696	3.160348850271232e-11	arrests
0.2699169076318988	0.003453255322578242	0.6747484957863543	0.0025170703413635205	0.004401991508603417	1.3937235311732979e-06	0.04496088568566265	7.929984610301588e-15	arrests
0.26182954948280923	0.0038790852914909386	0.7092061855104883	0.00340726548200052	0.003639445875040441	8.117233560869752e-07	0.018037656634658568	1.5590639473023404e-13	arrests
0.27081469988093154	0.004069403067861079	0.6831102851449563	0.002479598964448891	0.0026060704310438307	1.0477280509728436e-06	0.03691889478266953	3.7866379583690354e-14	arrests
0.310832940201681	0.004610238269695025	0.6396193405343961	0.0026660596942301635	0.003937119687891029	1.0474885692992138e-06	0.03833325412352783	9.500092312048307e-15	arrests
0.17241726715725766	0.00019911650652479387	0.7225077033150915	0.0003748328771876572	0.09506469976943088	9.626402984144915e-08	0.00943628411047743	1.7620150716339405e-16	arrests
0.3344388425521356	0.004260891273291416	0.6424471166320305	0.002925201045663645	0.0023967518084243135	4.99434560568359e-07	0.01353069725389406	5.448727785093464e-17	arrests
0.3177423053827517	0.002894539204079067	0.6246766561668066	0.0017712776204432872	0.003009411959091759	2.1168719207984342e-06	0.04990369279460195	3.049248603575512e-13	arrests
0.5531268822570288	0.08369209572217463	0.09882507063936995	0.08329829929769127	0.16755469551263177	1.1522193680253651e-05	0.013491433473361219	9.040621024572423e-10	ignore
0.650029381985222	0.08916304336121295	0.02729028296790891	0.1083597800774627	0.12315025347728202	1.2407250101174756e-06	0.002006017392128895	1.3772414516935273e-11	ignore
0.7820897481111824	0.08549300583452596	0.041256408342857556	0.049815342986391356	0.03943755594311508	5.969282631512423e-06	0.0019019693589740771	1.4032191980612953e-10	ignore
0.6842587403182876	0.12785271556992445	0.043622077650886194	0.0941616689364775	0.04860763470504295	1.7142130449033318e-06	0.0014954382732871776	1.0333049361943645e-08	ignore
0.7263495989239771	0.07569196135124122	0.011657009077373222	0.07827052170808495	0.10584467593899295	3.174067455536538e-06	0.002182580554157337	4.783787177689326e-07	ignore
0.6572535120628993	0.0759452538236308	0.017436618676073743	0.08016296242277128	0.16801049462064838	3.6498659808427197e-06	0.0011875085221437118	5.851835496175865e-12	ignore
0.04401428569138811	0.69833211922861	0.011937557413238837	0.020227879728820036	0.22381488112403095	2.3674309020985888e-06	0.0016708940023775834	1.5380632365657978e-08	crowd dispersal
0.0673112383613028	0.49032071658509685	0.03552921378135626	0.024341742753506177	0.38231213138142095	3.232144132216385e-05	0.00015263569599482707	2.820165440869243e-26	crowd dispersal
0.7999023318394951	0.09458803185960353	0.011689579137479792	0.06071466080190286	0.030996435464242366	1.3459245309681235e-05	0.002093084730482351	2.4169214843993406e-06	ignore
0.07482330534960274	0.611930256972895	0.025215168287574856	0.01984008496324739	0.26580453921108993	4.6472836976507664e-05	0.002340172374086591	4.52703845587785e-12	crowd dispersal
0.04499471516379851	0.6191172555535706	0.009661237114629928	0.020219842202893353	0.3028654203405728	5.130322568751725e-06	0.0031363973401422633	1.9618238202856265e-09	crowd dispersal
0.06255936643875737	0.7001423845831062	0.013309060853728174	0.01724516984679719	0.20528508968778572	1.5059060098776234e-05	0.0014438687979512201	7.3177546199727e-10	crowd dispersal
0.049779879439177645	0.7209936678603631	0.011179843982820518	0.018456775167165602	0.19843388892629543	1.2799227008957612e-05	0.0011431453968029448	3.658214943702997e-13	crowd dispersal
0.8617154314144706	0.051803009944073324	0.042973971619769416	0.013550984270299007	0.01973910069020838	7.346085627715221e-07	0.010216767305708377	1.469083133556085e-10	ignore
0.9737962445025478	0.009062286215517057	0.005522102934811873	0.00838736371412375	0.0030273854559504823	8.437574235609627e-06	0.00019617960281351793	2.355821629273624e-19	ignore
0.9706706804023486	0.008494098045292863	0.004687279529541419	0.012528856213712693	0.0035752232556885005	3.926610861382501e-06	3.99359425545463e-05	1.9851537452320837e-18	ignore
0.9760626709414357	0.008606598541553013	0.003319948685791817	0.009007112165712046	0.00284727568933803	5.871359709635541e-06	0.0001505226164596472	1.54315095081166e-17	ignore
0.9760065224862957	0.007816769683709448	0.0027607491693042094	0.00887164339620539	0.0043365219988885425	7.474876809688436e-06	0.0002003183887870426	6.090606829396037e-19	ignore
0.979236549622836	0.007540810264501802	0.002522857988571453	0.007351644416627032	0.0030433282074949337	6.482096541446079e-06	0.00029832740342733617	5.1901104341407176e-20	ignore
0.9776848490242269	0.006646722887938704	0.002861533347978767	0.00873340959060052	0.003984041696397076	5.457022793172976e-06	8.398643006477415e-05	9.589309820040484e-22	ignore
0.9735247625049699	0.008155927743415331	0.004097421477815929	0.008681549441344052	0.005269272383172392	1.4608693589262914e-05	0.0002564577556929055	1.321436788676376e-16	ignore
0.9821995259811772	0.004525947812553279	0.002432652962200787	0.010448076629080956	0.00023078375332832686	1.7558431847900186e-05	0.00014545439406334437	3.574823782561534e-11	ignore
0.6059103371932405	0.10318094814833668	0.1222773192870184	0.16767103103355288	0.000735923392658508	5.906631524352661e-08	0.00022438187570756403	3.1701805207659836e-12	ignore
0.5629983076522213	0.01379576533425983	0.1548641127317788	0.10742336865983369	0.028871693277560194	8.296113209252968e-08	0.1320466693831456	6.854332984525656e-14	ignore
0.5704717788009356	0.016789218609846862	0.1532644872469105	0.16984129565969383	0.04213626010259192	6.574975762236371e-08	0.04749689382819013	2.0735928907334703e-12	ignore
