proba_ignore	proba_crowd dispersal	proba_arrests	proba_accomodation	proba_shootings	proba_killings	proba_beatings	proba_unknown	prediction
0.1229952433002473	0.331161265773059	0.3737920928703277	0.04912468386997196	0.016932638253067064	0.040688992834590015	0.049475541880783035	0.01582954121795372	arrests
0.4169890941460076	0.09230260457945386	0.31760685937339406	0.10154340138746702	0.005496111643507837	0.022425583491824747	0.03791565654462833	0.005720688833716305	ignore
0.11716343142813372	0.34032282523188423	0.3741959850240093	0.07843405442336487	0.013372667604076753	0.03593277144396068	0.03498745496917431	0.00559080987539586	arrests
0.41866351583443034	0.11804112857598946	0.30678160945661553	0.1256479638230893	0.021058887823481632	0.005173069951650457	0.00463382453474316	0.0	ignore
0.42319180816678814	0.11305638584456978	0.3458629989297279	0.09583077588896112	0.002432963412706397	0.010015007198390798	0.009610060558855712	0.0	ignore
0.35785052688652425	0.12006993590273032	0.25752840832715324	0.17419298067372394	0.020805498980596537	0.03145302074320307	0.022232078614431175	0.01586754987163738	ignore
0.39663417028422476	0.12595380489478225	0.2661594925607542	0.1670269063731933	0.006792610334318052	0.024955641497153652	0.012477374055573583	0.0	ignore
0.41224553089223087	0.14287528200844996	0.19555364343929518	0.18486696210409628	0.015325006274570858	0.008870311023080746	0.02428627915347933	0.01597698510479678	ignore
0.06659732053386208	0.02228391845497454	0.835264023500224	0.016218461364478957	0.016910203702269644	0.002195577635091249	0.04053049480909932	0.0	arrests
0.05548885183496021	0.016217508219313444	0.8757864649574506	0.014963304563033467	0.010694633482064068	0.0	0.02684923694317804	0.0	arrests
0.05339716625372346	0.014742420652122883	0.8952619827498352	0.009669239961002631	0.008178592332177402	0.0	0.01875059805113817	0.0	arrests
0.05550866888424926	0.012860959213614485	0.870529107361862	0.006234337896681391	0.007916115074786073	0.0	0.046950811568806594	0.0	arrests
0.07535368221388127	0.02271374286068224	0.8329787070987948	0.009372439950247885	0.010644540579654548	0.0038584082170958246	0.04507847907964326	0.0	arrests
0.10015992411302917	0.03034089986437826	0.8065756235419874	0.01875287716443796	0.014583710972548132	0.005744430686781367	0.023842533656837656	0.0	arrests
0.09367651161117171	0.0337353064478438	0.8172230927787343	0.012349160922208719	0.008644179527461488	0.007420119510511594	0.026951629202068405	0.0	arrests
0.4062023225450019	0.060447169368103376	0.3145292957187824	0.03824637306629256	0.05022854389826601	0.015109203572640726	0.10349689949703852	0.011740192333874445	ignore
0.5480842824933898	0.03819332315099742	0.3338548314005639	0.020761544882114617	0.009525316162645292	0.002195577635091249	0.041481185357269	0.005903938917928603	ignore
0.498953018214393	0.03251615538678024	0.39108742527554635	0.017520203698570602	0.016210412975821226	0.0	0.0437127844488883	0.0	ignore
0.5091410196182583	0.02714200390265486	0.38832246884632743	0.01219015089254609	0.02506876228072855	0.0	0.03813559445948469	0.0	ignore
0.5909193194581003	0.03512619208268976	0.3082354744642361	0.017137017954816643	0.02283149545915863	0.00618739372818376	0.019563106852814673	0.0	ignore
0.5500594300618058	0.046527499970443933	0.3539475342036202	0.020843821297851887	0.002611898101829917	0.0034588798784799604	0.022550936485968114	0.0	ignore
0.48855864955075434	0.02669761157638757	0.42044352537488766	0.016358366627666328	0.011053981066456728	0.0	0.03688786580384756	0.0	ignore
0.40981223489150626	0.053217364558226246	0.3321334228184486	0.043149822168851784	0.021453635417476205	0.04079671775345392	0.06331746134021649	0.036119341051820464	ignore
0.1774479697663165	0.12602926528062974	0.1758436439957925	0.09943595257008601	0.14927857930589689	0.07618954236973298	0.1922571320409821	0.0035179146705632417	beatings
0.2585851104378432	0.18338205868820934	0.13080066779932553	0.10549182049184093	0.15875727611356125	0.10952018112083639	0.03724426312415561	0.016218622224227718	ignore
0.22345823765441053	0.1602365519921458	0.12735192363675632	0.12505765093043464	0.1553612536467401	0.08803202501581127	0.09824443976204382	0.02225791736165747	ignore
0.2793198999508081	0.187047314547247	0.09585903706300669	0.08640289242334574	0.15723467600552743	0.0543470073698218	0.12853578592346973	0.011253386716773391	ignore
0.24976918299294218	0.19304359844127855	0.10023912705863437	0.10468075851399286	0.2010127941987825	0.10440620628628908	0.041218504456156345	0.005629828051924276	ignore
0.2724342667386997	0.1935186483347425	0.14360598946079944	0.13859423872561655	0.165771538038598	0.04893386844421823	0.03151162220540124	0.005629828051924276	ignore
0.11253092692229871	0.42614767476329196	0.11431876533509666	0.05063970065929743	0.15313423176612043	0.08371865554729788	0.05951004500659676	0.0	crowd dispersal
0.10985047779265018	0.33104506131195216	0.1333227307201275	0.1087923242115235	0.12438961497312732	0.09838852439397246	0.06268747992711309	0.03152378666953389	crowd dispersal
0.24202706581566036	0.16194097430385732	0.13447137560455283	0.10119054419922416	0.08805059942938614	0.06612873820367107	0.09418280181970408	0.11200790062394407	ignore
0.06904562701113522	0.351805553839108	0.07902401597702317	0.05287854768130849	0.1467379856411024	0.23785539654500648	0.06265287330531641	0.0	crowd dispersal
0.08630009103523019	0.4447069312912255	0.07828001239036034	0.07539658357263293	0.13367023590037666	0.1434597586826809	0.03276897451016585	0.005417412617327547	crowd dispersal
0.10199080701052225	0.4794081374072935	0.09289622612628332	0.04832233361772834	0.1232535169798253	0.12114710687524835	0.03298187198309903	0.0	crowd dispersal
0.09774484954093768	0.5065902223936378	0.07744652013434458	0.05154757118000635	0.11271566211295941	0.13043062626294197	0.02352454837517236	0.0	crowd dispersal
0.14264624670453924	0.44011365996481344	0.15625154103699815	0.0648975753149355	0.08264957695988771	0.027390599388095724	0.06531851331340847	0.020732287317321862	crowd dispersal
0.5475631794326508	0.17783751626130667	0.07472178516690542	0.11890431144346131	0.03672491225451022	0.01869579593835855	0.025552499502807156	0.0	ignore
0.5793131158501423	0.1491524613840143	0.05379325688051376	0.13557522751159892	0.029026429048802028	0.030193881651058935	0.0171834021002905	0.005762225573579329	ignore
0.5080593820147078	0.2184012024571396	0.07149902253815817	0.10071262942378385	0.027238490466142202	0.006882633272605718	0.061313202181525514	0.005893437645937333	ignore
0.5246692978988075	0.17692603271593216	0.058753043556556764	0.14767391149565917	0.034485500623817264	0.01282075145961887	0.03877802460367113	0.005893437645937333	ignore
0.5366930028813138	0.16857323139422264	0.05338925057543844	0.1505910631331742	0.042464508313125315	0.018124856217227616	0.030164087485497874	0.0	ignore
0.5203199127929052	0.12840369593016304	0.08595270819440531	0.18488908283264058	0.022559944324714268	0.04270410329713395	0.01517055262803761	0.0	ignore
0.512308344621638	0.17908080671728177	0.07420415471306414	0.11591530468406817	0.02156049096429083	0.02887645354878955	0.06216100710493023	0.005893437645937333	ignore
0.4855466269883928	0.1877362697076872	0.07893961191935056	0.11370458586782767	0.05463554354469163	0.04174196387824777	0.021139250994417998	0.0165561470993844	ignore
0.4323268732869322	0.23535105945580018	0.05448026086490118	0.15526390161353154	0.03966036098474022	0.024867435528906592	0.047495652985676616	0.010554455279511295	ignore
0.3487959826596052	0.14092630588400848	0.14906181181899864	0.20438635739838068	0.04904981714497271	0.047924533880094836	0.04895954168691248	0.010895649527027084	ignore
0.3369207827010721	0.1522242163859196	0.11074898145706313	0.18598411597480424	0.04890346518220959	0.04518911483090016	0.07104531638591258	0.04898400708211832	ignore
0.42247676689478486	0.14461558839907013	0.10725016220012704	0.1558549832101952	0.06488244132723754	0.025264501326423536	0.06229605260553821	0.017359504036623483	ignore
0.35722785366348186	0.14133719076458373	0.09829222349496579	0.2110975093953782	0.03323886277784627	0.038232115967816165	0.09832456315540614	0.022249680780521978	ignore
0.35605224687848813	0.17669514089605085	0.10585064805104823	0.19729235734248385	0.05620170565925107	0.01666543626970986	0.0405143068481112	0.05072815805485674	ignore
0.49241811138247243	0.17359900999352668	0.07888758328291706	0.14832390505719154	0.05205571827960734	0.029210259679656916	0.01973484544063818	0.0057705668839896015	ignore
0.13309683182398493	0.5423224360608918	0.07487399029800536	0.08421593624301538	0.07567568312385337	0.04936746420910227	0.0349739101275463	0.005473748113600595	crowd dispersal
0.15445421225486433	0.34250650652813397	0.17131404310550555	0.08335395495155214	0.10965999323088223	0.05314534268947624	0.04786728616622864	0.037698661073357016	crowd dispersal
0.40525256744641286	0.19381895468658428	0.09201098292071601	0.1989538754558829	0.038753713104027414	0.02033116291657232	0.03994601005031764	0.010932733419486876	ignore
0.1411102786396828	0.48032216765468744	0.09810594073810888	0.11103904165493673	0.07084287228052892	0.06510089208629834	0.0279960017027727	0.005482805242984225	crowd dispersal
0.3461570588662632	0.1329794257925918	0.06709492502680844	0.2102848272556271	0.2103540154786977	0.008393331111994102	0.02473641646801765	0.0	ignore
0.4609683180037649	0.16006991196209316	0.06954372846406175	0.18447617986880885	0.0893659558939442	0.00843011028700102	0.022122134990461718	0.005023660529864282	ignore
0.5029196840156256	0.14213960797224803	0.10082457177081995	0.16711817203796347	0.04378899991796335	0.015989445482609946	0.016251025990226205	0.010968492812543675	ignore
0.5132517172471756	0.13645867032220546	0.08615453034258816	0.1423032865391597	0.03835881939913747	0.03814056512339821	0.029073843758574545	0.016258567267760936	ignore
0.32311734076935683	0.18837006178909046	0.15903937944600102	0.18590855487749178	0.057730393254050355	0.023962383909381473	0.027956102861234847	0.03391578309339329	ignore
0.33583866262795475	0.18766076233679851	0.10591975483429503	0.17969096378574814	0.03985454873080049	0.02937330983735746	0.11050267732970878	0.011159320517336832	ignore
0.37288102680453905	0.18299391160328457	0.1387133951527006	0.1450635205308481	0.04158193748811889	0.05253722163862239	0.05502940119560447	0.011199585586282043	ignore
0.36690388995772544	0.16098532344278949	0.11605340631985649	0.184186815596038	0.05448147617890471	0.07935684528691629	0.03255334646520382	0.0054788967525657385	ignore
0.3020614876446967	0.1774067576740751	0.12069288170717431	0.16221976965016194	0.11569611448640427	0.06561940126053992	0.05045399962613601	0.005849587950811732	ignore
0.31761852182927597	0.20831368507772016	0.10279406583954379	0.1740570050122247	0.06012037894054985	0.037110584862926274	0.07728649226199681	0.022699266175762685	ignore
0.5314786976183926	0.1716044453016695	0.07635201257888308	0.11122430675018886	0.03222119899919592	0.020234511426901844	0.041247897903054005	0.015636929421714282	ignore
0.507561056561423	0.13700335336272626	0.07827208670368922	0.1312715890284326	0.05851516554174109	0.04490477458151011	0.03701221265779249	0.005459761562684737	ignore
